PANEL;PANEL TG2 N1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Element ID;modbus:1_mb_WHr_I;zigbee:1_zd_WHr_I;zigbee:3_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:9_zd_WHr_I;zigbee:10_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:63_zd_WHr_I;zigbee:65_zd_WHr_I;zigbee:67_zd_WHr_I;zigbee:68_zd_WHr_I;zigbee:69_zd_WHr_I;zigbee:71_zd_WHr_I;zigbee:73_zd_WHr_I;zigbee:66_zd_WHr_I;zigbee:21_zd_WHr_I;modbus:1_mb_VARHr_I;modbus:1_mb_VARHr_O;zigbee:73_zd_VARHr_I;zigbee:73_zd_VARHr_O;zigbee:71_zd_VARHr_I;zigbee:71_zd_VARHr_O;zigbee:10_zd_VARHr_I;zigbee:10_zd_VARHr_O;zigbee:34_zd_VARHr_I;zigbee:34_zd_VARHr_O
2025/09/28 22:20:00;;2991121;445602;1730327;0;323332;3215441;283526;2226788;229523;0;31316;108494;47871;11741;0;0;34242;73967;940090;0;0;0;0;14793;0;120105;1246147;786056;236906;408466;0;384238;8146480;3436;;;5570.79999999994;30953;0;0;1;769998;0;0
2025/09/28 22:30:00;;2991914;445602;1730821;0;323412;3216495;283644;2227456;229650;0;31370;108552;47941;11748;0;0;34252;73967;940537;0;0;0;0;14793;0;120279;1246535;786558;237159;408739;0;384623;8148480;3439;;;5576.49999999994;30978;0;0;1;770281;0;0
2025/09/28 22:40:00;;2992707;445602;1731315;0;323492;3217549;283762;2228124;229777;0;31424;108610;48011;11755;0;0;34262;73967;940984;0;0;0;0;14793;0;120453;1246923;787060;237412;409012;0;385008;8150480;3442;;;5582.19999999994;31003;0;0;1;770564;0;0
2025/09/28 22:50:00;;2993500;445602;1731809;0;323572;3218603;283880;2228792;229904;0;31478;108668;48081;11762;0;0;34272;73967;941431;0;0;0;0;14793;0;120627;1247311;787562;237665;409285;0;385393;8152480;3445;;;5587.89999999994;31028;0;0;1;770847;0;0
2025/09/28 23:00:00;;2994293;445602;1732303;0;323652;3219657;283998;2229460;230031;0;31532;108726;48151;11769;0;0;34282;73967;941878;0;0;0;0;14793;0;120801;1247699;788064;237918;409558;0;385778;8154480;3448;;;5593.59999999994;31053;0;0;1;771130;0;0
2025/09/28 23:10:00;;2995086;445602;1732797;0;323732;3220711;284116;2230128;230158;0;31586;108784;48221;11776;0;0;34292;73967;942325;0;0;0;0;14793;0;120975;1248087;788566;238171;409831;0;386163;8156480;3451;;;5599.29999999994;31078;0;0;1;771413;0;0
2025/09/28 23:20:00;;2995879;445602;1733291;0;323812;3221765;284234;2230796;230285;0;31640;108842;48291;11783;0;0;34302;73967;942772;0;0;0;0;14793;0;121149;1248475;789068;238424;410104;0;386548;8158480;3454;;;5604.99999999994;31103;0;0;1;771696;0;0
2025/09/28 23:30:00;;2996672;445602;1733785;0;323892;3222819;284352;2231464;230412;0;31694;108900;48361;11790;0;0;34312;73967;943219;0;0;0;0;14793;0;121323;1248863;789570;238677;410377;0;386933;8160480;3457;;;5610.69999999994;31128;0;0;1;771979;0;0
2025/09/28 23:40:00;;2997465;445602;1734279;0;323972;3223873;284470;2232132;230539;0;31748;108958;48431;11797;0;0;34322;73967;943666;0;0;0;0;14793;0;121497;1249251;790072;238930;410650;0;387318;8162480;3460;;;5616.39999999994;31153;0;0;1;772262;0;0
2025/09/28 23:50:00;;2998258;445602;1734773;0;324052;3224927;284588;2232800;230666;0;31802;109016;48501;11804;0;0;34332;73967;944113;0;0;0;0;14793;0;121671;1249639;790574;239183;410923;0;387703;8164480;3463;;;5622.09999999994;31178;0;0;1;772545;0;0
2025/09/29 00:00:00;;2999051;445602;1735267;0;324132;3225981;284706;2233468;230793;0;31856;109074;48571;11811;0;0;34342;73967;944560;0;0;0;0;14793;0;121845;1250027;791076;239436;411196;0;388088;8166480;3466;;;5627.79999999994;31203;0;0;1;772828;0;0
2025/09/29 00:10:00;;2999844;445602;1735761;0;324212;3227035;284824;2234136;230920;0;31910;109132;48641;11818;0;0;34352;73967;945007;0;0;0;0;14793;0;122019;1250415;791578;239689;411469;0;388473;8168480;3469;;;5633.49999999994;31228;0;0;1;773111;0;0
2025/09/29 00:20:00;;3000637;445602;1736255;0;324292;3228089;284942;2234804;231047;0;31964;109190;48711;11825;0;0;34362;73967;945454;0;0;0;0;14793;0;122193;1250803;792080;239942;411742;0;388858;8170480;3472;;;5639.19999999994;31253;0;0;1;773394;0;0
2025/09/29 00:30:00;;3001430;445602;1736749;0;324372;3229143;285060;2235472;231174;0;32018;109248;48781;11832;0;0;34372;73967;945901;0;0;0;0;14793;0;122367;1251191;792582;240195;412015;0;389243;8172480;3475;;;5644.89999999994;31278;0;0;1;773677;0;0
2025/09/29 00:40:00;;3002223;445602;1737243;0;324452;3230197;285178;2236140;231301;0;32072;109306;48851;11839;0;0;34382;73967;946348;0;0;0;0;14793;0;122541;1251579;793084;240448;412288;0;389628;8174480;3478;;;5650.59999999994;31303;0;0;1;773960;0;0
2025/09/29 00:50:00;;3003016;445602;1737737;0;324532;3231251;285296;2236808;231428;0;32126;109364;48921;11846;0;0;34392;73967;946795;0;0;0;0;14793;0;122715;1251967;793586;240701;412561;0;390013;8176480;3481;;;5656.29999999994;31328;0;0;1;774243;0;0
2025/09/29 01:00:00;;3003809;445602;1738231;0;324612;3232305;285414;2237476;231555;0;32180;109422;48991;11853;0;0;34402;73967;947242;0;0;0;0;14793;0;122889;1252355;794088;240954;412834;0;390398;8178480;3484;;;5661.99999999993;31353;0;0;1;774526;0;0
2025/09/29 01:10:00;;3004602;445602;1738725;0;324692;3233359;285532;2238144;231682;0;32234;109480;49061;11860;0;0;34412;73967;947689;0;0;0;0;14793;0;123063;1252743;794590;241207;413107;0;390783;8180480;3487;;;5667.69999999993;31378;0;0;1;774809;0;0
2025/09/29 01:20:00;;3005395;445602;1739219;0;324772;3234413;285650;2238812;231809;0;32288;109538;49131;11867;0;0;34422;73967;948136;0;0;0;0;14793;0;123237;1253131;795092;241460;413380;0;391168;8182480;3490;;;5673.39999999993;31403;0;0;1;775092;0;0
2025/09/29 01:30:00;;3006188;445602;1739713;0;324852;3235467;285768;2239480;231936;0;32342;109596;49201;11874;0;0;34432;73967;948583;0;0;0;0;14793;0;123411;1253519;795594;241713;413653;0;391553;8184480;3493;;;5679.09999999993;31428;0;0;1;775375;0;0
2025/09/29 01:40:00;;3006981;445602;1740207;0;324932;3236521;285886;2240148;232063;0;32396;109654;49271;11881;0;0;34442;73967;949030;0;0;0;0;14793;0;123585;1253907;796096;241966;413926;0;391938;8186480;3496;;;5684.79999999993;31453;0;0;1;775658;0;0
2025/09/29 01:50:00;;3007774;445602;1740701;0;325012;3237575;286004;2240816;232190;0;32450;109712;49341;11888;0;0;34452;73967;949477;0;0;0;0;14793;0;123759;1254295;796598;242219;414199;0;392323;8188480;3499;;;5690.49999999993;31478;0;0;1;775941;0;0
2025/09/29 02:00:00;;3008567;445602;1741195;0;325092;3238629;286122;2241484;232317;0;32504;109770;49411;11895;0;0;34462;73967;949924;0;0;0;0;14793;0;123933;1254683;797100;242472;414472;0;392708;8190480;3502;;;5696.19999999993;31503;0;0;1;776224;0;0
2025/09/29 02:10:00;;3009360;445602;1741689;0;325172;3239683;286240;2242152;232444;0;32558;109828;49481;11902;0;0;34472;73967;950371;0;0;0;0;14793;0;124107;1255071;797602;242725;414745;0;393093;8192480;3505;;;5701.89999999993;31528;0;0;1;776507;0;0
2025/09/29 02:20:00;;3010153;445602;1742183;0;325252;3240737;286358;2242820;232571;0;32612;109886;49551;11909;0;0;34482;73967;950818;0;0;0;0;14793;0;124281;1255459;798104;242978;415018;0;393478;8194480;3508;;;5707.59999999993;31553;0;0;1;776790;0;0
2025/09/29 02:30:00;;3010946;445602;1742677;0;325332;3241791;286476;2243488;232698;0;32666;109944;49621;11916;0;0;34492;73967;951265;0;0;0;0;14793;0;124455;1255847;798606;243231;415291;0;393863;8196480;3511;;;5713.29999999993;31578;0;0;1;777073;0;0
2025/09/29 02:40:00;;3011739;445602;1743171;0;325412;3242845;286594;2244156;232825;0;32720;110002;49691;11923;0;0;34502;73967;951712;0;0;0;0;14793;0;124629;1256235;799108;243484;415564;0;394248;8198480;3514;;;5718.99999999993;31603;0;0;1;777356;0;0
2025/09/29 02:50:00;;3012532;445602;1743665;0;325492;3243899;286712;2244824;232952;0;32774;110060;49761;11930;0;0;34512;73967;952159;0;0;0;0;14793;0;124803;1256623;799610;243737;415837;0;394633;8200480;3517;;;5724.69999999993;31628;0;0;1;777639;0;0
2025/09/29 03:00:00;;3013325;445602;1744159;0;325572;3244953;286830;2245492;233079;0;32828;110118;49831;11937;0;0;34522;73967;952606;0;0;0;0;14793;0;124977;1257011;800112;243990;416110;0;395018;8202480;3520;;;5730.39999999993;31653;0;0;1;777922;0;0
2025/09/29 03:10:00;;3014118;445602;1744653;0;325652;3246007;286948;2246160;233206;0;32882;110176;49901;11944;0;0;34532;73967;953053;0;0;0;0;14793;0;125151;1257399;800614;244243;416383;0;395403;8204480;3523;;;5736.09999999993;31678;0;0;1;778205;0;0
2025/09/29 03:20:00;;3014911;445602;1745147;0;325732;3247061;287066;2246828;233333;0;32936;110234;49971;11951;0;0;34542;73967;953500;0;0;0;0;14793;0;125325;1257787;801116;244496;416656;0;395788;8206480;3526;;;5741.79999999993;31703;0;0;1;778488;0;0
2025/09/29 03:30:00;;3015704;445602;1745641;0;325812;3248115;287184;2247496;233460;0;32990;110292;50041;11958;0;0;34552;73967;953947;0;0;0;0;14793;0;125499;1258175;801618;244749;416929;0;396173;8208480;3529;;;5747.49999999993;31728;0;0;1;778771;0;0
2025/09/29 03:40:00;;3016497;445602;1746135;0;325892;3249169;287302;2248164;233587;0;33044;110350;50111;11965;0;0;34562;73967;954394;0;0;0;0;14793;0;125673;1258563;802120;245002;417202;0;396558;8210480;3532;;;5753.19999999993;31753;0;0;1;779054;0;0
2025/09/29 03:50:00;;3017290;445602;1746629;0;325972;3250223;287420;2248832;233714;0;33098;110408;50181;11972;0;0;34572;73967;954841;0;0;0;0;14793;0;125847;1258951;802622;245255;417475;0;396943;8212480;3535;;;5758.89999999993;31778;0;0;1;779337;0;0
2025/09/29 04:00:00;;3018083;445602;1747123;0;326052;3251277;287538;2249500;233841;0;33152;110466;50251;11979;0;0;34582;73967;955288;0;0;0;0;14793;0;126021;1259339;803124;245508;417748;0;397328;8214480;3538;;;5764.59999999993;31803;0;0;1;779620;0;0
2025/09/29 04:10:00;;3018876;445602;1747617;0;326132;3252331;287656;2250168;233968;0;33206;110524;50321;11986;0;0;34592;73967;955735;0;0;0;0;14793;0;126195;1259727;803626;245761;418021;0;397713;8216480;3541;;;5770.29999999993;31828;0;0;1;779903;0;0
2025/09/29 04:20:00;;3019669;445602;1748111;0;326212;3253385;287774;2250836;234095;0;33260;110582;50391;11993;0;0;34602;73967;956182;0;0;0;0;14793;0;126369;1260115;804128;246014;418294;0;398098;8218480;3544;;;5775.99999999993;31853;0;0;1;780186;0;0
2025/09/29 04:30:00;;3020462;445602;1748605;0;326292;3254439;287892;2251504;234222;0;33314;110640;50461;12000;0;0;34612;73967;956629;0;0;0;0;14793;0;126543;1260503;804630;246267;418567;0;398483;8220480;3547;;;5781.69999999993;31878;0;0;1;780469;0;0
2025/09/29 04:40:00;;3021255;445602;1749099;0;326372;3255493;288010;2252172;234349;0;33368;110698;50531;12007;0;0;34622;73967;957076;0;0;0;0;14793;0;126717;1260891;805132;246520;418840;0;398868;8222480;3550;;;5787.39999999993;31903;0;0;1;780752;0;0
2025/09/29 04:50:00;;3022048;445602;1749593;0;326452;3256547;288128;2252840;234476;0;33422;110756;50601;12014;0;0;34632;73967;957523;0;0;0;0;14793;0;126891;1261279;805634;246773;419113;0;399253;8224480;3553;;;5793.09999999993;31928;0;0;1;781035;0;0
2025/09/29 05:00:00;;3022841;445602;1750087;0;326532;3257601;288246;2253508;234603;0;33476;110814;50671;12021;0;0;34642;73967;957970;0;0;0;0;14793;0;127065;1261667;806136;247026;419386;0;399638;8226480;3556;;;5798.79999999993;31953;0;0;1;781318;0;0
2025/09/29 05:10:00;;3023634;445602;1750581;0;326612;3258655;288364;2254176;234730;0;33530;110872;50741;12028;0;0;34652;73967;958417;0;0;0;0;14793;0;127239;1262055;806638;247279;419659;0;400023;8228480;3559;;;5804.49999999993;31978;0;0;1;781601;0;0
2025/09/29 05:20:00;;3024427;445602;1751075;0;326692;3259709;288482;2254844;234857;0;33584;110930;50811;12035;0;0;34662;73967;958864;0;0;0;0;14793;0;127413;1262443;807140;247532;419932;0;400408;8230480;3562;;;5810.19999999993;32003;0;0;1;781884;0;0
2025/09/29 05:30:00;;3025220;445602;1751569;0;326772;3260763;288600;2255512;234984;0;33638;110988;50881;12042;0;0;34672;73967;959311;0;0;0;0;14793;0;127587;1262831;807642;247785;420205;0;400793;8232480;3565;;;5815.89999999993;32028;0;0;1;782167;0;0
2025/09/29 05:40:00;;3026013;445602;1752063;0;326852;3261817;288718;2256180;235111;0;33692;111046;50951;12049;0;0;34682;73967;959758;0;0;0;0;14793;0;127761;1263219;808144;248038;420478;0;401178;8234480;3568;;;5821.59999999993;32053;0;0;1;782450;0;0
2025/09/29 05:50:00;;3026806;445602;1752557;0;326932;3262871;288836;2256848;235238;0;33746;111104;51021;12056;0;0;34692;73967;960205;0;0;0;0;14793;0;127935;1263607;808646;248291;420751;0;401563;8236480;3571;;;5827.29999999993;32078;0;0;1;782733;0;0
2025/09/29 06:00:00;;3027599;445602;1753051;0;327012;3263925;288954;2257516;235365;0;33800;111162;51091;12063;0;0;34702;73967;960652;0;0;0;0;14793;0;128109;1263995;809148;248544;421024;0;401948;8238480;3574;;;5832.99999999993;32103;0;0;1;783016;0;0
2025/09/29 06:10:00;;3028392;445602;1753545;0;327092;3264979;289072;2258184;235492;0;33854;111220;51161;12070;0;0;34712;73967;961099;0;0;0;0;14793;0;128283;1264383;809650;248797;421297;0;402333;8240480;3577;;;5838.69999999993;32128;0;0;1;783299;0;0
2025/09/29 06:20:00;;3029185;445602;1754039;0;327172;3266033;289190;2258852;235619;0;33908;111278;51231;12077;0;0;34722;73967;961546;0;0;0;0;14793;0;128457;1264771;810152;249050;421570;0;402718;8242480;3580;;;5844.39999999993;32153;0;0;1;783582;0;0
2025/09/29 06:30:00;;3029978;445602;1754533;0;327252;3267087;289308;2259520;235746;0;33962;111336;51301;12084;0;0;34732;73967;961993;0;0;0;0;14793;0;128631;1265159;810654;249303;421843;0;403103;8244480;3583;;;5850.09999999993;32178;0;0;1;783865;0;0
2025/09/29 06:40:00;;3030771;445602;1755027;0;327332;3268141;289426;2260188;235873;0;34016;111394;51371;12091;0;0;34742;73967;962440;0;0;0;0;14793;0;128805;1265547;811156;249556;422116;0;403488;8246480;3586;;;5855.79999999993;32203;0;0;1;784148;0;0
2025/09/29 06:50:00;;3031564;445602;1755521;0;327412;3269195;289544;2260856;236000;0;34070;111452;51441;12098;0;0;34752;73967;962887;0;0;0;0;14793;0;128979;1265935;811658;249809;422389;0;403873;8248480;3589;;;5861.49999999993;32228;0;0;1;784431;0;0
2025/09/29 07:00:00;;3032357;445602;1756015;0;327492;3270249;289662;2261524;236127;0;34124;111510;51511;12105;0;0;34762;73967;963334;0;0;0;0;14793;0;129153;1266323;812160;250062;422662;0;404258;8250480;3592;;;5867.19999999993;32253;0;0;1;784714;0;0
2025/09/29 07:10:00;;3033150;445602;1756509;0;327572;3271303;289780;2262192;236254;0;34178;111568;51581;12112;0;0;34772;73967;963781;0;0;0;0;14793;0;129327;1266711;812662;250315;422935;0;404643;8252480;3595;;;5872.89999999993;32278;0;0;1;784997;0;0
2025/09/29 07:20:00;;3033943;445602;1757003;0;327652;3272357;289898;2262860;236381;0;34232;111626;51651;12119;0;0;34782;73967;964228;0;0;0;0;14793;0;129501;1267099;813164;250568;423208;0;405028;8254480;3598;;;5878.59999999993;32303;0;0;1;785280;0;0
2025/09/29 07:30:00;;3034736;445602;1757497;0;327732;3273411;290016;2263528;236508;0;34286;111684;51721;12126;0;0;34792;73967;964675;0;0;0;0;14793;0;129675;1267487;813666;250821;423481;0;405413;8256480;3601;;;5884.29999999993;32328;0;0;1;785563;0;0
2025/09/29 07:40:00;;3035529;445602;1757991;0;327812;3274465;290134;2264196;236635;0;34340;111742;51791;12133;0;0;34802;73967;965122;0;0;0;0;14793;0;129849;1267875;814168;251074;423754;0;405798;8258480;3604;;;5889.99999999993;32353;0;0;1;785846;0;0
2025/09/29 07:50:00;;3036322;445602;1758485;0;327892;3275519;290252;2264864;236762;0;34394;111800;51861;12140;0;0;34812;73967;965569;0;0;0;0;14793;0;130023;1268263;814670;251327;424027;0;406183;8260480;3607;;;5895.69999999993;32378;0;0;1;786129;0;0
2025/09/29 08:00:00;;3037115;445602;1758979;0;327972;3276573;290370;2265532;236889;0;34448;111858;51931;12147;0;0;34822;73967;966016;0;0;0;0;14793;0;130197;1268651;815172;251580;424300;0;406568;8262480;3610;;;5901.39999999993;32403;0;0;1;786412;0;0
2025/09/29 08:10:00;;3037908;445602;1759473;0;328052;3277627;290488;2266200;237016;0;34502;111916;52001;12154;0;0;34832;73967;966463;0;0;0;0;14793;0;130371;1269039;815674;251833;424573;0;406953;8264480;3613;;;5907.09999999993;32428;0;0;1;786695;0;0
2025/09/29 08:20:00;;3038701;445602;1759967;0;328132;3278681;290606;2266868;237143;0;34556;111974;52071;12161;0;0;34842;73967;966910;0;0;0;0;14793;0;130545;1269427;816176;252086;424846;0;407338;8266480;3616;;;5912.79999999993;32453;0;0;1;786978;0;0
2025/09/29 08:30:00;;3039494;445602;1760461;0;328212;3279735;290724;2267536;237270;0;34610;112032;52141;12168;0;0;34852;73967;967357;0;0;0;0;14793;0;130719;1269815;816678;252339;425119;0;407723;8268480;3619;;;5918.49999999993;32478;0;0;1;787261;0;0
2025/09/29 08:40:00;;3040287;445602;1760955;0;328292;3280789;290842;2268204;237397;0;34664;112090;52211;12175;0;0;34862;73967;967804;0;0;0;0;14793;0;130893;1270203;817180;252592;425392;0;408108;8270480;3622;;;5924.19999999993;32503;0;0;1;787544;0;0
2025/09/29 08:50:00;;3041080;445602;1761449;0;328372;3281843;290960;2268872;237524;0;34718;112148;52281;12182;0;0;34872;73967;968251;0;0;0;0;14793;0;131067;1270591;817682;252845;425665;0;408493;8272480;3625;;;5929.89999999993;32528;0;0;1;787827;0;0
2025/09/29 09:00:00;;3041873;445602;1761943;0;328452;3282897;291078;2269540;237651;0;34772;112206;52351;12189;0;0;34882;73967;968698;0;0;0;0;14793;0;131241;1270979;818184;253098;425938;0;408878;8274480;3628;;;5935.59999999993;32553;0;0;1;788110;0;0
2025/09/29 09:10:00;;3042666;445602;1762437;0;328532;3283951;291196;2270208;237778;0;34826;112264;52421;12196;0;0;34892;73967;969145;0;0;0;0;14793;0;131415;1271367;818686;253351;426211;0;409263;8276480;3631;;;5941.29999999993;32578;0;0;1;788393;0;0
2025/09/29 09:20:00;;3043459;445602;1762931;0;328612;3285005;291314;2270876;237905;0;34880;112322;52491;12203;0;0;34902;73967;969592;0;0;0;0;14793;0;131589;1271755;819188;253604;426484;0;409648;8278480;3634;;;5946.99999999993;32603;0;0;1;788676;0;0
2025/09/29 09:30:00;;3044252;445602;1763425;0;328692;3286059;291432;2271544;238032;0;34934;112380;52561;12210;0;0;34912;73967;970039;0;0;0;0;14793;0;131763;1272143;819690;253857;426757;0;410033;8280480;3637;;;5952.69999999993;32628;0;0;1;788959;0;0
2025/09/29 09:40:00;;3045045;445602;1763919;0;328772;3287113;291550;2272212;238159;0;34988;112438;52631;12217;0;0;34922;73967;970486;0;0;0;0;14793;0;131937;1272531;820192;254110;427030;0;410418;8282480;3640;;;5958.39999999993;32653;0;0;1;789242;0;0
2025/09/29 09:50:00;;3045838;445602;1764413;0;328852;3288167;291668;2272880;238286;0;35042;112496;52701;12224;0;0;34932;73967;970933;0;0;0;0;14793;0;132111;1272919;820694;254363;427303;0;410803;8284480;3643;;;5964.09999999993;32678;0;0;1;789525;0;0
2025/09/29 10:00:00;;3046631;445602;1764907;0;328932;3289221;291786;2273548;238413;0;35096;112554;52771;12231;0;0;34942;73967;971380;0;0;0;0;14793;0;132285;1273307;821196;254616;427576;0;411188;8286480;3646;;;5969.79999999993;32703;0;0;1;789808;0;0
2025/09/29 10:10:00;;3047424;445602;1765401;0;329012;3290275;291904;2274216;238540;0;35150;112612;52841;12238;0;0;34952;73967;971827;0;0;0;0;14793;0;132459;1273695;821698;254869;427849;0;411573;8288480;3649;;;5975.49999999992;32728;0;0;1;790091;0;0
2025/09/29 10:20:00;;3048217;445602;1765895;0;329092;3291329;292022;2274884;238667;0;35204;112670;52911;12245;0;0;34962;73967;972274;0;0;0;0;14793;0;132633;1274083;822200;255122;428122;0;411958;8290480;3652;;;5981.19999999992;32753;0;0;1;790374;0;0
2025/09/29 10:30:00;;3049010;445602;1766389;0;329172;3292383;292140;2275552;238794;0;35258;112728;52981;12252;0;0;34972;73967;972721;0;0;0;0;14793;0;132807;1274471;822702;255375;428395;0;412343;8292480;3655;;;5986.89999999992;32778;0;0;1;790657;0;0
2025/09/29 10:40:00;;3049803;445602;1766883;0;329252;3293437;292258;2276220;238921;0;35312;112786;53051;12259;0;0;34982;73967;973168;0;0;0;0;14793;0;132981;1274859;823204;255628;428668;0;412728;8294480;3658;;;5992.59999999992;32803;0;0;1;790940;0;0
2025/09/29 10:50:00;;3050596;445602;1767377;0;329332;3294491;292376;2276888;239048;0;35366;112844;53121;12266;0;0;34992;73967;973615;0;0;0;0;14793;0;133155;1275247;823706;255881;428941;0;413113;8296480;3661;;;5998.29999999992;32828;0;0;1;791223;0;0
2025/09/29 11:00:00;;3051389;445602;1767871;0;329412;3295545;292494;2277556;239175;0;35420;112902;53191;12273;0;0;35002;73967;974062;0;0;0;0;14793;0;133329;1275635;824208;256134;429214;0;413498;8298480;3664;;;6003.99999999992;32853;0;0;1;791506;0;0
2025/09/29 11:10:00;;3052182;445602;1768365;0;329492;3296599;292612;2278224;239302;0;35474;112960;53261;12280;0;0;35012;73967;974509;0;0;0;0;14793;0;133503;1276023;824710;256387;429487;0;413883;8300480;3667;;;6009.69999999992;32878;0;0;1;791789;0;0
2025/09/29 11:20:00;;3052975;445602;1768859;0;329572;3297653;292730;2278892;239429;0;35528;113018;53331;12287;0;0;35022;73967;974956;0;0;0;0;14793;0;133677;1276411;825212;256640;429760;0;414268;8302480;3670;;;6015.39999999992;32903;0;0;1;792072;0;0
2025/09/29 11:30:00;;3053768;445602;1769353;0;329652;3298707;292848;2279560;239556;0;35582;113076;53401;12294;0;0;35032;73967;975403;0;0;0;0;14793;0;133851;1276799;825714;256893;430033;0;414653;8304480;3673;;;6021.09999999992;32928;0;0;1;792355;0;0
2025/09/29 11:40:00;;3054561;445602;1769847;0;329732;3299761;292966;2280228;239683;0;35636;113134;53471;12301;0;0;35042;73967;975850;0;0;0;0;14793;0;134025;1277187;826216;257146;430306;0;415038;8306480;3676;;;6026.79999999992;32953;0;0;1;792638;0;0
2025/09/29 11:50:00;;3055354;445602;1770341;0;329812;3300815;293084;2280896;239810;0;35690;113192;53541;12308;0;0;35052;73967;976297;0;0;0;0;14793;0;134199;1277575;826718;257399;430579;0;415423;8308480;3679;;;6032.49999999992;32978;0;0;1;792921;0;0
2025/09/29 12:00:00;;3056147;445602;1770835;0;329892;3301869;293202;2281564;239937;0;35744;113250;53611;12315;0;0;35062;73967;976744;0;0;0;0;14793;0;134373;1277963;827220;257652;430852;0;415808;8310480;3682;;;6038.19999999992;33003;0;0;1;793204;0;0
2025/09/29 12:10:00;;3056940;445602;1771329;0;329972;3302923;293320;2282232;240064;0;35798;113308;53681;12322;0;0;35072;73967;977191;0;0;0;0;14793;0;134547;1278351;827722;257905;431125;0;416193;8312480;3685;;;6043.89999999992;33028;0;0;1;793487;0;0
2025/09/29 12:20:00;;3057733;445602;1771823;0;330052;3303977;293438;2282900;240191;0;35852;113366;53751;12329;0;0;35082;73967;977638;0;0;0;0;14793;0;134721;1278739;828224;258158;431398;0;416578;8314480;3688;;;6049.59999999992;33053;0;0;1;793770;0;0
2025/09/29 12:30:00;;3058526;445602;1772317;0;330132;3305031;293556;2283568;240318;0;35906;113424;53821;12336;0;0;35092;73967;978085;0;0;0;0;14793;0;134895;1279127;828726;258411;431671;0;416963;8316480;3691;;;6055.29999999992;33078;0;0;1;794053;0;0
2025/09/29 12:40:00;;3059319;445602;1772811;0;330212;3306085;293674;2284236;240445;0;35960;113482;53891;12343;0;0;35102;73967;978532;0;0;0;0;14793;0;135069;1279515;829228;258664;431944;0;417348;8318480;3694;;;6060.99999999992;33103;0;0;1;794336;0;0
2025/09/29 12:50:00;;3060112;445602;1773305;0;330292;3307139;293792;2284904;240572;0;36014;113540;53961;12350;0;0;35112;73967;978979;0;0;0;0;14793;0;135243;1279903;829730;258917;432217;0;417733;8320480;3697;;;6066.69999999992;33128;0;0;1;794619;0;0
2025/09/29 13:00:00;;3060905;445602;1773799;0;330372;3308193;293910;2285572;240699;0;36068;113598;54031;12357;0;0;35122;73967;979426;0;0;0;0;14793;0;135417;1280291;830232;259170;432490;0;418118;8322480;3700;;;6072.39999999992;33153;0;0;1;794902;0;0
2025/09/29 13:10:00;;3061698;445602;1774293;0;330452;3309247;294028;2286240;240826;0;36122;113656;54101;12364;0;0;35132;73967;979873;0;0;0;0;14793;0;135591;1280679;830734;259423;432763;0;418503;8324480;3703;;;6078.09999999992;33178;0;0;1;795185;0;0
2025/09/29 13:20:00;;3062491;445602;1774787;0;330532;3310301;294146;2286908;240953;0;36176;113714;54171;12371;0;0;35142;73967;980320;0;0;0;0;14793;0;135765;1281067;831236;259676;433036;0;418888;8326480;3706;;;6083.79999999992;33203;0;0;1;795468;0;0
2025/09/29 13:30:00;;3063284;445602;1775281;0;330612;3311355;294264;2287576;241080;0;36230;113772;54241;12378;0;0;35152;73967;980767;0;0;0;0;14793;0;135939;1281455;831738;259929;433309;0;419273;8328480;3709;;;6089.49999999992;33228;0;0;1;795751;0;0
2025/09/29 13:40:00;;3064077;445602;1775775;0;330692;3312409;294382;2288244;241207;0;36284;113830;54311;12385;0;0;35162;73967;981214;0;0;0;0;14793;0;136113;1281843;832240;260182;433582;0;419658;8330480;3712;;;6095.19999999992;33253;0;0;1;796034;0;0
2025/09/29 13:50:00;;3064870;445602;1776269;0;330772;3313463;294500;2288912;241334;0;36338;113888;54381;12392;0;0;35172;73967;981661;0;0;0;0;14793;0;136287;1282231;832742;260435;433855;0;420043;8332480;3715;;;6100.89999999992;33278;0;0;1;796317;0;0
2025/09/29 14:00:00;;3065663;445602;1776763;0;330852;3314517;294618;2289580;241461;0;36392;113946;54451;12399;0;0;35182;73967;982108;0;0;0;0;14793;0;136461;1282619;833244;260688;434128;0;420428;8334480;3718;;;6106.59999999992;33303;0;0;1;796600;0;0
