PANEL;PANEL TG2 N1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Element ID;modbus:1_mb_WHr_I;zigbee:1_zd_WHr_I;zigbee:3_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:9_zd_WHr_I;zigbee:10_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:63_zd_WHr_I;zigbee:65_zd_WHr_I;zigbee:67_zd_WHr_I;zigbee:68_zd_WHr_I;zigbee:69_zd_WHr_I;zigbee:71_zd_WHr_I;zigbee:73_zd_WHr_I;zigbee:66_zd_WHr_I;zigbee:21_zd_WHr_I;modbus:1_mb_VARHr_I;modbus:1_mb_VARHr_O;zigbee:73_zd_VARHr_I;zigbee:73_zd_VARHr_O;zigbee:71_zd_VARHr_I;zigbee:71_zd_VARHr_O;zigbee:10_zd_VARHr_I;zigbee:10_zd_VARHr_O;zigbee:34_zd_VARHr_I;zigbee:34_zd_VARHr_O
Device Name;TG2- MEDICION GENERAL;LOCAL 113 MINISO;LOCAL  109;LOCAL 111 MINISO;LOCAL 118 SUNTIME;LOCAL 205 ARGENPER;LOCAL 114 TOPI TOP;LOCAL 123 ADIDAS;LOCAL 125 ADIDAS;LOCAL 124 ADIDAS;LOCAL 112 MINISO;LOCAL 116 LA EMPAPADA;LOCAL 117;LOCAL 115 LA EMPAPADA;LOCAL 110 PORTEÃ‘OS;LOCAL 107;LOCAL 120 SUNTIME;LOCAL 119 SUNTIME;LOCAL 104 ALMACEN SERMITECH;LOCAL 102 COOLBOX;LOCAL 210 CASA IDEAS;LOCAL 211 CASA IDEAS;LOCAL 209 CASA IDEAS;RESERVA EQUIPADA LCN30;LOCAL 126;LOCAL 204;LOCAL 103 BE SIFRAH;LOCAL 121 ISADORA;LOCAL 122 TODO MODA;LOCAL 106 CALIMOD;LOCAL 105 AZALEIA;RESERVA EQUIPADA LCN25;LOCAL 212 CASA IDEAS;LOCAL 206 DOLLARCITY;LOCAL 108 MAYLIN;TG2- MEDICION GENERAL;TG2- MEDICION GENERAL;LOCAL 212 CASA IDEAS;LOCAL 212 CASA IDEAS;RESERVA EQUIPADA LCN25;RESERVA EQUIPADA LCN25;LOCAL 114 TOPI TOP;LOCAL 114 TOPI TOP;LOCAL 201;LOCAL 201
Device Type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PM5560;PM5560;A9MEM1580;A9MEM1580;A9MEM1580;A9MEM1580;A9MEM1580;A9MEM1580;A9MEM1580;A9MEM1580
Measurement Type;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Reactive Energy;Total Received Reactive Energy;Total Delivered Reactive Energy;Total Received Reactive Energy;Total Delivered Reactive Energy;Total Received Reactive Energy;Total Delivered Reactive Energy;Total Received Reactive Energy;Total Delivered Reactive Energy;Total Received Reactive Energy
Measurement Unit;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;VArh;VArh;VArh;VArh;VArh;VArh;VArh;VArh;VArh;VArh
2025/09/01 00:00:00;;679703;280613;49929;0;70524;100926;88526;124732;2414;0;0;0;263;0;0;0;0;31308;218892;0;0;0;0;0;0;2226;228039;31479;0;0;0;0;3340048;0;;;0;0;0;0;1;4179;0;0
2025/09/01 00:10:00;;679910;280676;49935;0;70524;100949;88526;124789;551;0;0;0;263;0;0;0;0;31325;218989;0;0;0;0;0;0;2226;228054;31484;0;0;0;0;3340437;0;;;0;0;0;0;1;4179;0;0
2025/09/01 00:20:00;;680117;280740;49941;0;70524;100980;88526;124847;551;0;0;0;263;0;0;0;0;31343;219085;0;0;0;0;0;0;2226;228069;31489;0;0;0;0;3340904;0;;;0;0;0;0;1;4179;0;0
2025/09/01 00:30:00;;680323;280805;49947;0;70524;101003;88526;124904;551;0;0;0;263;0;0;0;0;31360;219181;0;0;0;0;0;0;2226;228084;31494;0;0;0;0;3341251;0;;;0;0;0;0;1;4179;0;0
2025/09/01 00:40:00;;680531;280869;49953;0;70524;101026;88526;124961;551;0;0;0;263;0;0;0;0;31378;219278;0;0;0;0;0;0;2226;228099;31499;0;0;0;0;3341617;0;;;0;0;0;0;1;4179;0;0
2025/09/01 00:50:00;;680737;280928;49959;0;70524;101056;88526;125018;551;0;0;0;263;0;0;0;0;31395;219374;0;0;0;0;0;0;2226;228114;31503;0;0;0;0;3342108;0;;;0;0;0;0;1;4179;0;0
2025/09/01 01:00:00;;680944;280985;49965;0;70524;101079;88526;125075;551;0;0;0;263;0;0;0;0;31413;219470;0;0;0;0;0;0;2226;228129;31508;0;0;0;0;3342456;0;;;0;0;0;0;1;4179;0;0
2025/09/01 01:10:00;;681151;281043;49971;0;70524;101102;88526;125132;551;0;0;0;263;0;0;0;0;31430;219567;0;0;0;0;0;0;2226;228144;31513;0;0;0;0;3342791;0;;;0;0;0;0;1;4179;0;0
2025/09/01 01:20:00;;681358;281099;49977;0;70524;101133;88526;125189;551;0;0;0;263;0;0;0;0;31447;219663;0;0;0;0;0;0;2226;228159;31518;0;0;0;0;3343222;0;;;0;0;0;0;1;4179;0;0
2025/09/01 01:30:00;;681565;281156;49983;0;70524;101156;88526;125246;551;0;0;0;263;0;0;0;0;31465;219759;0;0;0;0;0;0;2226;228173;31523;0;0;0;0;3343558;0;;;0;0;0;0;1;4179;0;0
2025/09/01 01:40:00;;681773;281215;49989;0;70524;101179;88526;125304;551;0;0;0;263;0;0;0;0;31482;219856;0;0;0;0;0;0;2226;228188;31527;0;0;0;0;3343904;0;;;0;0;0;0;1;4179;0;0
2025/09/01 01:50:00;;681981;281271;49995;0;70524;101209;88526;125361;551;0;0;0;263;0;0;0;0;31500;219952;0;0;0;0;0;0;2226;228203;31532;0;0;0;0;3344340;0;;;0;0;0;0;1;4179;0;0
2025/09/01 02:00:00;;682189;281327;50001;0;70524;101232;88526;125418;551;0;0;0;263;0;0;0;0;31517;220048;0;0;0;0;0;0;2226;228218;31537;0;0;0;0;3344684;0;;;0;0;0;0;1;4179;0;0
2025/09/01 02:10:00;;682397;281383;50007;0;70524;101255;88526;125475;551;0;0;0;263;0;0;0;0;31535;220145;0;0;0;0;0;0;2226;228233;31542;0;0;0;0;3345140;0;;;0;0;0;0;1;4179;0;0
2025/09/01 02:20:00;;682605;281439;50013;0;70524;101286;88526;125532;551;0;0;0;263;0;0;0;0;31552;220242;0;0;0;0;0;0;2226;228248;31547;0;0;0;0;3345811;0;;;0;0;0;0;1;4179;0;0
2025/09/01 02:30:00;;682813;281495;50019;0;70524;101309;88526;125582;551;0;0;0;263;0;0;0;0;31570;220338;0;0;0;0;0;0;2226;228263;31552;0;0;0;0;3346329;0;;;0;0;0;0;1;4179;0;0
2025/09/01 02:40:00;;683022;281550;50025;0;70524;101333;88526;125646;551;0;0;0;263;0;0;0;0;31587;220435;0;0;0;0;0;0;2226;228278;31557;0;0;0;0;3346821;0;;;0;0;0;0;1;4179;0;0
2025/09/01 02:50:00;;683230;281606;50031;0;70524;101348;88526;125696;551;0;0;0;263;0;0;0;0;31606;220531;0;0;0;0;0;0;2226;228293;31562;0;0;0;0;3347511;0;;;0;0;0;0;1;4179;0;0
2025/09/01 03:00:00;;683438;281664;50037;0;70524;101387;88526;125760;551;0;0;0;263;0;0;0;0;31625;220628;0;0;0;0;0;0;2226;228309;31567;0;0;0;0;3348019;0;;;0;0;0;0;1;4179;0;0
2025/09/01 03:10:00;;683646;281719;50043;0;70524;101410;88526;125816;551;0;0;0;263;0;0;0;0;31643;220710;0;0;0;0;0;0;2226;228324;31572;0;0;0;0;3348447;0;;;0;0;0;0;1;4179;0;0
2025/09/01 03:20:00;;683855;281774;50049;0;70524;101441;88526;125873;551;0;0;0;263;0;0;0;0;31661;220767;0;0;0;0;0;0;2226;228339;31577;0;0;0;0;3348983;0;;;0;0;0;0;1;4179;0;0
2025/09/01 03:30:00;;684063;281831;50055;0;70524;101465;88526;125930;551;0;0;0;263;0;0;0;0;31678;220823;0;0;0;0;0;0;2226;228354;31583;0;0;0;0;3349359;0;;;0;0;0;0;1;4179;0;0
2025/09/01 03:40:00;;684272;281888;50061;0;70524;101488;88526;125986;551;0;0;0;263;0;0;0;0;31696;220880;0;0;0;0;0;0;2226;228369;31588;0;0;0;0;3349741;0;;;0;0;0;0;1;4179;0;0
2025/09/01 03:50:00;;684480;281946;50067;0;70524;101520;88526;126043;551;0;0;0;263;0;0;0;0;31713;220937;0;0;0;0;0;0;2226;228384;31593;0;0;0;0;3350237;0;;;0;0;0;0;1;4179;0;0
2025/09/01 04:00:00;;684687;282003;50073;0;70524;101544;88526;126092;551;0;0;0;263;0;0;0;0;31731;220994;0;0;0;0;0;0;2226;228400;31599;0;0;0;0;3350627;0;;;0;0;0;0;1;4179;0;0
2025/09/01 04:10:00;;684784;282060;50079;0;70524;101567;88526;126156;551;0;0;0;263;0;0;0;0;31749;221050;0;0;0;0;0;0;2226;228415;31605;0;0;0;0;3350942;0;;;0;0;0;0;1;4179;0;0
2025/09/01 04:20:00;;684830;282117;50086;0;70524;101599;88526;126212;551;0;0;0;263;0;0;0;0;31766;221107;0;0;0;0;0;0;2226;228430;31611;0;0;0;0;3351261;0;;;0;0;0;0;1;4179;0;0
2025/09/01 04:30:00;;684877;282174;50092;0;70524;101615;88526;126269;551;0;0;0;263;0;0;0;0;31784;221163;0;0;0;0;0;0;2226;228446;31617;0;0;0;0;3351510;0;;;0;0;0;0;1;4179;0;0
2025/09/01 04:40:00;;684924;282230;50098;0;70524;101639;88526;126325;551;0;0;0;263;0;0;0;0;31803;221220;0;0;0;0;0;0;2226;228461;31623;0;0;0;0;3351750;0;;;0;0;0;0;1;4179;0;0
2025/09/01 04:50:00;;684970;282286;50104;0;70524;101678;88526;126381;551;0;0;0;263;0;0;0;0;31822;221276;0;0;0;0;0;0;2226;228476;31628;0;0;0;0;3352049;0;;;0;0;0;0;1;4179;0;0
2025/09/01 05:00:00;;685016;282341;50110;0;70524;101701;88526;126437;551;0;0;0;263;0;0;0;0;31841;221333;0;0;0;0;0;0;2226;228491;31633;0;0;0;0;3352262;0;;;0;0;0;0;1;4179;0;0
2025/09/01 05:10:00;;685063;282399;50116;0;70524;101724;88526;126493;551;0;0;0;263;0;0;0;0;31860;221390;0;0;0;0;0;0;2226;228506;31638;0;0;0;0;3352442;0;;;0;0;0;0;1;4179;0;0
2025/09/01 05:20:00;;685110;282461;50122;0;70524;101755;88526;126535;551;0;0;0;263;0;0;0;0;31878;221447;0;0;0;0;0;0;2226;228521;31644;0;0;0;0;3352704;0;;;0;0;0;0;1;4179;0;0
2025/09/01 05:30:00;;685159;282519;50128;0;70524;101779;88526;126605;551;0;0;0;263;0;0;0;0;31897;221504;0;0;0;0;0;0;2226;228536;31649;0;0;0;0;3352922;0;;;0;0;0;0;1;4179;0;0
2025/09/01 05:40:00;;685205;282576;50134;0;70524;101802;88526;126661;551;0;0;0;263;0;0;0;0;31916;221560;0;0;0;0;0;0;2226;228552;31654;0;0;0;0;3353141;0;;;0;0;0;0;1;4179;0;0
2025/09/01 05:50:00;;685252;282633;50140;0;70524;101833;88526;126717;551;0;0;0;263;0;0;0;0;31935;221617;0;0;0;0;0;0;2226;228567;31659;0;0;0;0;3353449;0;;;0;0;0;0;1;4179;0;0
2025/09/01 06:00:00;;685299;282690;50146;0;70524;101856;88526;126773;551;0;0;0;263;0;0;0;0;31954;221674;0;0;0;0;0;0;2226;228582;31664;0;0;0;0;3353670;0;;;0;0;0;0;1;4179;0;0
2025/09/01 06:10:00;;685345;282748;50152;0;70524;101880;88526;126829;551;0;0;0;263;0;0;0;0;31972;221730;0;0;0;0;0;0;2226;228597;31669;0;0;0;0;3353910;0;;;0;0;0;0;1;4179;0;0
2025/09/01 06:20:00;;685386;282806;50158;0;70524;101903;88526;126884;551;0;0;0;263;0;0;0;0;31991;221787;0;0;0;0;0;0;2226;228612;31673;0;0;0;0;3354223;0;;;0;0;0;0;1;4179;0;0
2025/09/01 06:30:00;;685438;282863;50164;0;70524;101934;88526;126940;551;0;0;0;263;0;0;0;0;32009;221843;0;0;0;0;0;0;2226;228627;31678;0;0;0;0;3354467;0;;;0;0;0;0;1;4179;0;0
2025/09/01 06:40:00;;685485;282920;50170;0;70524;101957;88526;126996;551;0;0;0;263;0;0;0;0;32027;221900;0;0;0;0;0;0;2226;228642;31683;0;0;0;0;3354688;0;;;0;0;0;0;1;4179;0;0
2025/09/01 06:50:00;;685531;282976;50176;0;70524;101988;88526;127051;551;0;0;0;263;0;0;0;0;32045;221956;0;0;0;0;0;0;2226;228657;31688;0;0;0;0;3354962;0;;;0;0;0;0;1;4179;0;0
2025/09/01 07:00:00;;685577;283033;50182;0;70524;102012;88526;127107;551;0;0;0;263;0;0;0;0;32063;222013;0;0;0;0;0;0;2226;228672;31693;0;0;0;0;3355191;0;;;0;0;0;0;1;4179;0;0
2025/09/01 07:10:00;;685624;283089;50188;0;70524;102035;88526;127163;551;0;0;0;263;0;0;0;0;32081;222070;0;0;0;0;0;0;2226;228687;31698;0;0;0;0;3355434;0;;;0;0;0;0;1;4179;0;0
2025/09/01 07:20:00;;685670;283146;50194;0;70524;102066;88526;127218;551;0;0;0;263;0;0;0;0;32099;222126;0;0;0;0;0;0;2226;228702;31703;0;0;0;0;3355784;0;;;0;0;0;0;1;4179;0;0
2025/09/01 07:30:00;;685717;283205;50200;0;70524;102090;88526;127274;551;0;0;0;263;0;0;0;0;32117;222183;0;0;0;0;0;0;2226;228717;31708;0;0;0;0;3356051;0;;;0;0;0;0;1;4179;0;0
2025/09/01 07:40:00;;685763;283262;50206;0;70524;102105;88526;127330;551;0;0;0;263;0;0;0;0;32135;222239;0;0;0;0;0;0;2226;228733;31713;0;0;0;0;3356303;0;;;0;0;0;0;1;4179;0;0
2025/09/01 07:50:00;;685810;283320;50212;0;70524;102144;88526;127385;551;0;0;0;263;0;0;0;0;32153;222296;0;0;0;0;0;0;2226;228748;31718;0;0;0;0;3356667;0;;;0;0;0;0;1;4179;0;0
2025/09/01 08:00:00;;685856;283379;50218;0;70524;102167;88526;127441;551;0;0;0;263;0;0;0;0;32171;222353;0;0;0;0;0;0;2226;228763;31722;0;0;0;0;3356921;0;;;0;0;0;0;1;4179;0;0
2025/09/01 08:10:00;;685903;283436;50224;0;70524;102191;88526;127496;551;0;0;0;263;0;0;0;0;32189;222409;0;0;0;0;0;0;2226;228778;31727;0;0;0;0;3357186;0;;;0;0;0;0;1;4179;0;0
2025/09/01 08:20:00;;685950;283494;50230;0;70524;102222;88526;127552;551;0;0;0;263;0;0;0;0;32207;222466;0;0;0;0;0;0;2226;228793;31732;0;0;0;0;3357528;0;;;0;0;0;0;1;4179;0;0
2025/09/01 08:30:00;;685996;283553;50236;0;70524;102245;88526;127607;551;0;0;0;263;0;0;0;0;32225;222523;0;0;0;0;0;0;2226;228808;31737;0;0;0;0;3357763;0;;;0;0;0;0;1;4179;0;0
2025/09/01 08:40:00;;686042;283610;50242;0;70524;102269;88526;127662;551;0;0;0;263;0;0;0;0;32243;222579;0;0;0;0;0;0;2226;228823;31742;0;0;0;0;3357995;0;;;0;0;0;0;1;4179;0;0
2025/09/01 08:50:00;;686089;283668;50248;0;70524;102300;88526;127710;551;0;0;0;263;0;0;0;0;32261;222636;0;0;0;0;0;0;2226;228838;31747;0;0;0;0;3358282;0;;;0;0;0;0;1;4179;0;0
2025/09/01 09:00:00;;686135;283726;50254;0;70524;102323;88526;127773;551;0;0;0;263;0;0;0;0;32279;222692;0;0;0;0;0;0;2226;228853;31752;0;0;0;0;3358519;0;;;0;0;0;0;1;4179;0;0
2025/09/01 09:10:00;;686182;283783;50260;0;70524;102347;88526;127828;551;0;0;0;263;0;0;0;0;32297;222749;0;0;0;0;0;0;2226;228869;31757;0;0;0;0;3358750;0;;;0;0;0;0;1;4179;0;0
2025/09/01 09:20:00;;686228;283843;50266;0;70524;102378;88526;127883;551;0;0;0;263;0;0;0;0;32315;222806;0;0;0;0;0;0;2226;228884;31762;0;0;0;0;3359028;0;;;0;0;0;0;1;4179;0;0
2025/09/01 09:30:00;;686275;283902;50272;0;70524;102401;88526;127938;551;0;0;0;263;0;0;0;0;32333;222862;0;0;0;0;0;0;2226;228899;31767;0;0;0;0;3359256;0;;;0;0;0;0;1;4179;0;0
2025/09/01 09:40:00;;686321;283959;50278;0;70524;102424;88526;127992;551;0;0;0;263;0;0;0;0;32351;222919;0;0;0;0;0;0;2226;228914;31771;0;0;0;0;3359454;0;;;0;0;0;0;1;4179;0;0
2025/09/01 09:50:00;;686367;284016;50284;0;70524;102455;88526;128040;551;0;0;0;263;0;0;0;0;32369;222975;0;0;0;0;0;0;2226;228929;31776;0;0;0;0;3359743;0;;;0;0;0;0;1;4179;0;0
2025/09/01 10:00:00;;686414;284073;50290;0;70524;102479;88526;128102;551;0;0;0;263;0;0;0;0;32387;223032;0;0;0;0;0;0;2226;228944;31781;0;0;0;0;3359955;0;;;0;0;0;0;1;4179;0;0
2025/09/01 10:10:00;;686460;284130;50296;0;70524;102502;88526;128157;551;0;0;0;263;0;0;0;0;32405;223089;0;0;0;0;0;0;2226;228959;31786;0;0;0;0;3360164;0;;;0;0;0;0;1;4179;0;0
2025/09/01 10:20:00;;686507;284188;50302;0;70524;102533;88526;128211;551;0;0;0;263;0;0;0;0;32423;223145;0;0;0;0;0;0;2226;228974;31791;0;0;0;0;3360454;0;;;0;0;0;0;1;4179;0;0
2025/09/01 10:30:00;;686553;284245;50308;0;70524;102556;88526;128266;551;0;0;0;263;0;0;0;0;32441;223202;0;0;0;0;0;0;2226;228989;31796;0;0;0;0;3360657;0;;;0;0;0;0;1;4179;0;0
2025/09/01 10:40:00;;686599;284307;50314;0;70524;102579;88526;128320;551;0;0;0;263;0;0;0;0;32458;223258;0;0;0;0;0;0;2226;229004;31800;0;0;0;0;3360896;0;;;0;0;0;0;1;4179;0;0
2025/09/01 10:50:00;;686646;284370;50320;0;70524;102610;88526;128375;551;0;0;0;263;0;0;0;0;32476;223315;0;0;0;0;0;0;2226;229019;31805;0;0;0;0;3361200;0;;;0;0;0;0;1;4179;0;0
2025/09/01 11:00:00;;686692;284427;50326;0;70524;102633;88526;128429;551;0;0;0;263;0;0;0;0;32493;223371;0;0;0;0;0;0;2226;229034;31810;0;0;0;0;3361427;0;;;0;0;0;0;1;4179;0;0
2025/09/01 11:10:00;;686738;284484;50332;0;70524;102649;88526;128483;551;0;0;0;263;0;0;0;0;32511;223427;0;0;0;0;0;0;2226;229049;31815;0;0;0;0;3361662;0;;;0;0;0;0;1;4179;0;0
2025/09/01 11:20:00;;686785;284542;50338;0;70524;102687;88526;128537;551;0;0;0;263;0;0;0;0;32528;223483;0;0;0;0;0;0;2226;229064;31819;0;0;0;0;3361955;0;;;0;0;0;0;1;4179;0;0
2025/09/01 11:30:00;;686831;284598;50344;0;70524;102709;88526;128591;551;0;0;0;263;0;0;0;0;32546;223539;0;0;0;0;0;0;2226;229078;31824;0;0;0;0;3362195;0;;;0;0;0;0;1;4179;0;0
2025/09/01 11:40:00;;686877;284653;50350;0;70524;102732;88526;128645;551;0;0;0;263;0;0;0;0;32564;223595;0;0;0;0;0;0;2226;229093;31828;0;0;0;0;3362421;0;;;0;0;0;0;1;4179;0;0
2025/09/01 11:50:00;;686923;284708;50356;0;70524;102755;88526;128700;551;0;0;0;263;0;0;0;0;32582;223652;0;0;0;0;0;0;2226;229108;31833;0;0;0;0;3362723;0;;;0;0;0;0;1;4179;0;0
2025/09/01 12:00:00;;686970;284764;50362;0;70524;102779;88526;128754;551;0;0;0;263;0;0;0;0;32599;223708;0;0;0;0;0;0;2226;229123;31838;0;0;0;0;3362968;0;;;0;0;0;0;1;4179;0;0
2025/09/01 12:10:00;;687016;284818;50368;0;70524;102809;88526;128808;551;0;0;0;263;0;0;0;0;32617;223765;0;0;0;0;0;0;2226;229138;31843;0;0;0;0;3363445;0;;;0;0;0;0;1;4179;0;0
2025/09/01 12:20:00;;687063;284873;50374;0;70524;102840;88526;128863;551;0;0;0;263;0;0;0;0;32635;223821;0;0;0;0;0;0;2226;229153;31848;0;0;0;0;3364009;0;;;0;0;0;0;1;4179;0;0
2025/09/01 12:30:00;;687109;284928;50380;0;70524;102864;88526;128917;551;0;0;0;263;0;0;0;0;32653;223878;0;0;0;0;0;0;2226;229169;31853;0;0;0;0;3364409;0;;;0;0;0;0;1;4179;0;0
2025/09/01 12:40:00;;687155;284982;50386;0;70529;102887;88526;129022;551;0;0;0;263;0;0;0;0;32670;223935;0;0;0;0;0;0;2226;229184;31858;0;0;0;0;3364831;0;;;0;0;0;0;1;4179;0;0
2025/09/01 12:50:00;;687202;285037;50392;0;70581;102910;88526;129830;551;0;0;0;263;0;0;0;0;32689;223991;0;0;0;0;0;0;2226;229198;31862;0;0;0;0;3365419;0;;;0;0;0;0;1;4179;0;0
2025/09/01 13:00:00;;687248;285092;50398;0;70632;102940;88526;130628;551;0;0;0;263;0;0;0;0;32707;224047;0;0;0;0;0;0;2226;229213;31867;0;0;0;0;3365896;0;;;0;0;0;0;1;4179;0;0
2025/09/01 13:10:00;;687294;285146;50404;0;70683;102963;88526;131420;551;0;0;0;263;0;0;0;0;32724;224104;0;0;0;0;0;0;2226;229229;31872;0;0;0;0;3366387;0;;;0;0;0;0;1;4179;0;0
2025/09/01 13:20:00;;687341;285203;50410;0;70733;102994;88526;132209;551;0;0;0;263;0;0;0;0;32742;224161;0;0;0;0;0;0;2226;229244;31950;0;0;0;0;3367032;0;;;0;0;0;0;1;4179;0;0
2025/09/01 13:30:00;;687387;285267;50416;0;70784;103018;88526;132995;551;0;0;0;263;0;0;0;0;32759;224218;0;0;0;0;0;0;2226;229259;32098;0;0;0;0;3367538;0;;;0;0;0;0;1;4179;0;0
2025/09/01 13:40:00;;687434;285334;50422;0;70835;103041;88526;133840;551;0;0;0;263;0;0;0;0;32777;224275;0;0;0;0;0;0;2226;229274;32245;0;0;0;0;3367999;0;;;0;0;0;0;1;4179;0;0
2025/09/01 13:50:00;;687480;285400;50429;0;70886;103071;88526;134902;551;0;0;0;263;0;0;0;0;32795;224332;0;0;0;0;0;0;2226;229290;32394;0;0;0;0;3368637;0;;;0;0;0;0;1;4179;0;0
2025/09/01 14:00:00;;687551;285467;50435;0;70937;103087;88526;135858;551;0;0;0;263;0;0;0;0;32816;224388;0;0;0;0;0;0;2226;229305;32526;0;0;0;0;3369156;0;;;0;0;0;0;1;4179;0;0
2025/09/01 14:10:00;;687746;285532;50441;0;70989;103117;88526;136817;551;0;0;0;263;0;0;0;0;32835;224445;0;0;0;0;0;0;2226;229320;32657;0;0;0;0;3369791;0;;;0;0;0;0;1;4179;0;0
2025/09/01 14:20:00;;687953;285595;50447;0;71044;103148;88526;137780;554;0;0;0;263;0;0;0;0;32853;224502;0;0;0;0;0;0;2226;229335;32789;0;0;0;0;3370744;0;;;0;0;0;0;1;4179;0;0
2025/09/01 14:30:00;;688160;285656;50453;0;71094;103171;88527;138648;554;0;0;0;263;0;0;0;0;32870;224558;0;0;0;0;0;0;2226;229350;32920;0;0;0;0;3371492;0;;;0;0;0;0;1;4179;0;0
2025/09/01 14:40:00;;688367;285717;50459;0;71145;103186;88527;139605;554;0;0;0;263;0;0;0;0;32888;224614;0;0;0;0;0;0;2226;229365;33051;0;0;0;0;3372185;0;;;0;0;0;0;1;4179;0;0
2025/09/01 14:50:00;;688574;285777;50465;0;71196;103224;88527;140591;554;0;0;0;263;0;0;0;0;32905;224671;0;0;0;0;0;0;2226;229380;33183;0;0;0;0;3373141;0;;;0;0;0;0;1;4179;0;0
2025/09/01 15:00:00;;688781;285848;50471;0;71247;103247;88527;141585;554;0;0;0;263;0;0;0;0;32922;224727;0;0;0;0;0;0;2226;229395;33315;0;0;0;0;3373786;0;;;0;0;0;0;1;4179;0;0
2025/09/01 15:10:00;;688987;285936;50477;0;71298;103269;88527;142571;554;0;0;0;263;0;0;0;0;32940;224797;0;0;0;0;0;0;2226;229462;33448;0;0;0;0;3374517;0;;;0;0;0;0;1;4179;0;0
2025/09/01 15:20:00;;689194;286024;50483;0;71349;103300;88527;143541;554;0;0;0;263;0;0;0;0;32957;224892;0;0;0;0;0;0;2226;229665;33581;0;0;0;0;3375553;0;;;0;0;0;0;1;4179;0;0
2025/09/01 15:30:00;;689401;286119;50489;0;71422;103322;88527;144610;554;0;0;0;264;0;0;0;0;32975;224988;0;0;0;0;0;0;2226;229866;33714;0;0;0;0;3376643;0;;;0;0;0;0;1;4179;0;0
2025/09/01 15:40:00;;689608;286223;50495;0;71503;103345;88527;145599;554;0;0;0;268;0;0;0;0;32992;225084;0;0;0;0;0;0;2226;230065;33849;0;0;0;0;3377846;0;;;0;0;0;0;1;4179;0;0
2025/09/01 15:50:00;;689814;286357;50501;0;71554;103375;88527;146570;554;0;0;0;274;0;0;0;0;33009;225180;0;0;0;0;0;0;2226;230264;33983;0;0;0;0;3379431;0;;;0;0;0;0;1;4179;0;0
2025/09/01 16:00:00;;690021;286489;50507;0;71607;103398;88527;147540;554;0;0;0;278;0;0;0;0;33027;225276;0;0;0;0;0;0;2226;230463;34119;0;0;0;0;3380557;0;;;0;0;0;0;1;4179;0;0
2025/09/01 16:10:00;;690227;286623;50513;0;71659;103421;88527;148563;554;0;0;0;282;0;0;0;0;33044;225372;0;0;0;0;0;0;2226;230662;34253;0;0;0;0;3381463;0;;;0;0;0;0;1;4179;0;0
2025/09/01 16:20:00;;690434;286788;50519;0;71712;103451;88527;149599;554;0;0;0;283;0;0;0;0;33062;225469;0;0;0;0;0;0;2226;230863;34390;0;0;0;0;3382581;0;;;0;0;0;0;1;4179;0;0
2025/09/01 16:30:00;;690640;286939;50525;0;71764;103474;88527;150571;564;0;0;0;284;0;0;0;0;33079;225565;0;0;0;0;0;0;2226;231064;34535;0;0;0;0;3383366;0;;;0;0;0;0;1;4179;0;0
2025/09/01 16:40:00;;690847;287069;50531;0;71819;103496;88527;151462;754;0;0;0;286;0;0;0;0;33096;225661;0;0;0;0;0;0;2226;231266;34691;0;0;0;0;3384124;0;;;0;0;0;0;1;4179;0;0
