PANEL;PANEL TG2 N2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Element ID;zigbee:1_zd_WHr_I;zigbee:2_zd_WHr_I;zigbee:3_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:5_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:7_zd_WHr_I;zigbee:8_zd_WHr_I;zigbee:9_zd_WHr_I;zigbee:10_zd_WHr_I;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:16_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:21_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:34_zd_WHr_I;modbus:1_mb_WHr_I;zigbee:32_zd_VARHr_I;zigbee:32_zd_VARHr_O;modbus:1_mb_VARHr_I;modbus:1_mb_VARHr_O;zigbee:11_zd_VARHr_I;zigbee:11_zd_VARHr_O;zigbee:12_zd_VARHr_I;zigbee:12_zd_VARHr_O;zigbee:30_zd_VARHr_I;zigbee:30_zd_VARHr_O;zigbee:33_zd_VARHr_I;zigbee:33_zd_VARHr_O;zigbee:4_zd_VARHr_I;zigbee:4_zd_VARHr_O;zigbee:31_zd_VARHr_I;zigbee:31_zd_VARHr_O
2025/09/28 05:00:00;0;0;8141;0;28147;1719;0;0;0;0;143410;0;0;0;0;0;0;0;0;0;0;22352;0;0;0;0;0;0;0;0;0;312718;452721;0;1100588;2574;99290;65542;425980;44507;155320;0;0;0;0;8338;34520;0;0;0;0
2025/09/28 05:10:00;0;0;8143;0;28147;1719;0;0;0;0;143483;0;0;0;0;0;0;0;0;0;0;22352;0;0;0;0;0;0;0;0;0;312990;452747;0;1100588;2574;99446;65542;425980;44507;155342;0;0;0;0;8338;34523;0;0;0;0
2025/09/28 05:20:00;0;0;8144;0;28147;1719;0;0;0;0;143537;0;0;0;0;0;0;0;0;0;0;22352;0;0;0;0;0;0;0;0;0;313195;452754;0;1100588;2574;99563;65542;425980;44507;155372;0;0;0;0;8338;34527;0;0;0;0
2025/09/28 05:30:00;0;0;8146;0;28147;1719;0;0;0;0;143592;0;0;0;0;0;0;0;0;0;0;22352;0;0;0;0;0;0;0;0;0;313399;452761;0;1100588;2574;99680;65542;425980;44507;155394;0;0;0;0;8338;34530;0;0;0;0
2025/09/28 05:40:00;0;0;8147;0;28147;1719;0;0;0;0;143664;0;0;0;0;0;0;0;0;0;0;22352;0;0;0;0;0;0;0;0;0;313672;452773;0;1100588;2574;99837;65542;425980;44507;155416;0;0;0;0;8338;34534;0;0;0;0
2025/09/28 05:50:00;0;0;8149;0;28147;1719;0;0;0;0;143719;0;0;0;0;0;0;0;0;0;0;22352;0;0;0;0;0;0;0;0;0;313876;452794;0;1100588;2574;99954;65542;425980;44507;155445;0;0;0;0;8339;34538;0;0;0;0
2025/09/28 06:00:00;0;0;8151;0;28147;1719;0;0;0;0;143773;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;314081;452801;0;1100588;2574;100072;65542;425980;44507;155468;0;0;0;0;8339;34541;0;0;0;0
2025/09/28 06:10:00;0;0;8152;0;28147;1719;0;0;0;0;143846;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;314353;452810;0;1100588;2574;100230;65542;425980;44507;155490;0;0;0;0;8339;34544;0;0;0;0
2025/09/28 06:20:00;0;0;8154;0;28147;1719;0;0;0;0;143900;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;314558;452834;0;1100588;2574;100349;65542;425980;44507;155519;0;0;0;0;8339;34547;0;0;0;0
2025/09/28 06:30:00;0;0;8155;0;28147;1719;0;0;0;0;143955;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;314763;452841;0;1100588;2574;100468;65542;425980;44507;155541;0;0;0;0;8339;34550;0;0;0;0
2025/09/28 06:40:00;0;0;8157;0;28147;1719;0;0;0;0;144028;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;315036;452850;0;1100588;2574;100627;65542;425980;44507;155564;0;0;0;0;8339;34553;0;0;0;0
2025/09/28 06:50:00;0;0;8158;0;28147;1719;0;0;0;0;144082;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;315172;452863;0;1100588;2574;100744;65542;425980;44507;155593;0;0;0;0;8339;34557;0;0;0;0
2025/09/28 07:00:00;0;0;8160;0;28147;1719;0;0;0;0;144137;0;0;0;0;0;0;0;0;0;0;22353;0;0;0;0;0;0;0;0;0;315444;452881;0;1100588;2574;100860;65542;425980;44507;155615;0;0;0;0;8339;34561;0;0;0;0
2025/09/28 07:10:00;0;0;8161;0;28147;1719;0;0;0;0;144210;0;0;0;0;0;0;0;0;0;0;22354;0;0;0;0;0;0;0;0;0;315717;452890;0;1100588;2574;101016;65542;425980;44507;155637;0;0;0;0;8339;34564;0;0;0;0
2025/09/28 07:20:00;0;0;8163;0;28147;1719;0;0;0;0;144265;0;0;0;0;0;0;0;0;0;0;22354;0;0;0;0;0;0;0;0;0;315921;452897;0;1100588;2574;101133;65542;425980;44507;155667;0;0;0;0;8339;34569;0;0;0;0
2025/09/28 07:30:00;0;0;8165;0;28147;1719;0;0;0;0;144320;0;0;0;0;0;0;0;0;0;0;22354;0;0;0;0;0;0;0;0;0;316125;452920;0;1100588;2574;101249;65542;425980;44507;155689;0;0;0;0;8339;34571;0;0;0;0
2025/09/28 07:40:00;0;0;8166;0;28147;1719;0;0;0;0;144393;0;0;0;0;0;0;0;0;0;0;22354;0;0;0;0;0;0;0;0;0;316397;452929;0;1100588;2574;101403;65542;425980;44507;155711;0;0;0;0;8339;34575;0;0;0;0
2025/09/28 07:50:00;0;0;8168;0;28147;1719;0;0;0;0;144447;0;0;0;0;0;0;0;0;0;0;22354;0;0;0;0;0;0;0;0;0;316602;452936;0;1100821;2574;101518;65542;426163;44507;155740;0;0;0;0;8339;34581;0;0;0;0
2025/09/28 08:00:00;0;0;8169;0;28147;1719;0;0;0;0;144502;0;0;0;0;0;0;0;0;0;0;22355;0;0;0;0;0;0;0;0;0;316805;452952;0;1101298;2574;101633;65542;426555;44507;155762;0;0;0;0;8339;34584;0;0;0;0
2025/09/28 08:10:00;0;0;8171;0;28147;1719;0;0;0;0;144574;0;0;0;0;0;0;0;0;0;0;22355;0;0;0;0;0;0;0;0;0;317077;452968;0;1101807;2574;101785;65542;426954;44507;155784;0;0;0;0;8339;34587;0;0;0;0
2025/09/28 08:20:00;0;0;8172;0;28147;1719;0;0;0;0;144632;0;0;0;0;0;0;0;0;0;0;22355;0;0;0;0;0;0;0;0;0;317281;452975;0;1102349;2574;101899;65542;427360;44507;155823;0;0;0;0;8339;34593;0;0;0;0
2025/09/28 08:30:00;0;0;8173;0;28147;1719;0;0;0;0;144696;0;0;0;0;0;0;0;0;0;0;22355;0;0;0;0;0;0;0;0;0;317485;452982;0;1102868;2574;102012;65543;427759;44507;155862;0;0;0;0;8339;34597;0;0;0;0
2025/09/28 08:40:00;0;0;8175;0;28147;1719;0;0;0;0;144784;0;0;0;0;0;0;0;0;0;0;22356;0;0;0;0;0;0;0;0;0;317756;453007;0;1103382;2574;102162;65543;428158;44510;155894;0;0;0;0;8340;34600;0;0;0;0
2025/09/28 08:50:00;0;0;8176;0;28147;1719;0;0;0;0;144848;0;0;0;0;0;0;0;0;0;0;22356;0;0;0;0;0;0;0;0;0;317960;453014;0;1103887;2574;102275;65543;428557;44510;155940;0;0;0;0;8340;34606;0;0;0;0
2025/09/28 09:00:00;0;0;8178;0;28147;1719;0;0;0;0;144905;0;0;0;0;0;0;0;0;0;0;22356;0;0;0;0;0;0;0;0;0;318163;453020;0;1104390;2574;102387;65543;428953;44514;155959;0;0;0;0;8340;34610;0;0;0;0
2025/09/28 09:10:00;0;0;8179;0;28147;1719;0;0;0;0;144989;0;0;0;0;0;0;0;0;0;0;22356;0;0;0;0;0;0;0;0;0;318436;453046;0;1104894;2574;102541;65543;429346;44517;155996;0;0;0;0;8340;34613;0;0;0;0
2025/09/28 09:20:00;0;0;8181;0;28147;1719;0;0;0;0;145042;0;0;0;0;0;0;0;0;0;0;22357;0;0;0;0;0;0;0;0;0;318639;453052;0;1105398;2574;102656;65543;429737;44519;156073;0;0;0;0;8340;34618;0;0;0;0
2025/09/28 09:30:00;0;0;8182;0;28147;1719;0;0;0;0;145137;0;0;0;0;0;0;0;0;0;0;22357;0;0;0;0;0;0;0;0;0;318843;453059;0;1105900;2574;102771;65543;430125;44521;156103;0;0;0;0;8340;34622;0;0;0;0
2025/09/28 09:40:00;0;0;8184;0;28147;1719;0;0;0;0;145224;0;0;0;0;0;0;0;0;0;0;22357;0;0;0;0;0;0;0;0;0;319115;453080;0;1106422;2574;102924;65543;430514;44522;156150;0;0;0;0;8340;34626;0;0;0;0
2025/09/28 09:50:00;0;0;8185;0;28147;1719;0;0;0;0;145295;0;0;0;0;0;0;0;0;0;0;22391;0;0;0;0;0;0;0;0;0;319319;453092;0;1106941;2574;103038;65543;430896;44522;156208;0;0;0;0;8340;34630;0;0;0;0
2025/09/28 10:00:00;0;0;8187;0;28147;1719;0;0;0;0;145350;0;0;0;0;0;0;0;0;0;0;22476;0;0;0;0;0;0;0;0;0;319523;453098;0;1107465;2574;103153;65543;431278;44522;156232;0;0;0;0;8340;34634;0;0;0;0
2025/09/28 10:10:00;0;0;8188;0;28147;1719;0;0;0;0;145427;0;0;0;0;0;0;0;0;0;0;22562;0;0;0;0;0;0;0;0;0;319794;453107;0;1107971;2574;103304;65543;431665;44522;156261;0;0;0;0;8340;34637;0;0;0;0
2025/09/28 10:20:00;0;0;8190;0;28147;1719;0;0;0;0;145481;0;0;0;0;0;0;0;0;0;0;22649;0;0;0;0;0;0;0;0;0;319998;453128;0;1108471;2574;103418;65543;432052;44522;156285;0;0;0;0;8340;34641;0;0;0;0
2025/09/28 10:30:00;0;0;8191;0;28147;1719;0;0;0;0;145549;0;0;0;0;0;0;0;0;0;0;22724;0;0;0;0;0;0;0;0;0;320202;453137;0;1108979;2574;103531;65543;432440;44544;156322;0;0;0;0;8340;34645;0;0;0;0
2025/09/28 10:40:00;0;0;8193;0;28147;1719;0;0;0;0;145636;0;0;0;0;0;0;0;0;0;0;22820;0;0;0;0;0;0;0;0;0;320473;453146;0;1109487;2574;103683;65543;432828;44544;156347;0;0;0;0;8340;34649;0;0;0;0
2025/09/28 10:50:00;0;0;8194;0;28147;1719;0;0;0;0;145691;0;0;0;0;0;0;0;0;0;0;22905;0;0;0;0;0;0;0;0;0;320677;453169;0;1109990;2574;103796;65543;433215;44544;156376;0;0;0;0;8340;34653;0;0;0;0
2025/09/28 11:00:00;0;0;8196;0;28147;1719;0;0;0;0;145747;0;0;0;0;0;0;0;0;0;0;22990;0;0;0;0;0;0;0;0;0;320880;453176;0;1110521;2574;103910;65593;433552;44544;156405;0;0;0;0;8340;34657;0;0;0;0
2025/09/28 11:10:00;0;0;8197;0;28147;1719;0;0;0;0;145831;0;0;0;0;0;0;0;0;0;0;23075;0;0;0;0;0;0;0;0;0;321152;453185;0;1111037;2574;104061;65593;433941;44553;156434;0;0;0;0;8340;34661;0;0;0;0
2025/09/28 11:20:00;0;0;8199;0;28147;1719;0;0;0;0;145889;0;0;0;0;0;0;0;0;0;0;23161;0;0;0;0;0;0;0;0;0;321356;453203;0;1111550;2574;104136;65593;434328;44553;156475;0;0;0;0;8340;34665;0;0;0;0
2025/09/28 11:30:00;0;0;8200;0;28147;1719;0;0;0;0;145947;0;0;0;0;0;0;0;0;0;0;23246;0;0;0;0;0;0;0;0;0;321559;453215;0;1112057;2574;104288;65593;434715;44553;156504;0;0;0;0;8340;34669;0;0;0;0
2025/09/28 11:40:00;0;0;8201;0;28147;1719;0;0;0;0;146027;0;0;0;0;0;0;0;0;0;0;23331;0;0;0;0;0;0;0;0;0;321830;453223;0;1112573;2574;104439;65593;435103;44553;156537;0;0;0;0;8340;34673;0;0;0;0
2025/09/28 11:50:00;0;0;8203;0;28147;1719;0;0;0;0;146089;0;0;0;0;0;0;0;0;0;0;23417;0;0;0;0;0;0;0;0;0;322034;453235;0;1113088;2574;104552;65593;435491;44553;156578;0;0;0;0;8341;34678;0;0;0;0
2025/09/28 12:00:00;0;0;8204;0;28147;1719;0;0;0;0;146144;0;0;0;0;0;0;0;0;0;0;23502;0;0;0;0;0;0;0;0;0;322238;453253;0;1113609;2574;104665;65593;435879;44553;156604;0;0;0;0;8341;34681;0;0;0;0
2025/09/28 12:10:00;0;0;8206;0;28147;1719;0;0;0;0;146217;0;0;0;0;0;0;0;0;0;0;23588;0;0;0;0;0;0;0;0;0;322509;453262;0;1114128;2574;104816;65593;436270;44553;156627;0;0;0;0;8341;34685;0;0;0;0
2025/09/28 12:20:00;0;0;8207;0;28147;1719;0;0;0;0;146278;0;0;0;0;0;0;0;0;0;0;23673;0;0;0;0;0;0;0;0;0;322713;453269;0;1114631;2574;104929;65593;436661;44553;156669;0;0;0;0;8341;34690;0;0;0;0
2025/09/28 12:30:00;0;0;8209;0;28147;1719;0;0;0;0;146338;0;0;0;0;0;0;0;0;0;0;23758;0;0;0;0;0;0;0;0;0;322916;453292;0;1115132;2574;105043;65593;437053;44553;156700;0;0;0;0;8341;34693;0;0;0;0
2025/09/28 12:40:00;0;0;8210;0;28147;1719;0;0;0;0;146420;0;0;0;0;0;0;0;0;0;0;23844;0;0;0;0;0;0;0;0;0;323187;453301;0;1115632;2574;105193;65593;437442;44556;156726;0;0;0;0;8341;34697;0;0;0;0
2025/09/28 12:50:00;0;0;8212;0;28147;1719;0;0;0;0;146497;0;0;0;0;0;0;0;0;0;0;23929;0;0;0;0;0;0;0;0;0;323391;453307;0;1116139;2574;105307;65594;437831;44556;156793;0;0;0;0;8341;34703;0;0;0;0
2025/09/28 13:00:00;0;0;8213;0;28147;1719;0;0;0;0;146551;0;0;0;0;0;0;0;0;0;0;24015;0;0;0;0;0;0;0;0;0;323595;453331;0;1116706;2574;105421;65594;438222;44556;156814;0;0;0;0;8341;34705;0;0;0;0
2025/09/28 13:10:00;0;0;8215;0;28147;1719;0;0;0;0;146623;0;0;0;0;0;0;0;0;0;0;24100;0;0;0;0;0;0;0;0;0;323866;453338;0;1117232;2574;105572;65594;438613;44556;156835;0;0;0;0;8341;34709;0;0;0;0
2025/09/28 13:20:00;0;0;8216;0;28147;1719;0;0;0;0;146677;0;0;0;0;0;0;0;0;0;0;24187;0;0;0;0;0;0;0;0;0;324070;453346;0;1117665;2574;105685;65594;438951;44556;156864;0;0;0;0;8341;34715;0;0;0;0
2025/09/28 13:30:00;0;0;8218;0;28147;1719;0;0;0;0;146732;0;0;0;0;0;0;0;0;0;0;24274;0;0;0;0;0;0;0;0;0;324273;453370;0;1117665;2574;105799;65594;438951;44556;156885;0;0;0;0;8341;34717;0;0;0;0
2025/09/28 13:40:00;0;0;8219;0;28147;1719;0;0;0;0;146805;0;0;0;0;0;0;0;0;0;0;24362;0;0;0;0;0;0;0;0;0;324545;453378;0;1117665;2574;105951;65594;438951;44556;156907;0;0;0;0;8341;34721;0;0;0;0
2025/09/28 13:50:00;0;0;8220;0;28147;1719;0;0;0;0;146860;0;0;0;0;0;0;0;0;0;0;24449;0;0;0;0;0;0;0;0;0;324748;453385;0;1117665;2574;106065;65594;438951;44556;156936;0;0;0;0;8341;34727;0;0;0;0
2025/09/28 14:00:00;0;0;8222;0;28147;1719;0;0;0;0;146917;0;0;0;0;0;0;0;0;0;0;24536;0;0;0;0;0;0;0;0;0;324952;453409;0;1117665;2574;106179;65594;438951;44560;156956;0;0;0;0;8341;34729;0;0;0;0
2025/09/28 14:10:00;0;0;8223;0;28147;1719;0;0;0;0;146995;0;0;0;0;0;0;0;0;0;0;24624;0;0;0;0;0;0;0;0;0;325223;453418;0;1117665;2574;106332;65594;438951;44560;156987;0;0;0;0;8341;34733;0;0;0;0
2025/09/28 14:20:00;0;0;8225;0;28147;1719;0;0;0;0;147049;0;0;0;0;0;0;0;0;0;0;24711;0;0;0;0;0;0;0;0;0;325427;453424;0;1117665;2574;106446;65594;438951;44560;157016;0;0;0;0;8341;34738;0;0;0;0
2025/09/28 14:30:00;0;0;8226;0;28147;1719;0;0;0;0;147104;0;0;0;0;0;0;0;0;0;0;24798;0;0;0;0;0;0;0;0;0;325631;453448;0;1117665;2574;106561;65594;438951;44560;157037;0;0;0;0;8342;34741;0;0;0;0
2025/09/28 14:40:00;0;0;8228;0;28147;1719;0;0;0;0;147184;0;0;0;0;0;0;0;0;0;0;24884;0;0;0;0;0;0;0;0;0;325902;453457;0;1117665;2574;106713;65594;438951;44560;157068;0;0;0;0;8342;34744;0;0;0;0
2025/09/28 14:50:00;0;0;8229;0;28147;1719;0;0;0;0;147245;0;0;0;0;0;0;0;0;0;0;24969;0;0;0;0;0;0;0;0;0;326106;453464;0;1117665;2574;106828;65594;438951;44560;157106;0;0;0;0;8342;34750;0;0;0;0
2025/09/28 15:00:00;0;0;8231;0;28147;1719;0;0;0;0;147300;0;0;0;0;0;0;0;0;0;0;25054;0;0;0;0;0;0;0;0;0;326310;453487;0;1117665;2574;106943;65594;438951;44560;157121;0;0;0;0;8342;34752;0;0;0;0
2025/09/28 15:10:00;0;0;8232;0;28147;1719;0;0;0;0;147373;0;0;0;0;0;0;0;0;0;0;25140;0;0;0;0;0;0;0;0;0;326582;453496;0;1117665;2574;107096;65594;438951;44560;157151;0;0;0;0;8342;34756;0;0;0;0
2025/09/28 15:20:00;0;0;8234;0;28147;1719;0;0;0;0;147430;0;0;0;0;0;0;0;0;0;0;25225;0;0;0;0;0;0;0;0;0;326786;453503;0;1117665;2574;107210;65594;438951;44560;157182;0;0;0;0;8342;34761;0;0;0;0
2025/09/28 15:30:00;0;0;8235;0;28147;1719;0;0;0;0;147495;0;0;0;0;0;0;0;0;0;0;25312;0;0;0;0;0;0;0;0;0;326992;453526;0;1117665;2574;107325;65594;438951;44560;157227;0;0;0;0;8342;34763;0;0;0;0
2025/09/28 15:40:00;0;0;8237;0;28147;1719;0;0;0;0;147573;0;0;0;0;0;0;0;0;0;0;25399;0;0;0;0;0;0;0;0;0;327267;453535;0;1117665;2574;107479;65594;438951;44560;157249;0;0;0;0;8342;34767;0;0;0;0
2025/09/28 15:50:00;0;0;8238;0;28147;1719;0;0;0;0;147628;0;0;0;0;0;0;0;0;0;0;25486;0;0;0;0;0;0;0;0;0;327473;453542;0;1117665;2574;107593;65594;438951;44560;157277;0;0;0;0;8342;34772;0;0;0;0
2025/09/28 16:00:00;0;0;8240;0;28147;1719;0;0;0;0;147683;0;0;0;0;0;0;0;0;0;0;25572;0;0;0;0;0;0;0;0;0;327678;453565;0;1117665;2574;107708;65594;438951;44560;157299;0;0;0;0;8342;34774;0;0;0;0
2025/09/28 16:10:00;0;0;8241;0;28147;1719;0;0;0;0;147756;0;0;0;0;0;0;0;0;0;0;25659;0;0;0;0;0;0;0;0;0;327950;453653;0;1117665;2574;107862;65594;438951;44560;157320;0;0;0;0;8342;34781;0;0;0;0
2025/09/28 16:20:00;0;0;8243;0;28147;1719;0;0;0;0;147810;0;0;0;0;0;0;0;0;0;0;25745;0;0;0;0;0;0;0;0;0;328154;453800;0;1117665;2574;107977;65594;438951;44560;157342;0;0;0;0;8342;34798;0;0;0;0
2025/09/28 16:30:00;0;0;8244;0;28147;1719;0;0;0;0;147880;0;0;0;0;0;0;0;0;0;0;25831;0;0;0;0;0;0;0;0;0;328358;453963;0;1117665;2574;108092;65594;438951;44567;157390;0;0;0;0;8342;34808;0;0;0;0
2025/09/28 16:40:00;0;0;8246;0;28147;1719;0;0;0;0;147952;0;0;0;0;0;0;0;0;0;0;25916;0;0;0;0;0;0;0;0;0;328631;454157;0;1117665;2574;108244;65594;438951;44567;157412;0;0;0;0;8342;34820;0;0;0;0
2025/09/28 16:50:00;0;0;8247;0;28147;1719;0;0;0;0;148006;0;0;0;0;0;0;0;0;0;0;26002;0;0;0;0;0;0;0;0;0;328835;454303;0;1117665;2574;108359;65594;438951;44567;157435;0;0;0;0;8342;34833;0;0;0;0
2025/09/28 17:00:00;0;0;8249;0;28147;1719;0;0;0;0;148060;0;0;0;0;0;0;0;0;0;0;26088;0;0;0;0;0;0;0;0;0;329107;454465;0;1117665;2574;108474;65594;438951;44567;157463;0;0;0;0;8342;34841;0;0;0;0
2025/09/28 17:10:00;0;0;8250;0;28147;1719;0;0;0;0;148139;0;0;0;0;0;0;0;0;0;0;26173;0;0;0;0;0;0;0;0;0;329311;454659;0;1117665;2574;108627;65594;438951;44579;157482;0;0;0;0;8342;34850;0;0;0;0
2025/09/28 17:20:00;0;0;8252;0;28147;1719;0;0;0;0;148192;0;0;0;0;0;0;0;0;0;0;26258;0;0;0;0;0;0;0;0;0;329515;454805;0;1117665;2574;108742;65594;438951;44579;157511;0;0;0;0;8342;34861;0;0;0;0
2025/09/28 17:30:00;0;0;8253;0;28147;1719;0;0;0;0;148245;0;0;0;0;0;0;0;0;0;0;26344;0;0;0;0;0;0;0;0;0;329787;454967;0;1117665;2574;108858;65594;438951;44579;157530;0;0;0;0;8343;34868;0;0;0;0
2025/09/28 17:40:00;0;0;8255;0;28147;1719;0;0;0;0;148322;0;0;0;0;0;0;0;0;0;0;26429;0;0;0;0;0;0;0;0;0;329991;455161;0;1117665;2574;109011;65594;438951;44584;157554;0;0;0;0;8343;34876;0;0;0;0
2025/09/28 17:50:00;0;0;8256;0;28147;1719;0;0;0;0;148377;0;0;0;0;0;0;0;0;0;0;26514;0;0;0;0;0;0;0;0;0;330195;455307;0;1117665;2574;109127;65594;438951;44584;157586;0;0;0;0;8343;34886;0;0;0;0
2025/09/28 18:00:00;0;0;8258;0;28147;1719;0;0;0;0;148431;0;0;0;0;0;0;0;0;0;0;26600;0;0;0;0;0;0;0;0;0;330467;455469;0;1117665;2574;109241;65594;438951;44584;157602;0;0;0;0;8343;34892;0;0;0;0
2025/09/28 18:10:00;0;0;8259;0;28147;1719;0;0;0;0;148503;0;0;0;0;0;0;0;0;0;0;26686;0;0;0;0;0;0;0;0;0;330671;455663;0;1117665;2574;109394;65594;438951;44584;157633;0;0;0;0;8343;34900;0;0;0;0
2025/09/28 18:20:00;0;0;8261;0;28147;1719;0;0;0;0;148558;0;0;0;0;0;0;0;0;0;0;26771;0;0;0;0;0;0;0;0;0;330875;455810;0;1117665;2574;109507;65594;438951;44584;157657;0;0;0;0;8343;34915;0;0;0;0
2025/09/28 18:30:00;0;0;8262;0;28147;1719;0;0;0;0;148611;0;0;0;0;0;0;0;0;0;0;26857;0;0;0;0;0;0;0;0;0;331147;455973;0;1117665;2574;109621;65594;438951;44584;157689;0;0;0;0;8343;34922;0;0;0;0
2025/09/28 18:40:00;0;0;8263;0;28147;1719;0;0;0;0;148683;0;0;0;0;0;0;0;0;0;0;26942;0;0;0;0;0;0;0;0;0;331350;456171;0;1117665;2574;109772;65594;438951;44584;157712;0;0;0;0;8343;34932;0;0;0;0
2025/09/28 18:50:00;0;0;8265;0;28147;1719;0;0;0;0;148737;0;0;0;0;0;0;0;0;0;0;27028;0;0;0;0;0;0;0;0;0;331554;456319;0;1117665;2574;109887;65594;438951;44584;157744;0;0;0;0;8343;34945;0;0;0;0
2025/09/28 19:00:00;0;0;8267;0;28147;1719;0;0;0;0;148791;0;0;0;0;0;0;0;0;0;0;27113;0;0;0;0;0;0;0;0;0;331826;456465;0;1117665;2574;110001;65594;438951;44584;157768;0;0;0;0;8343;34953;0;0;0;0
2025/09/28 19:10:00;0;0;8268;0;28147;1719;0;0;0;0;148863;0;0;0;0;0;0;0;0;0;0;27198;0;0;0;0;0;0;0;0;0;332030;456676;0;1117665;2574;110154;65594;438951;44584;157791;0;0;0;0;8343;34960;0;0;0;0
2025/09/28 19:20:00;0;0;8270;0;28147;1719;0;0;0;0;148916;0;0;0;0;0;0;0;0;0;0;27284;0;0;0;0;0;0;0;0;0;332234;456821;0;1117665;2574;110268;65594;438951;44584;157823;0;0;0;0;8343;34970;0;0;0;0
2025/09/28 19:30:00;0;0;8271;0;28147;1719;0;0;0;0;148971;0;0;0;0;0;0;0;0;0;0;27370;0;0;0;0;0;0;0;0;0;332506;456971;0;1117665;2574;110383;65594;438951;44584;157847;0;0;0;0;8343;34976;0;0;0;0
2025/09/28 19:40:00;0;0;8273;0;28147;1719;0;0;0;0;149043;0;0;0;0;0;0;0;0;0;0;27455;0;0;0;0;0;0;0;0;0;332710;457177;0;1117665;2574;110536;65594;438951;44584;157871;0;0;0;0;8343;34982;0;0;0;0
2025/09/28 19:50:00;0;0;8274;0;28147;1719;0;0;0;0;149097;0;0;0;0;0;0;0;0;0;0;27541;0;0;0;0;0;0;0;0;0;332914;457323;0;1117665;2574;110651;65594;438951;44584;157903;0;0;0;0;8343;34991;0;0;0;0
2025/09/28 20:00:00;0;0;8276;0;28147;1719;0;0;0;0;149151;0;0;0;0;0;0;0;0;0;0;27627;0;0;0;0;0;0;0;0;0;333186;457468;0;1117665;2574;110766;65594;438951;44584;157927;0;0;0;0;8343;34997;0;0;0;0
2025/09/28 20:10:00;0;0;8277;0;28147;1719;0;0;0;0;149223;0;0;0;0;0;0;0;0;0;0;27712;0;0;0;0;0;0;0;0;0;333390;457679;0;1117665;2574;110920;65594;438951;44584;157951;0;0;0;0;8343;35001;0;0;0;0
2025/09/28 20:20:00;0;0;8279;0;28147;1719;0;0;0;0;149260;0;0;0;0;0;0;0;0;0;0;27787;0;0;0;0;0;0;0;0;0;333594;457824;0;1117665;2574;111035;65594;438951;44584;157985;0;0;0;0;8343;35008;0;0;0;0
2025/09/28 20:30:00;0;0;8280;0;28147;1719;0;0;0;0;149333;0;0;0;0;0;0;0;0;0;0;27883;0;0;0;0;0;0;0;0;0;333866;457970;0;1117665;2574;111151;65594;438951;44584;158011;0;0;0;0;8343;35012;0;0;0;0
2025/09/28 20:40:00;0;0;8282;0;28147;1719;0;0;0;0;149406;0;0;0;0;0;0;0;0;0;0;27968;0;0;0;0;0;0;0;0;0;334001;458180;0;1117665;2574;111298;65594;438951;44584;158037;0;0;0;0;8344;35014;0;0;0;0
2025/09/28 20:50:00;0;0;8283;0;28147;1719;0;0;0;0;149460;0;0;0;0;0;0;0;0;0;0;28054;0;0;0;0;0;0;0;0;0;334096;458326;0;1117665;2574;111406;65594;438951;44584;158069;0;0;0;0;8344;35018;0;0;0;0
2025/09/28 21:00:00;0;0;8285;0;28147;1719;0;0;0;0;149513;0;0;0;0;0;0;0;0;0;0;28139;0;0;0;0;0;0;0;0;0;334223;458471;0;1117665;2574;111513;65594;438951;44584;158092;0;0;0;0;8344;35022;0;0;0;0
2025/09/28 21:10:00;0;0;8286;0;28147;1719;0;0;0;0;149586;0;0;0;0;0;0;0;0;0;0;28225;0;0;0;0;0;0;0;0;0;334318;458681;0;1117665;2574;111656;65594;438951;44584;158117;0;0;0;0;8344;35025;0;0;0;0
2025/09/28 21:20:00;0;0;8288;0;28147;1719;0;0;0;0;149640;0;0;0;0;0;0;0;0;0;0;28310;0;0;0;0;0;0;0;0;0;334413;458827;0;1117665;2574;111763;65594;438951;44584;158149;0;0;0;0;8344;35030;0;0;0;0
