IMEI;.;531564464931796;844089018975547;5819164598021;978574761137336;795691965991443;706560843117942;303223109446319;587428340019631;723869689080073;603619603655634;671049749365066;843048149864683;722308901759770;64822741699669;943394216115193;46588688365950;530332010486196;770799840978788;524354308009691;.;.;.;.;802910036211745;987820867103638;952513667615231;649128039000711;985512598979614;249708457989651;322270759063182;.;.;143004408391905;251648408130744;337627331261608;875676979462036;.;665003511841006;581605201650169;36619705881581;744899947809308;251489306782589;953875223880666;.;551599847836764;663724002498357;732336322420386;394857934061924;723962888989905;679896372351996;923321670582190;893845917793809;869617193075069;581249158224008;843360911270229;505414884951205;637957823923257;743517127810913;41545954570335;595773024461625;842615102024283;625900755793801;589683872408150;602496029605727;502477914127655;65545375520861;822148592343810;881626283988844;156003169091211
Device Name;TG2- MEDICION GENERAL;LOCAL 113 MINISO;LOCAL  109;LOCAL 111 MINISO;LOCAL 118 SUNTIME;LOCAL 205 ARGENPER;LOCAL 114 TOPI TOP;LOCAL 123 ADIDAS;LOCAL 125 ADIDAS;LOCAL 124 ADIDAS;LOCAL 112 MINISO;LOCAL 116 LA EMPAPADA;LOCAL 117;LOCAL 115 LA EMPAPADA;LOCAL 110 PORTEÃ‘OS;LOCAL 107;LOCAL 120 SUNTIME;LOCAL 119 SUNTIME;LOCAL 104 ALMACEN SERMITECH;LOCAL 102 COOLBOX;LOCAL 210 CASA IDEAS;LOCAL 211 CASA IDEAS;LOCAL 209 CASA IDEAS;RESERVA EQUIPADA LCN30;LOCAL 126;LOCAL 204;LOCAL 103 BE SIFRAH;LOCAL 121 ISADORA;LOCAL 122 TODO MODA;LOCAL 106 CALIMOD;LOCAL 105 AZALEIA;RESERVA EQUIPADA LCN25;LOCAL 212 CASA IDEAS;LOCAL 206 DOLLARCITY;LOCAL 108 MAYLIN;PISO 3 SECTOR 1B M302;PISO 3 SECTOR 1B M307;TABLERO DE DAMPERS;LOCAL 301;LOCAL 101B;LOCAL 303 ;LOCAL 203;LOCAL 202;PISO 3 SECTOR 1B M301;RESERVA EQUIPADA LCN39;LOCAL 101A STARBUCKS;LOCAL 304-305;LOCAL 312;PISO 3 SECTOR 1B M308;PISO 2 SECTOR 1B M303;PISO 3 SECTOR 1B M304;LOCAL M105;LOCAL M106;LOCAL 108B;MODULO M101;MODULO M102;LOCAL M103;LOCAL M104;LOCAL M201;LOCAL M202;LOCAL M203;LOCAL M204;PISO 3 SECTOR 1B M306;PISO 3 SECTOR 1B M305;LOCAL 208 CASA IDEAS;LOCAL 310 PIZZA HUT;LOCAL 308 KFC;LOCAL 306-307 KFC;LOCAL 201;LOCAL 313 SMARTFIT
Measurement Unit;;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh
2025-09-23 23:40:00;;2377847;NaN;1337884;NaN;236345;2368659;206614;1765880;146781;0;12572;67600;18112;5667;0;NaN;26754;73967;660230;NaN;NaN;NaN;NaN;12234;NaN;51748;970987;426595;89937;218930;NaN;140875;6659934;0;NaN;NaN;7213;NaN;28147;0;0;NaN;NaN;NaN;109134;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234066;362824;0;848907
2025-09-23 23:50:00;;2377902;NaN;1337890;NaN;236377;2368765;206624;1765984;146791;0;12574;67652;18128;5667;0;NaN;26765;73967;660320;NaN;NaN;NaN;NaN;12241;NaN;51761;971180;426616;90216;218981;NaN;141166;6660205;0;NaN;NaN;7215;NaN;28147;0;0;NaN;NaN;NaN;109173;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234128;363074;0;849168
2025-09-24 00:00:00;;2377957;NaN;1337896;NaN;236409;2368872;206635;1766086;146802;0;12576;67734;18145;5667;0;NaN;26776;73967;660409;NaN;NaN;NaN;NaN;12247;NaN;51774;971323;426637;90282;219031;NaN;141443;6660549;0;NaN;NaN;7217;NaN;28147;0;0;NaN;NaN;NaN;109206;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234188;363341;0;849428
2025-09-24 00:10:00;;2378011;NaN;1337902;NaN;236441;2369015;206645;1766187;146812;0;12577;67803;18161;5667;0;NaN;26787;73967;660499;NaN;NaN;NaN;NaN;12253;NaN;51786;971465;426658;90348;219082;NaN;141908;6660910;0;NaN;NaN;7218;NaN;28147;0;0;NaN;NaN;NaN;109254;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234268;363680;0;849688
2025-09-24 00:20:00;;2378066;NaN;1337908;NaN;236473;2369108;206655;1766287;146822;0;12579;67870;18178;5667;0;NaN;26798;73967;660589;NaN;NaN;NaN;NaN;12259;NaN;51799;971656;426679;90414;219132;NaN;142227;6661182;0;NaN;NaN;7220;NaN;28147;0;0;NaN;NaN;NaN;109286;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234328;363934;0;849948
2025-09-24 00:30:00;;2378119;NaN;1337914;NaN;236504;2369198;206666;1766385;146832;0;12580;67930;18195;5667;0;NaN;26809;73967;660678;NaN;NaN;NaN;NaN;12265;NaN;51812;971804;426701;90480;219182;NaN;142538;6661390;0;NaN;NaN;7221;NaN;28147;0;0;NaN;NaN;NaN;109317;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234388;364200;0;850208
2025-09-24 00:40:00;;2378175;NaN;1337920;NaN;236536;2369294;206676;1766482;146842;0;12582;67989;18211;5667;0;NaN;26820;73967;660768;NaN;NaN;NaN;NaN;12271;NaN;51825;971924;426722;90546;219233;NaN;142938;6661704;0;NaN;NaN;7223;NaN;28147;0;0;NaN;NaN;NaN;109363;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234469;364541;0;850468
2025-09-24 00:50:00;;2378229;NaN;1337926;NaN;236568;2369365;206687;1766579;146853;0;12583;68032;18228;5667;0;NaN;26831;73967;660857;NaN;NaN;NaN;NaN;12291;NaN;51838;971939;426743;90612;219283;NaN;143263;6661960;0;NaN;NaN;7224;NaN;28147;0;0;NaN;NaN;NaN;109394;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234529;364794;0;850727
2025-09-24 01:00:00;;2378282;NaN;1337932;NaN;236600;2369435;206697;1766676;146863;0;12585;68103;18245;5667;0;NaN;26842;73967;660947;NaN;NaN;NaN;NaN;12298;NaN;51851;971954;426764;90678;219334;NaN;143566;6662234;0;NaN;NaN;7226;NaN;28147;0;0;NaN;NaN;NaN;109425;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234590;365052;0;850987
2025-09-24 01:10:00;;2378335;NaN;1337938;NaN;236632;2369524;206708;1766773;146873;0;12586;68160;18261;5667;0;NaN;26853;73967;661037;NaN;NaN;NaN;NaN;12305;NaN;51864;971969;426786;90744;219384;NaN;143958;6662647;12;NaN;NaN;7227;NaN;28147;0;0;NaN;NaN;NaN;109466;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234671;365402;0;851246
2025-09-24 01:20:00;;2378387;NaN;1337944;NaN;236664;2369590;206718;1766870;146883;0;12588;68216;18278;5667;0;NaN;26864;73967;661126;NaN;NaN;NaN;NaN;12320;NaN;51877;971984;426807;90810;219434;NaN;144274;6662955;32;NaN;NaN;7229;NaN;28147;0;0;NaN;NaN;NaN;109482;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234732;365654;0;851505
2025-09-24 01:30:00;;2378440;NaN;1337950;NaN;236696;2369656;206729;1766966;146893;0;12589;68271;18295;5667;0;NaN;26875;73967;661215;NaN;NaN;NaN;NaN;12365;NaN;51889;971999;426828;90876;219485;NaN;144562;6663215;52;NaN;NaN;7230;NaN;28147;0;0;NaN;NaN;NaN;109518;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234792;365921;0;851765
2025-09-24 01:40:00;;2378493;NaN;1337956;NaN;236727;2369743;206740;1767063;146904;0;12591;68325;18311;5667;0;NaN;26886;73967;661304;NaN;NaN;NaN;NaN;12372;NaN;51902;972014;426849;90942;219535;NaN;144956;6663589;55;NaN;NaN;7232;NaN;28147;0;0;NaN;NaN;NaN;109549;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234871;366272;0;852021
2025-09-24 01:50:00;;2378546;NaN;1337962;NaN;236759;2369823;206750;1767159;146914;0;12592;68379;18328;5667;0;NaN;26897;73967;661394;NaN;NaN;NaN;NaN;12393;NaN;51915;972165;426871;91008;219586;NaN;145257;6663880;55;NaN;NaN;7233;NaN;28147;0;0;NaN;NaN;NaN;109573;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234931;366548;0;852247
2025-09-24 02:00:00;;2378599;NaN;1337968;NaN;236791;2369912;206761;1767256;146924;0;12593;68426;18345;5667;0;NaN;26908;73967;661483;NaN;NaN;NaN;NaN;12432;NaN;51928;972301;426892;91074;219636;NaN;145564;6664171;55;NaN;NaN;7235;NaN;28147;0;0;NaN;NaN;NaN;109597;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234953;366832;0;852473
2025-09-24 02:10:00;;2378652;NaN;1337974;NaN;236823;2370050;206771;1767352;146934;0;12595;68487;18361;5667;0;NaN;26919;73967;661572;NaN;NaN;NaN;NaN;12439;NaN;51941;972437;426913;91140;219686;NaN;146002;6664546;55;NaN;NaN;7237;NaN;28147;0;0;NaN;NaN;NaN;109629;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;234970;367182;0;852700
2025-09-24 02:20:00;;2378706;NaN;1337979;NaN;236855;2370151;206782;1767449;146945;0;12596;68541;18378;5667;0;NaN;26930;73967;661661;NaN;NaN;NaN;NaN;12446;NaN;51954;972629;426934;91206;219737;NaN;146298;6664844;55;NaN;NaN;7239;NaN;28147;0;0;NaN;NaN;NaN;109664;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235051;367440;0;852926
2025-09-24 02:30:00;;2378759;NaN;1337986;NaN;236886;2370254;206792;1767545;146955;0;12598;68595;18392;5667;0;NaN;26941;73967;661751;NaN;NaN;NaN;NaN;12453;NaN;51967;972645;426956;91272;219787;NaN;146605;6665153;55;NaN;NaN;7240;NaN;28147;0;0;NaN;NaN;NaN;109688;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235120;367691;0;853152
2025-09-24 02:40:00;;2378811;NaN;1337992;NaN;236918;2370390;206803;1767642;146965;0;12599;68649;18411;5667;0;NaN;26952;73967;661840;NaN;NaN;NaN;NaN;12460;NaN;51980;972660;426977;91338;219837;NaN;147002;6665516;55;NaN;NaN;7242;NaN;28147;0;0;NaN;NaN;NaN;109720;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235208;368088;0;853378
2025-09-24 02:50:00;;2378864;NaN;1337998;NaN;236950;2370488;206813;1767739;146975;0;12600;68704;18428;5667;0;NaN;26963;73967;661929;NaN;NaN;NaN;NaN;12467;NaN;51992;972675;426998;91404;219887;NaN;147337;6665816;55;NaN;NaN;7243;NaN;28147;0;0;NaN;NaN;NaN;109743;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235272;368339;0;853605
2025-09-24 03:00:00;;2378917;NaN;1338004;NaN;236982;2370572;206824;1767836;146986;0;12602;68758;18444;5667;0;NaN;26974;73967;662018;NaN;NaN;NaN;NaN;12474;NaN;52005;972690;427020;91470;219938;NaN;147658;6666111;55;NaN;NaN;7245;NaN;28147;0;0;NaN;NaN;NaN;109771;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235336;368589;0;853831
2025-09-24 03:10:00;;2378970;NaN;1338010;NaN;237014;2370684;206834;1767933;146996;0;12603;68805;18461;5667;0;NaN;26985;73967;662107;NaN;NaN;NaN;NaN;12480;NaN;52018;972705;427041;91537;219988;NaN;148080;6666472;55;NaN;NaN;7246;NaN;28147;0;0;NaN;NaN;NaN;109803;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235419;368951;0;854057
2025-09-24 03:20:00;;2379022;NaN;1338016;NaN;237045;2370755;206845;1768030;147006;0;12604;68859;18478;5667;0;NaN;26996;73967;662197;NaN;NaN;NaN;NaN;12486;NaN;52031;972720;427062;91603;220038;NaN;148419;6666770;60;NaN;NaN;7248;NaN;28147;0;0;NaN;NaN;NaN;109827;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235481;369201;0;854283
2025-09-24 03:30:00;;2379075;NaN;1338022;NaN;237077;2370820;206855;1768126;147016;0;12605;68920;18494;5667;0;NaN;27007;73967;662286;NaN;NaN;NaN;NaN;12493;NaN;52044;972804;427084;91669;220088;NaN;148694;6667058;71;NaN;NaN;7249;NaN;28147;0;0;NaN;NaN;NaN;109851;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235543;369444;0;854510
2025-09-24 03:40:00;;2379128;NaN;1338026;NaN;237109;2370908;206866;1768223;147027;0;12607;68974;18509;5667;0;NaN;27018;73967;662375;NaN;NaN;NaN;NaN;12499;NaN;52057;972946;427105;91735;220139;NaN;149140;6667396;99;NaN;NaN;7251;NaN;28147;0;0;NaN;NaN;NaN;109882;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235625;369781;0;854736
2025-09-24 03:50:00;;2379180;NaN;1338034;NaN;237141;2370973;206876;1768319;147037;0;12608;69039;18528;5667;0;NaN;27029;73967;662464;NaN;NaN;NaN;NaN;12505;NaN;52070;973082;427126;91801;220189;NaN;149422;6667652;127;NaN;NaN;7252;NaN;28147;0;0;NaN;NaN;NaN;109906;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235686;370027;0;854962
2025-09-24 04:00:00;;2379233;NaN;1338040;NaN;237173;2371039;206887;1768416;147047;0;12609;69105;18544;5667;0;NaN;27040;73967;662554;NaN;NaN;NaN;NaN;12511;NaN;52083;973221;427148;91867;220240;NaN;149733;6667905;155;NaN;NaN;7254;NaN;28147;0;0;NaN;NaN;NaN;109929;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235747;370270;0;855188
2025-09-24 04:10:00;;2379285;NaN;;NaN;237204;2371126;206897;1768512;147057;0;12610;69167;18561;5667;0;NaN;27051;73967;662643;NaN;NaN;NaN;NaN;12518;NaN;52095;973254;427169;91933;220290;NaN;150098;6668258;183;NaN;NaN;7256;NaN;28147;0;0;NaN;NaN;NaN;109961;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235828;370637;0;855414
2025-09-24 04:20:00;;2379338;NaN;1338052;NaN;237236;2371201;206908;1768608;147068;0;12611;69229;18577;5667;0;NaN;27062;73967;662732;NaN;NaN;NaN;NaN;12524;NaN;52108;973268;427190;91999;220340;NaN;150354;6668493;211;NaN;NaN;7257;NaN;28147;0;0;NaN;NaN;NaN;109984;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235890;370900;0;855641
2025-09-24 04:30:00;;2379391;NaN;1338058;NaN;237268;2371286;206918;1768705;147078;0;12612;69290;18594;5667;0;NaN;27073;73967;662821;NaN;NaN;NaN;NaN;12530;NaN;52121;973283;427212;92065;220390;NaN;150615;6668742;239;NaN;NaN;7259;NaN;28147;0;0;NaN;NaN;NaN;110008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;235951;371159;0;855867
2025-09-24 04:40:00;;2379444;NaN;1338064;NaN;237300;2371407;206929;1768801;147088;0;12614;69344;18611;5667;0;NaN;27084;73967;662910;NaN;NaN;NaN;NaN;12536;NaN;52134;973298;427233;92131;220440;NaN;151050;6669128;267;NaN;NaN;7260;NaN;28147;0;0;NaN;NaN;NaN;110039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236033;371483;0;856094
2025-09-24 04:50:00;;2379497;NaN;1338070;NaN;237331;2371510;206939;1768898;147098;0;12615;69398;18627;5667;0;NaN;27095;73967;662999;NaN;NaN;NaN;NaN;12543;NaN;52147;973313;427254;92197;220491;NaN;151399;6669390;294;NaN;NaN;7262;NaN;28147;0;0;NaN;NaN;NaN;110063;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236094;371741;0;856320
2025-09-24 05:00:00;;2379549;NaN;;NaN;237363;2371612;206950;1768995;147109;0;12616;69452;18644;5667;0;NaN;27106;73967;663089;NaN;NaN;NaN;NaN;12549;NaN;52160;973328;427276;92263;220541;NaN;151704;6669614;322;NaN;NaN;7263;NaN;28147;0;0;NaN;NaN;NaN;110088;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236154;371872;0;856546
2025-09-24 05:10:00;;2379602;NaN;1338082;NaN;237395;2371753;206960;1769092;147119;0;12617;69507;18661;5667;0;NaN;27117;73967;663178;NaN;NaN;NaN;NaN;12555;NaN;52173;973341;427297;92329;220591;NaN;152060;6669933;350;NaN;NaN;7265;NaN;28147;0;0;NaN;NaN;NaN;110121;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236234;371881;0;856773
2025-09-24 05:20:00;;2379655;NaN;1338088;NaN;237427;2371859;206971;1769188;147129;0;12618;69561;18677;5667;0;NaN;27128;73967;663267;NaN;NaN;NaN;NaN;12561;NaN;52186;973521;427318;92395;220641;NaN;152321;6670192;377;NaN;NaN;7266;NaN;28147;0;0;NaN;NaN;NaN;110145;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236294;371904;0;856889
2025-09-24 05:30:00;;2379708;NaN;1338094;NaN;237458;2371949;206981;1769285;147139;0;12619;69615;18694;5667;0;NaN;27139;73967;663356;NaN;NaN;NaN;NaN;12568;NaN;52198;973656;427340;92460;220691;NaN;152591;6670461;406;NaN;NaN;7268;NaN;28147;0;0;NaN;NaN;NaN;110170;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236354;371911;0;856889
2025-09-24 05:40:00;;2379760;NaN;1338100;NaN;237490;2372061;206992;1769382;147149;0;12620;69669;18710;5667;0;NaN;27150;73967;663445;NaN;NaN;NaN;NaN;12574;NaN;52211;973794;427361;92526;220741;NaN;152941;6670853;437;NaN;NaN;7269;NaN;28147;0;0;NaN;NaN;NaN;110203;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236433;371920;0;856889
2025-09-24 05:50:00;;2379813;NaN;1338106;NaN;237522;2372144;207002;1769479;147160;0;12621;69725;18727;5667;0;NaN;27161;73967;663535;NaN;NaN;NaN;NaN;12580;NaN;52224;973813;427382;92591;220792;NaN;153199;6671154;469;NaN;NaN;7271;NaN;28147;0;0;NaN;NaN;NaN;110228;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236493;371943;0;856889
2025-09-24 06:00:00;;2379866;NaN;1338112;NaN;237553;2372223;207013;1769576;147170;0;12622;69780;18743;5667;0;NaN;27172;73967;663624;NaN;NaN;NaN;NaN;12580;NaN;52237;973828;427403;92657;220842;NaN;153476;6671440;469;NaN;NaN;7272;NaN;28147;0;0;NaN;NaN;NaN;110252;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236552;371950;0;856889
2025-09-24 06:10:00;;2379918;NaN;1338118;NaN;237585;2372310;207023;1769673;147180;0;12623;69834;18760;5667;0;NaN;27183;73967;663713;NaN;NaN;NaN;NaN;12580;NaN;52250;973844;427425;92722;220892;NaN;153859;6672200;469;NaN;NaN;7274;NaN;28147;0;0;NaN;NaN;NaN;110285;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236632;371959;0;856889
2025-09-24 06:20:00;;2379971;NaN;1338124;NaN;237616;2372375;207033;1769770;147190;0;12624;69888;18776;5667;0;NaN;27194;73967;663802;NaN;NaN;NaN;NaN;12580;NaN;52262;973859;427446;92787;220942;NaN;154115;6672714;469;NaN;NaN;7275;NaN;28147;0;0;NaN;NaN;NaN;110310;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236691;371976;0;856889
2025-09-24 06:30:00;;2380023;NaN;1338130;NaN;237648;2372439;207044;1769866;147200;0;12625;69942;18792;5667;0;NaN;27205;73967;663890;NaN;NaN;NaN;NaN;12580;NaN;52275;973874;427467;92852;220992;NaN;154375;6673728;469;NaN;NaN;7277;NaN;28147;0;0;NaN;NaN;NaN;110335;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236750;371989;0;856889
2025-09-24 06:40:00;;2380076;NaN;1338136;NaN;237679;2372526;207054;1769963;147210;0;12626;69996;18809;5667;0;NaN;27216;73967;663979;NaN;NaN;NaN;NaN;12580;NaN;52288;973889;427488;92917;221043;NaN;154710;6675096;469;NaN;NaN;7278;NaN;28147;0;0;NaN;NaN;NaN;110368;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236829;371998;0;856889
2025-09-24 06:50:00;;2380128;NaN;1338142;NaN;237711;2372593;207064;1770060;147220;0;12627;70044;18825;5667;0;NaN;27227;73967;664069;NaN;NaN;NaN;NaN;12580;NaN;52301;973902;427509;92983;221093;NaN;154971;6676068;469;NaN;NaN;7280;NaN;28147;0;0;NaN;NaN;NaN;110392;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236889;372004;0;856889
2025-09-24 07:00:00;;2380342;NaN;1338148;NaN;237743;2372681;207075;1770157;147231;0;12628;70098;18842;5667;0;NaN;27238;73967;664158;NaN;NaN;NaN;NaN;12580;NaN;52314;974062;427746;93049;221143;NaN;155223;6677019;469;NaN;NaN;7281;NaN;28147;0;0;NaN;NaN;NaN;110417;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;236948;372028;0;856889
2025-09-24 07:10:00;;2381286;NaN;1338154;NaN;237774;2373949;207086;1770253;147241;0;12629;70159;18859;5667;0;NaN;27249;73967;664247;NaN;NaN;NaN;NaN;12580;NaN;52327;974197;428421;93115;221194;NaN;155552;6678220;469;NaN;NaN;7283;NaN;28147;0;0;NaN;NaN;NaN;110450;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;237028;372037;0;856889
2025-09-24 07:20:00;;2382228;NaN;1338160;NaN;237806;2375178;207096;1770351;147251;0;12630;70213;18875;5667;0;NaN;27260;73967;664337;NaN;NaN;NaN;NaN;12580;NaN;52339;974317;429097;93181;221244;NaN;155796;6679235;469;NaN;NaN;7284;NaN;28147;0;0;NaN;NaN;NaN;110475;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;237088;372044;0;856889
2025-09-24 07:30:00;;2383168;NaN;1338166;NaN;237838;2376416;207108;1770447;147260;0;12631;70267;18892;5667;0;NaN;27271;73967;664426;NaN;NaN;NaN;NaN;12580;NaN;52352;974351;429770;93248;221294;NaN;156039;6680219;469;NaN;NaN;7286;NaN;28147;0;0;NaN;NaN;NaN;110499;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;237147;372067;0;856889
2025-09-24 07:40:00;;2384108;NaN;1338172;NaN;237927;2378060;207118;1770544;147272;0;12632;70321;18908;5667;0;NaN;27282;73967;664515;NaN;NaN;NaN;NaN;12580;NaN;52365;974362;430443;93314;221344;NaN;156363;6681426;469;NaN;NaN;7287;NaN;28147;0;0;NaN;NaN;NaN;110532;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;237227;372076;0;856889
