.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IMEI;.;531564464931796;844089018975547;5819164598021;978574761137336;795691965991443;706560843117942;303223109446319;587428340019631;723869689080073;603619603655634;671049749365066;843048149864683;722308901759770;64822741699669;943394216115193;46588688365950;530332010486196;770799840978788;524354308009691;.;.;.;.;802910036211745;987820867103638;952513667615231;649128039000711;985512598979614;249708457989651;322270759063182;.;.;143004408391905;251648408130744;337627331261608;875676979462036;.;665003511841006;581605201650169;36619705881581;744899947809308;251489306782589;953875223880666;.;551599847836764;663724002498357;732336322420386;394857934061924;723962888989905;679896372351996;923321670582190;893845917793809;869617193075069;581249158224008;843360911270229;505414884951205;637957823923257;743517127810913;41545954570335;595773024461625;842615102024283;625900755793801;589683872408150;602496029605727;502477914127655;65545375520861;822148592343810;881626283988844;156003169091211
Device Name;TG2- MEDICION GENERAL;LOCAL 113 MINISO;LOCAL  109;LOCAL 111 MINISO;LOCAL 118 SUNTIME;LOCAL 205 ARGENPER;LOCAL 114 TOPI TOP;LOCAL 123 ADIDAS;LOCAL 125 ADIDAS;LOCAL 124 ADIDAS;LOCAL 112 MINISO;LOCAL 116 LA EMPAPADA;LOCAL 117;LOCAL 115 LA EMPAPADA;LOCAL 110 PORTEÃ‘OS;LOCAL 107;LOCAL 120 SUNTIME;LOCAL 119 SUNTIME;LOCAL 104 ALMACEN SERMITECH;LOCAL 102 COOLBOX;LOCAL 210 CASA IDEAS;LOCAL 211 CASA IDEAS;LOCAL 209 CASA IDEAS;RESERVA EQUIPADA LCN30;LOCAL 126;LOCAL 204;LOCAL 103 BE SIFRAH;LOCAL 121 ISADORA;LOCAL 122 TODO MODA;LOCAL 106 CALIMOD;LOCAL 105 AZALEIA;RESERVA EQUIPADA LCN25;LOCAL 212 CASA IDEAS;LOCAL 206 DOLLARCITY;LOCAL 108 MAYLIN;PISO 3 SECTOR 1B M302;PISO 3 SECTOR 1B M307;TABLERO DE DAMPERS;LOCAL 301;LOCAL 101B;LOCAL 303 ;LOCAL 203;LOCAL 202;PISO 3 SECTOR 1B M301;RESERVA EQUIPADA LCN39;LOCAL 101A STARBUCKS;LOCAL 304-305;LOCAL 312;PISO 3 SECTOR 1B M308;PISO 2 SECTOR 1B M303;PISO 3 SECTOR 1B M304;LOCAL M105;LOCAL M106;LOCAL 108B;MODULO M101;MODULO M102;LOCAL M103;LOCAL M104;LOCAL M201;LOCAL M202;LOCAL M203;LOCAL M204;PISO 3 SECTOR 1B M306;PISO 3 SECTOR 1B M305;LOCAL 208 CASA IDEAS;LOCAL 310 PIZZA HUT;LOCAL 308 KFC;LOCAL 306-307 KFC;LOCAL 201;LOCAL 313 SMARTFIT
Measurement Unit;;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh;Wh
2025-09-01 00:00:00;;679703;280613;49929;NaN;70524;100926;88526;124732;2414;0;0;0;263;0;0;NaN;0;31308;218892;NaN;NaN;NaN;NaN;0;NaN;2226;228039;31479;0;0;NaN;0;3340048;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 00:10:00;;679910;280676;49935;NaN;70524;100949;88526;124789;551;0;0;0;263;0;0;NaN;0;31325;218989;NaN;NaN;NaN;NaN;0;NaN;2226;228054;31484;0;0;NaN;0;3340437;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 00:20:00;;680117;280740;49941;NaN;70524;100980;88526;124847;551;0;0;0;263;0;0;NaN;0;31343;219085;NaN;NaN;NaN;NaN;0;NaN;2226;228069;31489;0;0;NaN;0;3340904;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 00:30:00;;680323;280805;49947;NaN;70524;101003;88526;124904;551;0;0;0;263;0;0;NaN;0;31360;219181;NaN;NaN;NaN;NaN;0;NaN;2226;228084;31494;0;0;NaN;0;3341251;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 00:40:00;;680531;280869;49953;NaN;70524;101026;88526;124961;551;0;0;0;263;0;0;NaN;0;31378;219278;NaN;NaN;NaN;NaN;0;NaN;2226;228099;31499;0;0;NaN;0;3341617;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 00:50:00;;680737;280928;49959;NaN;70524;101056;88526;125018;551;0;0;0;263;0;0;NaN;0;31395;219374;NaN;NaN;NaN;NaN;0;NaN;2226;228114;31503;0;0;NaN;0;3342108;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 01:00:00;;680944;280985;49965;NaN;70524;101079;88526;125075;551;0;0;0;263;0;0;NaN;0;31413;219470;NaN;NaN;NaN;NaN;0;NaN;2226;228129;31508;0;0;NaN;0;3342456;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 01:10:00;;681151;281043;49971;NaN;70524;101102;88526;125132;551;0;0;0;263;0;0;NaN;0;31430;219567;NaN;NaN;NaN;NaN;0;NaN;2226;228144;31513;0;0;NaN;0;3342791;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 01:20:00;;681358;281099;49977;NaN;70524;101133;88526;125189;551;0;0;0;263;0;0;NaN;0;31447;219663;NaN;NaN;NaN;NaN;0;NaN;2226;228159;31518;0;0;NaN;0;3343222;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 01:30:00;;681565;281156;49983;NaN;70524;101156;88526;125246;551;0;0;0;263;0;0;NaN;0;31465;219759;NaN;NaN;NaN;NaN;0;NaN;2226;228173;31523;0;0;NaN;0;3343558;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 01:40:00;;681773;281215;49989;NaN;70524;101179;88526;125304;551;0;0;0;263;0;0;NaN;0;31482;219856;NaN;NaN;NaN;NaN;0;NaN;2226;228188;31527;0;0;NaN;0;3343904;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 01:50:00;;681981;281271;49995;NaN;70524;101209;88526;125361;551;0;0;0;263;0;0;NaN;0;31500;219952;NaN;NaN;NaN;NaN;0;NaN;2226;228203;31532;0;0;NaN;0;3344340;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 02:00:00;;682189;281327;50001;NaN;70524;101232;88526;125418;551;0;0;0;263;0;0;NaN;0;31517;220048;NaN;NaN;NaN;NaN;0;NaN;2226;228218;31537;0;0;NaN;0;3344684;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 02:10:00;;682397;281383;50007;NaN;70524;101255;88526;125475;551;0;0;0;263;0;0;NaN;0;31535;220145;NaN;NaN;NaN;NaN;0;NaN;2226;228233;31542;0;0;NaN;0;3345140;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 02:20:00;;682605;281439;50013;NaN;70524;101286;88526;125532;551;0;0;0;263;0;0;NaN;0;31552;220242;NaN;NaN;NaN;NaN;0;NaN;2226;228248;31547;0;0;NaN;0;3345811;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 02:30:00;;682813;281495;50019;NaN;70524;101309;88526;125582;551;0;0;0;263;0;0;NaN;0;31570;220338;NaN;NaN;NaN;NaN;0;NaN;2226;228263;31552;0;0;NaN;0;3346329;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 02:40:00;;683022;281550;50025;NaN;70524;101333;88526;125646;551;0;0;0;263;0;0;NaN;0;31587;220435;NaN;NaN;NaN;NaN;0;NaN;2226;228278;31557;0;0;NaN;0;3346821;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 02:50:00;;683230;281606;50031;NaN;70524;101348;88526;125696;551;0;0;0;263;0;0;NaN;0;31606;220531;NaN;NaN;NaN;NaN;0;NaN;2226;228293;31562;0;0;NaN;0;3347511;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 03:00:00;;683438;281664;50037;NaN;70524;101387;88526;125760;551;0;0;0;263;0;0;NaN;0;31625;220628;NaN;NaN;NaN;NaN;0;NaN;2226;228309;31567;0;0;NaN;0;3348019;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 03:10:00;;683646;281719;50043;NaN;70524;101410;88526;125816;551;0;0;0;263;0;0;NaN;0;31643;220710;NaN;NaN;NaN;NaN;0;NaN;2226;228324;31572;0;0;NaN;0;3348447;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 03:20:00;;683855;281774;50049;NaN;70524;101441;88526;125873;551;0;0;0;263;0;0;NaN;0;31661;220767;NaN;NaN;NaN;NaN;0;NaN;2226;228339;31577;0;0;NaN;0;3348983;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 03:30:00;;684063;281831;50055;NaN;70524;101465;88526;125930;551;0;0;0;263;0;0;NaN;0;31678;220823;NaN;NaN;NaN;NaN;0;NaN;2226;228354;31583;0;0;NaN;0;3349359;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 03:40:00;;684272;281888;50061;NaN;70524;101488;88526;125986;551;0;0;0;263;0;0;NaN;0;31696;220880;NaN;NaN;NaN;NaN;0;NaN;2226;228369;31588;0;0;NaN;0;3349741;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 03:50:00;;684480;281946;50067;NaN;70524;101520;88526;126043;551;0;0;0;263;0;0;NaN;0;31713;220937;NaN;NaN;NaN;NaN;0;NaN;2226;228384;31593;0;0;NaN;0;3350237;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 04:00:00;;684687;282003;50073;NaN;70524;101544;88526;126092;551;0;0;0;263;0;0;NaN;0;31731;220994;NaN;NaN;NaN;NaN;0;NaN;2226;228400;31599;0;0;NaN;0;3350627;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 04:10:00;;684784;282060;50079;NaN;70524;101567;88526;126156;551;0;0;0;263;0;0;NaN;0;31749;221050;NaN;NaN;NaN;NaN;0;NaN;2226;228415;31605;0;0;NaN;0;3350942;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 04:20:00;;684830;282117;50086;NaN;70524;101599;88526;126212;551;0;0;0;263;0;0;NaN;0;31766;221107;NaN;NaN;NaN;NaN;0;NaN;2226;228430;31611;0;0;NaN;0;3351261;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 04:30:00;;684877;282174;50092;NaN;70524;101615;88526;126269;551;0;0;0;263;0;0;NaN;0;31784;221163;NaN;NaN;NaN;NaN;0;NaN;2226;228446;31617;0;0;NaN;0;3351510;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 04:40:00;;684924;282230;50098;NaN;70524;101639;88526;126325;551;0;0;0;263;0;0;NaN;0;31803;221220;NaN;NaN;NaN;NaN;0;NaN;2226;228461;31623;0;0;NaN;0;3351750;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 04:50:00;;684970;282286;50104;NaN;70524;101678;88526;126381;551;0;0;0;263;0;0;NaN;0;31822;221276;NaN;NaN;NaN;NaN;0;NaN;2226;228476;31628;0;0;NaN;0;3352049;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 05:00:00;;685016;282341;50110;NaN;70524;101701;88526;126437;551;0;0;0;263;0;0;NaN;0;31841;221333;NaN;NaN;NaN;NaN;0;NaN;2226;228491;31633;0;0;NaN;0;3352262;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 05:10:00;;685063;282399;50116;NaN;70524;101724;88526;126493;551;0;0;0;263;0;0;NaN;0;31860;221390;NaN;NaN;NaN;NaN;0;NaN;2226;228506;31638;0;0;NaN;0;3352442;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 05:20:00;;685110;282461;50122;NaN;70524;101755;88526;126535;551;0;0;0;263;0;0;NaN;0;31878;221447;NaN;NaN;NaN;NaN;0;NaN;2226;228521;31644;0;0;NaN;0;3352704;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 05:30:00;;685159;282519;50128;NaN;70524;101779;88526;126605;551;0;0;0;263;0;0;NaN;0;31897;221504;NaN;NaN;NaN;NaN;0;NaN;2226;228536;31649;0;0;NaN;0;3352922;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 05:40:00;;685205;282576;50134;NaN;70524;101802;88526;126661;551;0;0;0;263;0;0;NaN;0;31916;221560;NaN;NaN;NaN;NaN;0;NaN;2226;228552;31654;0;0;NaN;0;3353141;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 05:50:00;;685252;282633;50140;NaN;70524;101833;88526;126717;551;0;0;0;263;0;0;NaN;0;31935;221617;NaN;NaN;NaN;NaN;0;NaN;2226;228567;31659;0;0;NaN;0;3353449;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 06:00:00;;685299;282690;50146;NaN;70524;101856;88526;126773;551;0;0;0;263;0;0;NaN;0;31954;221674;NaN;NaN;NaN;NaN;0;NaN;2226;228582;31664;0;0;NaN;0;3353670;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 06:10:00;;685345;282748;50152;NaN;70524;101880;88526;126829;551;0;0;0;263;0;0;NaN;0;31972;221730;NaN;NaN;NaN;NaN;0;NaN;2226;228597;31669;0;0;NaN;0;3353910;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 06:20:00;;685386;282806;50158;NaN;70524;101903;88526;126884;551;0;0;0;263;0;0;NaN;0;31991;221787;NaN;NaN;NaN;NaN;0;NaN;2226;228612;31673;0;0;NaN;0;3354223;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 06:30:00;;685438;282863;50164;NaN;70524;101934;88526;126940;551;0;0;0;263;0;0;NaN;0;32009;221843;NaN;NaN;NaN;NaN;0;NaN;2226;228627;31678;0;0;NaN;0;3354467;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 06:40:00;;685485;282920;50170;NaN;70524;101957;88526;126996;551;0;0;0;263;0;0;NaN;0;32027;221900;NaN;NaN;NaN;NaN;0;NaN;2226;228642;31683;0;0;NaN;0;3354688;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 06:50:00;;685531;282976;50176;NaN;70524;101988;88526;127051;551;0;0;0;263;0;0;NaN;0;32045;221956;NaN;NaN;NaN;NaN;0;NaN;2226;228657;31688;0;0;NaN;0;3354962;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 07:00:00;;685577;283033;50182;NaN;70524;102012;88526;127107;551;0;0;0;263;0;0;NaN;0;32063;222013;NaN;NaN;NaN;NaN;0;NaN;2226;228672;31693;0;0;NaN;0;3355191;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 07:10:00;;685624;283089;50188;NaN;70524;102035;88526;127163;551;0;0;0;263;0;0;NaN;0;32081;222070;NaN;NaN;NaN;NaN;0;NaN;2226;228687;31698;0;0;NaN;0;3355434;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 07:20:00;;685670;283146;50194;NaN;70524;102066;88526;127218;551;0;0;0;263;0;0;NaN;0;32099;222126;NaN;NaN;NaN;NaN;0;NaN;2226;228702;31703;0;0;NaN;0;3355784;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 07:30:00;;685717;283205;50200;NaN;70524;102090;88526;127274;551;0;0;0;263;0;0;NaN;0;32117;222183;NaN;NaN;NaN;NaN;0;NaN;2226;228717;31708;0;0;NaN;0;3356051;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 07:40:00;;685763;283262;50206;NaN;70524;102105;88526;127330;551;0;0;0;263;0;0;NaN;0;32135;222239;NaN;NaN;NaN;NaN;0;NaN;2226;228733;31713;0;0;NaN;0;3356303;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 07:50:00;;685810;283320;50212;NaN;70524;102144;88526;127385;551;0;0;0;263;0;0;NaN;0;32153;222296;NaN;NaN;NaN;NaN;0;NaN;2226;228748;31718;0;0;NaN;0;3356667;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 08:00:00;;685856;283379;50218;NaN;70524;102167;88526;127441;551;0;0;0;263;0;0;NaN;0;32171;222353;NaN;NaN;NaN;NaN;0;NaN;2226;228763;31722;0;0;NaN;0;3356921;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 08:10:00;;685903;283436;50224;NaN;70524;102191;88526;127496;551;0;0;0;263;0;0;NaN;0;32189;222409;NaN;NaN;NaN;NaN;0;NaN;2226;228778;31727;0;0;NaN;0;3357186;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 08:20:00;;685950;283494;50230;NaN;70524;102222;88526;127552;551;0;0;0;263;0;0;NaN;0;32207;222466;NaN;NaN;NaN;NaN;0;NaN;2226;228793;31732;0;0;NaN;0;3357528;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
2025-09-01 08:30:00;;685996;283553;50236;NaN;70524;102245;88526;127607;551;0;0;0;263;0;0;NaN;0;32225;222523;NaN;NaN;NaN;NaN;0;NaN;2226;228808;31737;0;0;NaN;0;3357763;0;NaN;NaN;0;NaN;0;0;0;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;147973
