"sep=;"
A;modbus:9_mb_WHr_I;modbus:8_mb_WHr_I;modbus:8_mb_WHr_I;modbus:8_mb_WHr_I;modbus:9_mb_WHr_I;modbus:9_mb_WHr_I
Device Name;TTA-1 - MEDICION EMERGENCIA;TG1 - MEDICION GENERAL;TG1 - MEDICION GENERAL;TG1 - MEDICION GENERAL;TTA-1 - MEDICION EMERGENCIA;TTA-1 - MEDICION EMERGENCIA
Device type;;;;;;
Measurement Name;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Reactive Energy;Total Received Reactive Energy;Total Delivered Reactive Energy;Total Received Reactive Energy
Measurement Unit;Wh;Wh;VArh;VArh;VArh;VArh
2025/09/14 23:20:00;47108440;46326619;5888657;10074452;1788144;16870366
2025/09/14 23:30:00;47114301;46333030;5888657;10076424;1788144;16872489
2025/09/14 23:40:00;47120180;46339457;5888657;10078429;1788144;16874616
2025/09/14 23:50:00;47126078;46345903;5888657;10080439;1788144;16876745
2025/09/15 00:00:00;47131953;46352335;5888657;10082459;1788144;16878887
2025/09/15 00:10:00;47137740;46358681;5888657;10084502;1788144;16881075
2025/09/15 00:20:00;47143400;46364903;5888663;10086618;1788144;16883314
2025/09/15 00:30:00;47149074;46371139;5888670;10088713;1788144;16885551
2025/09/15 00:40:00;47154758;46377386;5888670;10090843;1788144;16887791
2025/09/15 00:50:00;47160533;46383726;5888680;10092749;1788144;16890034
2025/09/15 01:00:00;47166183;46389939;5888680;10094893;1788144;16892287
2025/09/15 01:10:00;47171780;46396099;5888680;10097051;1788144;16894560
2025/09/15 01:20:00;47177513;46402395;5888680;10099135;1788144;16896776
2025/09/15 01:30:00;47183435;46408881;5888680;10101127;1788144;16898930
2025/09/15 01:40:00;47189335;46415344;5888686;10103168;1788144;16901105
2025/09/15 01:50:00;47195010;46421584;5888686;10105306;1788144;16903352
2025/09/15 02:00:00;47200669;46427808;5888686;10107450;1788144;16905605
2025/09/15 02:10:00;47206323;46434029;5888686;10109597;1788144;16907863
2025/09/15 02:20:00;47211972;46440245;5888686;10111746;1788144;16910125
2025/09/15 02:30:00;47217693;46446532;5888686;10113573;1788144;16912383
2025/09/15 02:40:00;47223396;46452805;5888686;10115722;1788144;16914645
2025/09/15 02:50:00;47229096;46459075;5888686;10117869;1788144;16916905
2025/09/15 03:00:00;47234771;46465320;5888686;10120015;1788144;16919164
2025/09/15 03:10:00;47240487;46471609;5888686;10122075;1788144;16921365
2025/09/15 03:20:00;47246086;46477782;5888686;10124144;1788144;16923588
2025/09/15 03:30:00;47251698;46483963;5888686;10126200;1788144;16925795
2025/09/15 03:40:00;47257312;46490141;5888686;10128248;1788144;16927995
2025/09/15 03:50:00;47262962;46496355;5888686;10130296;1788144;16930194
2025/09/15 04:00:00;47268613;46502572;5888686;10132342;1788144;16932390
2025/09/15 04:10:00;47274299;46508821;5888686;10134374;1788144;16934579
2025/09/15 04:20:00;47279899;46514987;5888686;10136421;1788144;16936775
2025/09/15 04:30:00;47285449;46521101;5888686;10138482;1788144;16938985
2025/09/15 04:40:00;47291063;46527282;5888686;10140515;1788144;16941173
2025/09/15 04:50:00;47296718;46533505;5888686;10142554;1788144;16943364
2025/09/15 05:00:00;47302360;46539715;5888686;10144593;1788144;16945558
2025/09/15 05:10:00;47307998;46545922;5888688;10146598;1788144;16947739
2025/09/15 05:20:00;47313480;46551973;5888688;10148712;1788144;16949985
2025/09/15 05:30:00;47318918;46557980;5888688;10150841;1788144;16952244
2025/09/15 05:40:00;47324335;46563964;5888688;10152970;1788144;16954506
2025/09/15 05:50:00;47329811;46570007;5888688;10155096;1788144;16956760
2025/09/15 06:00:00;47335287;46576051;5888688;10157217;1788144;16959013
2025/09/15 06:10:00;47340721;46582054;5888688;10159342;1788144;16961271
2025/09/15 06:20:00;47346156;46588057;5888688;10161467;1788144;16963528
2025/09/15 06:30:00;47351807;46594276;5888688;10163355;1788144;16965723
2025/09/15 06:40:00;47357245;46600284;5888688;10165472;1788144;16967970
2025/09/15 06:50:00;47362689;46606288;5888688;10167589;1788144;16970223
2025/09/15 07:00:00;47368143;46612319;5888688;10169708;1788144;16972470
2025/09/15 07:10:00;47373629;46618364;5888688;10171824;1788144;16974721
2025/09/15 07:20:00;47379071;46624376;5888688;10173938;1788144;16976969
2025/09/15 07:30:00;47384505;46630389;5888688;10176051;1788144;16979212
2025/09/15 07:40:00;47389935;46636388;5888688;10178155;1788144;16981453
2025/09/15 07:50:00;47395369;46642380;5888688;10180257;1788144;16983693
2025/09/15 08:00:00;47401017;46648605;5888688;10182278;1788144;16985857
2025/09/15 08:10:00;47406753;46654909;5888688;10184253;1788144;16988002
2025/09/15 08:20:00;47412355;46661079;5888688;10186283;1788144;16990178
2025/09/15 08:30:00;47417855;46667146;5888688;10188360;1788144;16992416
2025/09/15 08:40:00;47423286;46673145;5888688;10190467;1788144;16994658
2025/09/15 08:50:00;47428716;46679143;5888688;10192574;1788144;16996901
2025/09/15 09:00:00;47434194;46685187;5888688;10194645;1788144;16999138
2025/09/15 09:10:00;47439691;46691251;5888688;10196750;1788144;17001375
2025/09/15 09:20:00;47445138;46697266;5888688;10198860;1788144;17003617
2025/09/15 09:30:00;47450571;46703268;5888688;10200969;1788144;17005863
2025/09/15 09:40:00;47456002;46709265;5888688;10203083;1788144;17008110
2025/09/15 09:50:00;47461531;46715360;5888688;10205153;1788144;17010317
2025/09/15 10:00:00;47467194;46721588;5888688;10207161;1788144;17012472
2025/09/15 10:10:00;47472918;46727877;5888688;10209166;1788144;17014624
2025/09/15 10:20:00;47478585;46734108;5888688;10211177;1788144;17016780
2025/09/15 10:30:00;47484223;46740310;5888688;10213224;1788144;17018966
2025/09/15 10:40:00;47489668;46746318;5888688;10215353;1788144;17021225
2025/09/15 10:50:00;47495073;46752284;5888688;10217485;1788144;17023485
2025/09/15 11:00:00;47500502;46758274;5888688;10219617;1788144;17025743
2025/09/15 11:10:00;47505922;46764253;5888688;10221755;1788144;17028004
2025/09/15 11:20:00;47511532;46770420;5888688;10223811;1788144;17030193
2025/09/15 11:30:00;47517203;46776645;5888688;10225858;1788144;17032372
2025/09/15 11:40:00;47522897;46782898;5888688;10227903;1788144;17034552
2025/09/15 11:50:00;47528621;46789188;5888689;10229890;1788144;17036731
2025/09/15 12:00:00;47534346;46795479;5888689;10231912;1788144;17038910
2025/09/15 12:10:00;47540113;46801815;5888689;10233643;1788144;17041080
2025/09/15 12:20:00;47545845;46808116;5888690;10235619;1788144;17043248
2025/09/15 12:30:00;47551366;46814206;5888690;10237749;1788144;17045516
2025/09/15 12:40:00;47557053;46820459;5888690;10239739;1788144;17047729
2025/09/15 12:50:00;47562792;46826766;5888702;10241617;1788144;17049924
2025/09/15 13:00:00;47568429;46832968;5888707;10243577;1788144;17052136
2025/09/15 13:10:00;47574302;46839405;5888727;10245427;1788144;17054274
2025/09/15 13:20:00;47580126;46845791;5888783;10247353;1788144;17056476
2025/09/15 13:30:00;47585997;46852229;5888808;10249273;1788144;17058632
2025/09/15 13:40:00;47592008;46858804;5889336;10250552;1788144;17060795
2025/09/15 13:50:00;47597825;46865183;5889374;10252451;1788144;17062970
2025/09/15 14:00:00;47603835;46871759;5889430;10254233;1788144;17065117
2025/09/15 14:10:00;47610017;46878501;5889465;10255973;1788144;17067198
2025/09/15 14:20:00;47616085;46885129;5889487;10257799;1788144;17069284
2025/09/15 14:30:00;47622117;46891721;5889552;10259597;1788144;17071396
2025/09/15 14:40:00;47628337;46898498;5889962;10261193;1788474;17073293
2025/09/15 14:50:00;47634343;46905065;5890047;10262887;1788474;17075397
2025/09/15 15:00:00;47640468;46911753;5890126;10264570;1788474;17077455
2025/09/15 15:10:00;47646533;46918362;5890214;10266241;1788474;17079532
2025/09/15 15:20:00;47652471;46924876;5890244;10268038;1788474;17081622
2025/09/15 15:30:00;47658634;46931587;5890277;10269768;1788474;17083680
2025/09/15 15:40:00;47664774;46938298;5890294;10271556;1788474;17085724
2025/09/15 15:50:00;47670810;46944892;5890324;10273331;1788474;17087792
2025/09/15 16:00:00;47676892;46951530;5890382;10275055;1788474;17089857
2025/09/15 16:10:00;47683028;46958225;5890404;10276883;1788474;17091926
2025/09/15 16:20:00;47689006;46964746;5890409;10278753;1788474;17094003
2025/09/15 16:30:00;47695052;46971349;5890421;10280569;1788474;17096075
2025/09/15 16:40:00;47701247;46978094;5890433;10282374;1788474;17098104
2025/09/15 16:50:00;47707230;46984634;5890475;10284241;1788474;17100187
2025/09/15 17:00:00;47713226;46991191;5890480;10286122;1788474;17102243
2025/09/15 17:10:00;47719205;46997727;5890480;10288032;1788474;17104309
2025/09/15 17:20:00;47725223;47004300;5890480;10289884;1788474;17106366
2025/09/15 17:30:00;47731314;47011699;5891800;10290643;1788474;17108406
2025/09/15 17:40:00;47737514;47019677;5893912;10290643;1788474;17110442
2025/09/15 17:50:00;47743422;47027369;5895736;10290714;1788474;17112704
2025/09/15 18:00:00;47749355;47035087;5896081;10291273;1788474;17115335
2025/09/15 18:10:00;47755440;47042956;5896758;10291915;1788474;17117912
2025/09/15 18:20:00;47761440;47050737;5897281;10292543;1788474;17120541
2025/09/15 18:30:00;47767471;47058549;5897623;10293316;1788474;17123150
2025/09/15 18:40:00;47773547;47066401;5897859;10294372;1788474;17125749
2025/09/15 18:50:00;47779510;47074137;5898644;10294582;1788474;17128366
2025/09/15 19:00:00;47782993;47079403;5899368;10294757;1788479;17129983
2025/09/15 19:10:00;47787658;47085852;5900167;10294757;1788479;17132142
2025/09/15 19:20:00;47792747;47092715;5900977;10294757;1788479;17134422
2025/09/15 19:30:00;47797847;47099582;5901762;10294757;1788479;17136690
2025/09/15 19:40:00;47802859;47106362;5902511;10294757;1788479;17138968
2025/09/15 19:50:00;47807776;47113052;5903086;10295213;1788479;17141324
2025/09/15 20:00:00;47812573;47119702;5903262;10296271;1788479;17143818
2025/09/15 20:10:00;47817680;47126583;5903893;10296523;1788482;17146131
2025/09/15 20:20:00;47822759;47133426;5904715;10296523;1788482;17148415
2025/09/15 20:30:00;47827703;47140156;5905501;10296523;1788482;17150702
2025/09/15 20:40:00;47832758;47146978;5906300;10296523;1788482;17152965
2025/09/15 20:50:00;47837800;47153777;5907089;10296523;1788482;17155267
2025/09/15 21:00:00;47842741;47160502;5907875;10296523;1788482;17157588
2025/09/15 21:10:00;47847516;47167036;5908388;10296597;1788482;17159968
2025/09/15 21:20:00;47852444;47173725;5909137;10296607;1788482;17162352
2025/09/15 21:30:00;47857873;47180940;5909863;10296669;1788482;17164823
2025/09/15 21:40:00;47863337;47188178;5910448;10296746;1788482;17167281
2025/09/15 21:50:00;47869077;47195688;5911558;10296750;1788482;17169686
2025/09/15 22:00:00;47874812;47203193;5912133;10297230;1788482;17172230
2025/09/15 22:10:00;47881093;47211232;5912366;10298659;1788482;17174923
2025/09/15 22:20:00;47887270;47219179;5912706;10299808;1788482;17177678
2025/09/15 22:30:00;47893407;47227091;5912789;10301393;1788482;17180406
2025/09/15 22:40:00;47899467;47234928;5913165;10302184;1788482;17183167
2025/09/15 22:50:00;47905465;47242709;5913657;10302551;1788482;17185946
2025/09/15 23:00:00;47911452;47250496;5914468;10302602;1788482;17188714
2025/09/15 23:10:00;47917523;47258338;5915112;10302812;1788482;17191484
2025/09/15 23:20:00;47923682;47266276;5915408;10303448;1788482;17194252
2025/09/15 23:30:00;47929716;47274087;5915637;10304462;1788482;17197024
2025/09/15 23:40:00;47935822;47281971;5915788;10305549;1788482;17199776
2025/09/15 23:50:00;47941881;47289810;5916102;10305978;1788482;17202564
2025/09/16 00:00:00;47948067;47297777;5916316;10306516;1788482;17205329
2025/09/16 00:10:00;47954216;47305714;5916807;10306791;1788482;17208111
2025/09/16 00:20:00;47960211;47313498;5917086;10307187;1788482;17210905
2025/09/16 00:30:00;47966316;47321393;5917331;10307569;1788482;17213667
2025/09/16 00:40:00;47972482;47329350;5917564;10307960;1788482;17216410
2025/09/16 00:50:00;47978613;47337273;5917843;10308337;1788482;17219175
2025/09/16 01:00:00;47984734;47345183;5918353;10308577;1788482;17221953
2025/09/16 01:10:00;47990805;47353048;5918574;10309024;1788482;17224748
2025/09/16 01:20:00;47996962;47360999;5918945;10309320;1788482;17227490
2025/09/16 01:30:00;48003090;47368926;5919752;10309328;1788482;17230221
2025/09/16 01:40:00;48009222;47376851;5920642;10309328;1788482;17232970
2025/09/16 01:50:00;48015232;47384660;5921527;10309329;1788482;17235766
2025/09/16 02:00:00;48021300;47392542;5922476;10309332;1788482;17238557
2025/09/16 02:10:00;48027332;47400379;5923432;10309332;1788482;17241377
2025/09/16 02:20:00;48033476;47408324;5924386;10309334;1788482;17244164
2025/09/16 02:30:00;48039420;47416066;5925378;10309336;1788482;17246998
2025/09/16 02:40:00;48045455;47423897;5926297;10309371;1788482;17249812
2025/09/16 02:50:00;48051489;47431725;5927186;10309380;1788482;17252649
2025/09/16 03:00:00;48057430;47439467;5928145;10309380;1788482;17255491
2025/09/16 03:10:00;48063203;47447034;5928509;10310336;1788482;17258386
2025/09/16 03:20:00;48068813;47454459;5928578;10312075;1788482;17261320
2025/09/16 03:30:00;48074393;47461839;5928613;10314311;1788482;17264244
2025/09/16 03:40:00;48080002;47469247;5928679;10316488;1788482;17267153
2025/09/16 03:50:00;48085560;47476605;5928679;10318751;1788482;17270077
2025/09/16 04:00:00;48091236;47484072;5929222;10320431;1788482;17272964
2025/09/16 04:10:00;48096831;47491451;5929234;10322609;1788482;17275846
2025/09/16 04:20:00;48102384;47498783;5929234;10324861;1788482;17278721
2025/09/16 04:30:00;48107952;47506129;5929234;10327116;1788482;17281596
2025/09/16 04:40:00;48113566;47513522;5929234;10329362;1788482;17284468
2025/09/16 04:50:00;48119111;47520849;5929269;10331539;1788482;17287341
2025/09/16 05:00:00;48124684;47528202;5929273;10333764;1788482;17290216
2025/09/16 05:10:00;48130509;47535807;5929283;10335904;1788482;17293028
2025/09/16 05:20:00;48136348;47543430;5929283;10337998;1788482;17295795
2025/09/16 05:30:00;48142154;47551027;5929286;10340006;1788482;17298562
2025/09/16 05:40:00;48147828;47558486;5929298;10341874;1788482;17301379
2025/09/16 05:50:00;48153573;47566004;5929298;10343984;1788482;17304188
2025/09/16 06:00:00;48159291;47573514;5929298;10346036;1788482;17306981
2025/09/16 06:10:00;48164945;47580942;5929301;10347894;1788482;17309827
2025/09/16 06:20:00;48170729;47588508;5929301;10349975;1788482;17312617
2025/09/16 06:30:00;48176469;47596045;5929301;10352120;1788482;17315407
2025/09/16 06:40:00;48182088;47603445;5929301;10353998;1788482;17318244
2025/09/16 06:50:00;48187635;47610762;5929301;10356180;1788482;17321087
2025/09/16 07:00:00;48193191;47618111;5929301;10358400;1788482;17323924
2025/09/16 07:10:00;48198746;47625434;5929301;10360597;1788482;17326760
2025/09/16 07:20:00;48204347;47632817;5929301;10362814;1788482;17329594
2025/09/16 07:30:00;48209951;47640203;5929301;10365018;1788482;17332421
2025/09/16 07:40:00;48215533;47647567;5929301;10367184;1788482;17335250
2025/09/16 07:50:00;48221086;47654901;5929301;10369384;1788482;17338082
2025/09/16 08:00:00;48226670;47662268;5929321;10371529;1788482;17340905
2025/09/16 08:10:00;48232227;47669608;5929321;10373739;1788482;17343737
2025/09/16 08:20:00;48237778;47676940;5929321;10375937;1788482;17346567
2025/09/16 08:30:00;48243402;47684345;5929321;10377794;1788482;17349398
2025/09/16 08:40:00;48249100;47691822;5929321;10379945;1788482;17352193
2025/09/16 08:50:00;48254911;47699414;5929321;10382042;1788482;17354951
2025/09/16 09:00:00;48260704;47706987;5929321;10384136;1788482;17357708
2025/09/16 09:10:00;48266497;47714558;5929321;10386236;1788482;17360469
2025/09/16 09:20:00;48272308;47722147;5929321;10388340;1788482;17363229
2025/09/16 09:30:00;48278103;47729722;5929321;10390444;1788482;17365989
2025/09/16 09:40:00;48283930;47737325;5929321;10392508;1788482;17368737
2025/09/16 09:50:00;48289575;47744760;5929321;10394680;1788482;17371541
2025/09/16 10:00:00;48295310;47752263;5929321;10396821;1788482;17374325
2025/09/16 10:10:00;48301134;47759866;5929321;10398850;1788482;17377067
2025/09/16 10:20:00;48306893;47767404;5929321;10400722;1788482;17379842
2025/09/16 10:30:00;48312449;47774736;5929321;10402940;1788482;17382667
2025/09/16 10:40:00;48317971;47782042;5929321;10405147;1788482;17385487
2025/09/16 10:50:00;48323531;47789369;5929321;10407365;1788482;17388307
2025/09/16 11:00:00;48329172;47796788;5929335;10408911;1788482;17391130
2025/09/16 11:10:00;48334765;47804170;5929338;10409529;1788482;17393981
2025/09/16 11:20:00;48340549;47811738;5929353;10410389;1788482;17396785
2025/09/16 11:30:00;48346310;47819295;5929373;10411526;1788482;17399589
2025/09/16 11:40:00;48351959;47826715;5929380;10412706;1788482;17402425
2025/09/16 11:50:00;48357548;47834087;5929380;10414684;1788482;17405284
2025/09/16 12:00:00;48363326;47841662;5929442;10415851;1788482;17408099
2025/09/16 12:10:00;48369134;47849261;5929489;10416759;1788482;17410902
2025/09/16 12:20:00;48374984;47856896;5929490;10418048;1788482;17413661
2025/09/16 12:30:00;48380884;47864578;5929501;10419569;1788482;17416415
2025/09/16 12:40:00;48386556;47872032;5929529;10421397;1788482;17419218
2025/09/16 12:50:00;48392306;47879570;5929786;10421953;1788482;17422041
2025/09/16 13:00:00;48398088;47887141;5929989;10422619;1788482;17424846
2025/09/16 13:10:00;48404056;47894900;5930451;10422914;1788482;17427599
2025/09/16 13:20:00;48410158;47902788;5930856;10423303;1788482;17430337
2025/09/16 13:30:00;48416257;47910670;5931107;10423892;1788482;17433075
2025/09/16 13:40:00;48422307;47918501;5931342;10424504;1788482;17435835
2025/09/16 13:50:00;48428095;47926073;5931362;10426607;1788482;17438751
2025/09/16 14:00:00;48434064;47933814;5931468;10428486;1788485;17441570
2025/09/16 14:10:00;48440114;47941655;5931917;10429046;1788485;17444319
2025/09/16 14:20:00;48446318;47949643;5932397;10429372;1788485;17447010
2025/09/16 14:30:00;48452479;47957585;5932870;10429819;1788485;17449694
2025/09/16 14:40:00;48458573;47965442;5933191;10430511;1788485;17452380
2025/09/16 14:50:00;48464811;47973461;5933708;10431037;1788485;17455065
2025/09/16 15:00:00;48471035;47981460;5933817;10432587;1788485;17457856
2025/09/16 15:10:00;48477275;47989485;5933817;10434670;1788485;17460685
2025/09/16 15:20:00;48483267;47997253;5933824;10436784;1788485;17463548
2025/09/16 15:30:00;48489110;48004859;5933824;10438926;1788485;17466441
2025/09/16 15:40:00;48494964;48012480;5933824;10441039;1788485;17469329
2025/09/16 15:50:00;48500877;48020166;5933824;10443225;1788485;17472259
2025/09/16 16:00:00;48506810;48027887;5933824;10445384;1788485;17475165
2025/09/16 16:10:00;48512864;48035712;5933824;10447457;1788485;17478042
2025/09/16 16:20:00;48518687;48043304;5933824;10449617;1788485;17480961
2025/09/16 16:30:00;48524890;48051270;5933824;10451699;1788485;17483823
2025/09/16 16:40:00;48530999;48059146;5933845;10453686;1788485;17486643
2025/09/16 16:50:00;48537057;48066960;5933845;10455790;1788485;17489488
2025/09/16 17:00:00;48543059;48074741;5933845;10457947;1788485;17492364
2025/09/16 17:10:00;48548897;48082348;5933845;10460056;1788485;17495257
2025/09/16 17:20:00;48554815;48090038;5933845;10462207;1788485;17498173
2025/09/16 17:30:00;48560760;48097743;5933849;10464379;1788485;17501094
2025/09/16 17:40:00;48566891;48105312;5933849;10466627;1788485;17503970
2025/09/16 17:50:00;48573082;48112936;5933866;10468843;1788490;17506796
2025/09/16 18:00:00;48579382;48120555;5933866;10471037;1788490;17509519
2025/09/16 18:10:00;48585743;48128180;5933866;10473190;1788490;17512223
2025/09/16 18:20:00;48592164;48135942;5933866;10475342;1788490;17514926
2025/09/16 18:30:00;48598566;48143767;5933866;10477537;1788490;17517651
2025/09/16 18:40:00;48605139;48151775;5933866;10479675;1788490;17520318
2025/09/16 18:50:00;48611703;48159776;5933866;10481826;1788490;17523008
2025/09/16 19:00:00;48618130;48167641;5933866;10483989;1788490;17525714
2025/09/16 19:10:00;48624583;48175537;5933866;10486192;1788490;17528432
2025/09/16 19:20:00;48630972;48183360;5933866;10488392;1788490;17531154
2025/09/16 19:30:00;48637364;48191173;5933866;10490564;1788490;17533839
2025/09/16 19:40:00;48643951;48199180;5933866;10492734;1788490;17536505
2025/09/16 19:50:00;48650425;48207096;5933866;10494901;1788490;17539183
2025/09/16 20:00:00;48656708;48214665;5933866;10497080;1788490;17541890
2025/09/16 20:10:00;48663013;48222244;5933866;10499268;1788490;17544600
2025/09/16 20:20:00;48669306;48229882;5933866;10501451;1788490;17547305
2025/09/16 20:30:00;48675762;48237769;5933866;10503632;1788490;17550014
2025/09/16 20:40:00;48682054;48245494;5933866;10505836;1788490;17552756
2025/09/16 20:50:00;48688536;48253330;5933866;10508013;1788490;17555470
2025/09/16 21:00:00;48695042;48261115;5933866;10510150;1788490;17558132
2025/09/16 21:10:00;48701282;48268633;5933866;10512348;1788490;17560897
2025/09/16 21:20:00;48707643;48276272;5933866;10514578;1788490;17563675
2025/09/16 21:30:00;48714009;48283905;5933866;10516778;1788490;17566423
2025/09/16 21:40:00;48720417;48291601;5933866;10518992;1788490;17569168
2025/09/16 21:50:00;48726728;48299191;5933866;10521191;1788490;17571930
2025/09/16 22:00:00;48733160;48306900;5933866;10523419;1788490;17574699
2025/09/16 22:10:00;48739522;48314542;5933866;10525636;1788490;17577469
2025/09/16 22:20:00;48745937;48322222;5933866;10527872;1788490;17580249
2025/09/16 22:30:00;48752166;48329730;5933866;10530151;1788490;17583061
2025/09/16 22:40:00;48758566;48337417;5933866;10532373;1788490;17585828
2025/09/16 22:50:00;48764989;48345126;5933866;10534590;1788490;17588602
2025/09/16 23:00:00;48771343;48352842;5933866;10536852;1788490;17591428
2025/09/16 23:10:00;48777730;48360688;5933871;10539055;1788495;17594234
2025/09/16 23:20:00;48784115;48368523;5933887;10541232;1788495;17596990
2025/09/16 23:30:00;48790407;48375550;5934095;10543720;1788630;17599744
2025/09/16 23:40:00;48796567;48382429;5934197;10546250;1788630;17602554
2025/09/16 23:50:00;48802647;48389802;5934197;10548548;1788630;17605390
2025/09/17 00:00:00;48808898;48397343;5934197;10550829;1788630;17608208
2025/09/17 00:10:00;48815032;48404836;5934197;10553098;1788630;17611034
2025/09/17 00:20:00;48821185;48412441;5934197;10555388;1788630;17613868
2025/09/17 00:30:00;48827172;48419868;5934197;10557705;1788630;17616728
2025/09/17 00:40:00;48833287;48427437;5934197;10559977;1788630;17619551
2025/09/17 00:50:00;48839496;48435104;5934197;10562197;1788630;17622339
2025/09/17 01:00:00;48845658;48442724;5934197;10564426;1788630;17625139
2025/09/17 01:10:00;48851556;48450053;5934197;10566743;1788630;17628012
2025/09/17 01:20:00;48857621;48457413;5934197;10568964;1788630;17630801
2025/09/17 01:30:00;48863739;48464832;5934197;10571206;1788630;17633586
2025/09/17 01:40:00;48869893;48472358;5934197;10573411;1788630;17636345
2025/09/17 01:50:00;48876101;48480023;5934197;10575628;1788630;17639111
2025/09/17 02:00:00;48882234;48487599;5934197;10577851;1788630;17641892
2025/09/17 02:10:00;48888249;48495081;5934197;10580171;1788630;17644731
2025/09/17 02:20:00;48894277;48502564;5934197;10582498;1788630;17647591
2025/09/17 02:30:00;48900408;48510156;5934197;10584796;1788630;17650410
2025/09/17 02:40:00;48906517;48517722;5934197;10587097;1788630;17653245
2025/09/17 02:50:00;48912700;48525362;5934197;10589373;1788630;17656056
2025/09/17 03:00:00;48918673;48532655;5934197;10591723;1788630;17658959
2025/09/17 03:10:00;48924338;48539619;5934197;10594158;1788630;17662063
2025/09/17 03:20:00;nan;nan;nan;nan;nan;nan
2025/09/17 03:30:00;48928582;nan;nan;nan;1788630;17664961
2025/09/17 03:40:00;48930030;48543028;5934284;10595270;1788630;17666122
2025/09/17 03:50:00;48932190;48546641;5934289;10595921;1788630;17667788
2025/09/17 04:00:00;48934458;48550368;5934296;10596587;1788630;17669455
2025/09/17 04:10:00;48938505;48555857;5934296;10598307;1788630;17671961
2025/09/17 04:20:00;48944055;48562868;5934296;10600730;1788630;17675080
2025/09/17 04:30:00;48949580;48569848;5934296;10603122;1788630;17678154
2025/09/17 04:40:00;48955058;48576781;5934296;10605527;1788630;17681241
2025/09/17 04:50:00;48960621;48583797;5934296;10607958;1788630;17684322
2025/09/17 05:00:00;48966362;48590994;5934296;10610341;1788630;17687367
2025/09/17 05:10:00;48972094;48598182;5934296;10612710;1788630;17690407
2025/09/17 05:20:00;48977557;48604952;5934296;10615155;1788630;17693506
2025/09/17 05:30:00;48983137;48611829;5934296;10617530;1788630;17696559
2025/09/17 05:40:00;48988629;48618672;5934296;10619968;1788630;17699655
2025/09/17 05:50:00;48994205;48625702;5934296;10622385;1788630;17702710
2025/09/17 06:00:00;48999784;48632736;5934296;10624799;1788630;17705761
2025/09/17 06:10:00;49005347;48639757;5934296;10627214;1788630;17708833
2025/09/17 06:20:00;49010842;48646712;5934296;10629641;1788630;17711923
2025/09/17 06:30:00;49016222;48653550;5934296;10632088;1788630;17715034
2025/09/17 06:40:00;49021614;48660401;5934296;10634539;1788630;17718145
2025/09/17 06:50:00;49027145;48667385;5934296;10636973;1788630;17721219
2025/09/17 07:00:00;49032723;48674439;5934296;10639402;1788630;17724285
2025/09/17 07:10:00;49038160;48681288;5934296;10641856;1788630;17727399
2025/09/17 07:20:00;49043583;48688008;5934296;10644310;1788630;17730517
2025/09/17 07:30:00;49048982;48694705;5934296;10646770;1788630;17733641
2025/09/17 07:40:00;49054488;48701625;5934296;10649215;1788630;17736738
2025/09/17 07:50:00;49060192;48708787;5934296;10651588;1788630;17739770
2025/09/17 08:00:00;49065747;48715798;5934296;10654009;1788630;17742846
2025/09/17 08:10:00;49071380;48722890;5934296;10656368;1788630;17745899
2025/09/17 08:20:00;49077055;48730021;5934296;10658724;1788630;17748942
2025/09/17 08:30:00;49082562;48736986;5934296;10661145;1788630;17752031
2025/09/17 08:40:00;49088159;48744040;5934296;10663560;1788630;17755090
2025/09/17 08:50:00;49093739;48751076;5934296;10665990;1788630;17758157
2025/09/17 09:00:00;49099180;48757965;5934296;10668444;1788630;17761263
2025/09/17 09:10:00;49104639;48764719;5934296;10670853;1788630;17764347
2025/09/17 09:20:00;49110255;48771628;5934296;10673208;1788630;17767386
2025/09/17 09:30:00;49115937;48778688;5934296;10675551;1788630;17770402
2025/09/17 09:40:00;49121609;48785818;5934296;10677924;1788630;17773429
2025/09/17 09:50:00;49127046;48792711;5934296;10680358;1788630;17776509
2025/09/17 10:00:00;49132372;48799494;5934296;10682813;1788630;17779624
2025/09/17 10:10:00;49137695;48806273;5934296;10685269;1788630;17782737
2025/09/17 10:20:00;49143293;48813326;5934296;10687635;1788630;17785787
2025/09/17 10:30:00;49148834;48820322;5934296;10690065;1788630;17788855
2025/09/17 10:40:00;49154427;48827368;5934296;10692488;1788630;17791905
2025/09/17 10:50:00;49159836;48834232;5934296;10694944;1788630;17794998
2025/09/17 11:00:00;49165229;48840949;5934296;10697387;1788630;17798085
2025/09/17 11:10:00;49170794;48847806;5934296;10699774;1788630;17801115
2025/09/17 11:20:00;49176356;48854705;5934296;10702143;1788630;17804126
2025/09/17 11:30:00;49181941;48861729;5934296;10704575;1788630;17807169
2025/09/17 11:40:00;49187566;48868797;5934296;10707033;1788630;17810225
2025/09/17 11:50:00;49193040;48875726;5934296;10709521;1788630;17813337
2025/09/17 12:00:00;49198495;48882654;5934296;10711990;1788630;17816466
2025/09/17 12:10:00;49203960;48889574;5934296;10714442;1788630;17819592
2025/09/17 12:20:00;49209553;48896634;5934296;10716850;1788630;17822660
2025/09/17 12:30:00;49215324;48903854;5934296;10719199;1788630;17825673
2025/09/17 12:40:00;49221050;48911011;5934296;10721628;1788630;17828742
