"sep=;"
A;modbus:9_mb_WHr_I;modbus:8_mb_WHr_I;modbus:8_mb_WHr_I;modbus:8_mb_WHr_I;modbus:9_mb_WHr_I;modbus:9_mb_WHr_I
Device Name;TTA-1 - MEDICION EMERGENCIA;TG1 - MEDICION GENERAL;TG1 - MEDICION GENERAL;TG1 - MEDICION GENERAL;TTA-1 - MEDICION EMERGENCIA;TTA-1 - MEDICION EMERGENCIA
Device type;;;;;;
Measurement Name;Total Delivered Active Energy;Total Delivered Active Energy;Total Delivered Reactive Energy;Total Received Reactive Energy;Total Delivered Reactive Energy;Total Received Reactive Energy
Measurement Unit;Wh;Wh;VArh;VArh;VArh;VArh
2025/09/28 12:20:00;58693370;62399041;8074376;11172384;1842727;20286476
2025/09/28 12:30:00;58698776;62407228;8075611;11172384;1842727;20287780
2025/09/28 12:40:00;58704249;62415483;8076853;11172384;1842727;20289059
2025/09/28 12:50:00;58709536;62423548;8078068;11172384;1842727;20290342
2025/09/28 13:00:00;58714871;62431563;8079275;11172384;1842727;20291624
2025/09/28 13:10:00;58720331;62439638;8080493;11172384;1842727;20292884
2025/09/28 13:20:00;58725841;62447760;8081726;11172384;1842727;20294127
2025/09/28 13:30:00;58731414;62456150;8082997;11172384;1842727;20295379
2025/09/28 13:40:00;58737134;62464978;8084366;11172384;1842727;20296916
2025/09/28 13:50:00;58742565;62473513;8085692;11172384;1842727;20298465
2025/09/28 14:00:00;58748118;62482171;8087035;11172384;1842727;20300014
2025/09/28 14:10:00;58753535;62490708;8088369;11172384;1842727;20301681
2025/09/28 14:20:00;58759173;62499458;8089734;11172384;1842727;20303304
2025/09/28 14:30:00;58765297;62508690;8091201;11172384;1842727;20304862
2025/09/28 14:40:00;58771610;62518110;8092713;11172384;1842727;20306381
2025/09/28 14:50:00;58777747;62527353;8094196;11172384;1842727;20307925
2025/09/28 15:00:00;58783679;62536389;8095641;11172384;1842727;20309481
2025/09/28 15:10:00;58788931;62544742;8097013;11172384;1842727;20311127
2025/09/28 15:20:00;58794361;62553269;8098400;11172384;1842727;20312731
2025/09/28 15:30:00;58799814;62561815;8099783;11172384;1842727;20314326
2025/09/28 15:40:00;58805382;62570478;8101176;11172384;1842727;20315896
2025/09/28 15:50:00;58810734;62578923;8102538;11172384;1842727;20317492
2025/09/28 16:00:00;58816159;62587439;8103904;11172384;1842727;20319077
2025/09/28 16:10:00;58821523;62595894;8105256;11172384;1842727;20320662
2025/09/28 16:20:00;58826937;62604397;8106621;11172384;1842727;20322249
2025/09/28 16:30:00;58832443;62612992;8108015;11172384;1842727;20323828
2025/09/28 16:40:00;58838037;62621670;8109422;11172384;1842727;20325391
2025/09/28 16:50:00;58843449;62630165;8110801;11172384;1842727;20326987
2025/09/28 17:00:00;58848834;62638640;8112165;11172384;1842727;20328582
2025/09/28 17:10:00;58854173;62647060;8113523;11172384;1842727;20330183
2025/09/28 17:20:00;58859441;62655422;8114874;11172384;1842727;20331790
2025/09/28 17:30:00;58864985;62664052;8116273;11172384;1842727;20333360
2025/09/28 17:40:00;58870434;62672584;8117658;11172384;1842727;20334949
2025/09/28 17:50:00;58875949;62681179;8119053;11172384;1842727;20336546
2025/09/28 18:00:00;58881355;62689666;8120427;11172384;1842727;20338147
2025/09/28 18:10:00;58887009;62698397;8121847;11172384;1842727;20339721
2025/09/28 18:20:00;58892451;62706938;8123233;11172384;1842727;20341320
2025/09/28 18:30:00;58897891;62715464;8124617;11172384;1842727;20342927
2025/09/28 18:40:00;58903397;62724052;8126014;11172384;1842727;20344534
2025/09/28 18:50:00;58908861;62732599;8127401;11172384;1842727;20346145
2025/09/28 19:00:00;58914574;62741402;8128825;11172384;1842727;20347719
2025/09/28 19:10:00;58920338;62750252;8130246;11172384;1842727;20349300
2025/09/28 19:20:00;58926069;62759066;8131657;11172384;1842727;20350878
2025/09/28 19:30:00;58931840;62767922;8133071;11172384;1842727;20352458
2025/09/28 19:40:00;58937955;62777131;8134536;11172384;1842727;20353992
2025/09/28 19:50:00;58943926;62786189;8135974;11172384;1842727;20355556
2025/09/28 20:00:00;58949873;62795229;8137419;11172384;1842727;20357137
2025/09/28 20:10:00;58956105;62804552;8138913;11172384;1842727;20358673
2025/09/28 20:20:00;58962035;62813568;8140351;11172384;1842727;20360253
2025/09/28 20:30:00;58968073;62822705;8141811;11172384;1842727;20361817
2025/09/28 20:40:00;58974378;62832099;8143303;11172384;1842727;20363344
2025/09/28 20:50:00;58980521;62841332;8144773;11172384;1842727;20364899
2025/09/28 21:00:00;58986760;62850664;8146257;11172384;1842727;20366448
2025/09/28 21:10:00;58993139;62860136;8147764;11172384;1842727;20367979
2025/09/28 21:20:00;58999588;62869680;8149278;11172384;1842727;20369512
2025/09/28 21:30:00;59006284;62879468;8150833;11172384;1842727;20371010
2025/09/28 21:40:00;59012984;62889261;8152393;11172384;1842727;20372503
2025/09/28 21:50:00;59019499;62898870;8153937;11172384;1842727;20374014
2025/09/28 22:00:00;59026373;62908834;8155542;11172384;1842727;20375461
2025/09/28 22:10:00;59033167;62918719;8157135;11172384;1842727;20376929
2025/09/28 22:20:00;59040090;62928733;8158758;11172384;1842727;20378383
2025/09/28 22:30:00;59046999;62938731;8160377;11172384;1842727;20379839
2025/09/28 22:40:00;59054078;62948888;8162020;11172384;1842727;20381276
2025/09/28 22:50:00;59060927;62958830;8163632;11172384;1842727;20382742
2025/09/28 23:00:00;59068042;62969045;8165288;11172384;1842727;20384142
2025/09/28 23:10:00;59075119;62979057;8166914;11172384;1842727;20385549
2025/09/28 23:20:00;59081959;62988826;8168501;11172384;1842727;20386959
2025/09/28 23:30:00;59089051;62998851;8170129;11172384;1842727;20388359
2025/09/28 23:40:00;59096236;63008969;8171779;11172384;1842727;20389720
2025/09/28 23:50:00;59103202;63018876;8173402;11172384;1842727;20391140
2025/09/29 00:00:00;59110137;63028747;8175020;11172384;1842727;20392561
2025/09/29 00:10:00;59116863;63038406;8176600;11172384;1842727;20394013
2025/09/29 00:20:00;59123959;63048434;8178236;11172384;1842727;20395423
2025/09/29 00:30:00;59130959;63058389;8179863;11172384;1842727;20396851
2025/09/29 00:40:00;59137682;63068045;8181444;11172384;1842727;20398313
2025/09/29 00:50:00;59144662;63077967;8183067;11172384;1842727;20399747
2025/09/29 01:00:00;59151461;63087805;8184674;11172384;1842727;20401191
2025/09/29 01:10:00;59158426;63097842;8186310;11172384;1842727;20402590
2025/09/29 01:20:00;59165347;63107862;8187942;11172384;1842727;20404024
2025/09/29 01:30:00;59171968;63117581;8189528;11172384;1842727;20405494
2025/09/29 01:40:00;59178709;63127426;8191132;11172384;1842727;20406939
2025/09/29 01:50:00;59185355;63137173;8192719;11172384;1842727;20408412
2025/09/29 02:00:00;59191969;63146893;8194304;11172384;1842727;20409885
2025/09/29 02:10:00;59198425;63156455;8195850;11172384;1842727;20411421
2025/09/29 02:20:00;59204878;63166017;8197390;11172384;1842727;20412955
2025/09/29 02:30:00;59211487;63175740;8198956;11172384;1842727;20414502
2025/09/29 02:40:00;59217958;63185175;8200455;11172384;1842727;20416129
2025/09/29 02:50:00;59224258;63194434;8201923;11172384;1842727;20417799
2025/09/29 03:00:00;59230657;63203898;8203418;11172384;1842727;20419454
2025/09/29 03:10:00;59236816;63213160;8204876;11172384;1842727;20420982
2025/09/29 03:20:00;59242325;63221777;8206223;11172384;1842727;20422613
2025/09/29 03:30:00;59247817;63230385;8207557;11172384;1842727;20424273
2025/09/29 03:40:00;59253211;63238909;8208881;11172384;1842727;20426042
2025/09/29 03:50:00;59258220;63247055;8210158;11172384;1842727;20427877
2025/09/29 04:00:00;59263174;63255143;8211430;11172384;1842727;20429713
2025/09/29 04:10:00;59268253;63263352;8212718;11172384;1842727;20431530
2025/09/29 04:20:00;59273142;63271380;8213965;11172384;1842727;20433388
2025/09/29 04:30:00;59277303;63278674;8215083;11172384;1842727;20435262
2025/09/29 04:40:00;59281060;63285556;8216113;11172384;1842727;20437152
2025/09/29 04:50:00;59284583;63292204;8217095;11172384;1842727;20439065
2025/09/29 05:00:00;59288032;63298778;8218068;11172384;1842727;20440987
2025/09/29 05:10:00;59291495;63305361;8219042;11172384;1842727;20442916
2025/09/29 05:20:00;59294975;63311966;8220020;11172384;1842727;20444834
2025/09/29 05:30:00;59298394;63318514;8220992;11172384;1842727;20446773
2025/09/29 05:40:00;59301787;63325039;8222000;11172384;1842727;20448730
2025/09/29 05:50:00;59305259;63331641;8223028;11172384;1842727;20450698
2025/09/29 06:00:00;59308677;63338185;8224047;11172384;1842727;20452689
2025/09/29 06:10:00;59312148;63344801;8225080;11172384;1842727;20454676
2025/09/29 06:20:00;59315554;63351325;8226102;11172384;1842727;20456670
2025/09/29 06:30:00;59318797;63357703;8227056;11172384;1842727;20458673
2025/09/29 06:40:00;59322032;63364076;8228008;11172384;1842727;20460691
2025/09/29 06:50:00;59325277;63370460;8228964;11172384;1842727;20462729
2025/09/29 07:00:00;59328458;63376782;8229911;11172384;1842727;20464783
2025/09/29 07:10:00;59331637;63383102;8230858;11172384;1842727;20466842
2025/09/29 07:20:00;59334862;63389481;8231816;11172384;1842727;20468903
2025/09/29 07:30:00;59338277;63396038;8232832;11172384;1842727;20470957
2025/09/29 07:40:00;59341703;63402605;8233874;11172384;1842727;20473029
2025/09/29 07:50:00;59345136;63409181;8234916;11172384;1842727;20475105
2025/09/29 08:00:00;59348555;63415743;8235959;11172384;1842727;20477193
2025/09/29 08:10:00;59352070;63422401;8237018;11172384;1842727;20479258
2025/09/29 08:20:00;59355514;63428989;8238062;11172384;1842727;20481332
2025/09/29 08:30:00;59358702;63435322;8239018;11172384;1842727;20483419
2025/09/29 08:40:00;59361890;63441659;8239974;11172384;1842727;20485507
2025/09/29 08:50:00;59365144;63448053;8240943;11172384;1842727;20487552
2025/09/29 09:00:00;59368338;63454387;8241903;11172384;1842727;20489607
2025/09/29 09:10:00;59371579;63460770;8242870;11172384;1842727;20491651
2025/09/29 09:20:00;59374782;63467113;8243831;11172384;1842727;20493697
2025/09/29 09:30:00;59378167;63473642;8244858;11172384;1842727;20495764
2025/09/29 09:40:00;59381573;63480192;8245910;11172384;1842727;20497832
2025/09/29 09:50:00;59384977;63486741;8246964;11172384;1842727;20499906
2025/09/29 10:00:00;59388379;63493284;8248015;11172384;1842727;20501952
2025/09/29 10:10:00;59391809;63499846;8249069;11172384;1842727;20503991
2025/09/29 10:20:00;59395276;63506455;8250129;11172384;1842727;20506007
2025/09/29 10:30:00;59398664;63512992;8251177;11172384;1842727;20508031
2025/09/29 10:40:00;59402038;63519502;8252220;11172384;1842727;20510044
2025/09/29 10:50:00;59405408;63526006;8253264;11172384;1842727;20512036
2025/09/29 11:00:00;59408925;63532652;8254334;11172384;1842727;20513981
2025/09/29 11:10:00;59412154;63539009;8255315;11172384;1842727;20515914
2025/09/29 11:20:00;59415464;63545442;8256316;11172384;1842727;20517820
2025/09/29 11:30:00;59418666;63551762;8257277;11172384;1842727;20519712
2025/09/29 11:40:00;59421827;63558043;8258232;11172384;1842727;20521575
2025/09/29 11:50:00;59425287;63564620;8259266;11172384;1842727;20523428
2025/09/29 12:00:00;59428716;63571188;8260310;11172384;1842727;20525422
2025/09/29 12:10:00;59431984;63577588;8261296;11172384;1842727;20527409
2025/09/29 12:20:00;59435386;63584128;8262315;11172384;1842727;20529362
2025/09/29 12:30:00;59438922;63590795;8263369;11172384;1842727;20531281
2025/09/29 12:40:00;59442450;63597444;8264416;11172384;1842727;20533188
2025/09/29 12:50:00;59446181;63604312;8265511;11172384;1842727;20535040
2025/09/29 13:00:00;59449882;63611125;8266577;11172384;1842727;20536931
2025/09/29 13:10:00;59454008;63618395;8267713;11172384;1842727;20538853
2025/09/29 13:20:00;59458147;63625685;8268850;11172384;1842727;20540731
2025/09/29 13:30:00;59462415;63633082;8270018;11172384;1842727;20542569
2025/09/29 13:40:00;59466507;63640279;8271142;11172384;1842727;20544414
2025/09/29 13:50:00;59470678;63647591;8272295;11172384;1842727;20546297
2025/09/29 14:00:00;59474962;63654995;8273458;11172384;1842727;20548123
2025/09/29 14:10:00;59479134;63662264;8274586;11172384;1842727;20549919
2025/09/29 14:20:00;59483573;63669815;8275786;11172384;1842727;20551692
2025/09/29 14:30:00;59487978;63677393;8276964;11172384;1842727;20553474
2025/09/29 14:40:00;59492448;63684969;8278162;11172384;1842727;20555216
2025/09/29 14:50:00;59496734;63692292;8279302;11172384;1842727;20556917
2025/09/29 15:00:00;59501455;63700112;8280536;11172384;1842727;20558592
2025/09/29 15:10:00;59507066;63708815;8281971;11172384;1842727;20560140
2025/09/29 15:20:00;59512577;63717412;8283368;11172384;1842727;20561698
2025/09/29 15:30:00;59518117;63726038;8284759;11172384;1842727;20563236
2025/09/29 15:40:00;59523562;63734574;8286130;11172384;1842727;20564781
2025/09/29 15:50:00;59529227;63743321;8287551;11172384;1842727;20566332
2025/09/29 16:00:00;59534734;63751917;8288933;11172384;1842727;20567879
2025/09/29 16:10:00;59540253;63760521;8290322;11172384;1842727;20569425
2025/09/29 16:20:00;59545967;63769333;8291748;11172384;1842727;20570996
2025/09/29 16:30:00;59551552;63778012;8293147;11172384;1842727;20572610
2025/09/29 16:40:00;59557128;63786680;8294536;11172384;1842727;20574209
2025/09/29 16:50:00;59562696;63795347;8295935;11172384;1842727;20575820
2025/09/29 17:00:00;59568472;63804215;8297367;11172384;1842727;20577408
2025/09/29 17:10:00;59573909;63812736;8298748;11172384;1842727;20579091
2025/09/29 17:20:00;59579600;63821537;8300171;11172384;1842727;20580731
2025/09/29 17:30:00;59585282;63830305;8301591;11172384;1842727;20582396
2025/09/29 17:40:00;59590916;63839055;8303005;11172384;1842727;20584077
2025/09/29 17:50:00;59596541;63847772;8304416;11172384;1842727;20585813
2025/09/29 18:00:00;59602255;63856593;8305844;11172384;1842727;20587539
2025/09/29 18:10:00;59607944;63865393;8307267;11172384;1842727;20589290
2025/09/29 18:20:00;59613593;63874157;8308681;11172384;1842727;20591033
2025/09/29 18:30:00;59619234;63882910;8310104;11172384;1842727;20592812
2025/09/29 18:40:00;59624967;63891661;8311526;11172384;1842727;20594578
2025/09/29 18:50:00;59630591;63900233;8312925;11172384;1842727;20596348
2025/09/29 19:00:00;59636215;63908845;8314330;11172384;1842727;20598092
2025/09/29 19:10:00;59642213;63917960;8315801;11172384;1842727;20599752
2025/09/29 19:20:00;59648302;63927149;8317274;11172384;1842727;20601382
2025/09/29 19:30:00;59654122;63936054;8318698;11172384;1842727;20603031
2025/09/29 19:40:00;59660081;63945108;8320143;11172384;1842727;20604645
2025/09/29 19:50:00;59665892;63954013;8321561;11172384;1842727;20606258
2025/09/29 20:00:00;59671913;63963144;8323021;11172384;1842727;20607858
2025/09/29 20:10:00;59677768;63972072;8324446;11172384;1842727;20609443
2025/09/29 20:20:00;59683640;63981028;8325877;11172384;1842727;20611034
2025/09/29 20:30:00;59689613;63990093;8327323;11172384;1842727;20612608
2025/09/29 20:40:00;59695636;63999226;8328785;11172384;1842727;20614188
2025/09/29 20:50:00;59701355;64008033;8330194;11172384;1842727;20615807
2025/09/29 21:00:00;59707397;64017151;8331646;11172384;1842727;20617399
2025/09/29 21:10:00;59713547;64026411;8333122;11172384;1842727;20619005
2025/09/29 21:20:00;59719764;64035708;8334600;11172384;1842727;20620588
2025/09/29 21:30:00;59725967;64045001;8336078;11172384;1842727;20622169
2025/09/29 21:40:00;59732054;64054187;8337533;11172384;1842727;20623778
2025/09/29 21:50:00;59738677;64063914;8339081;11172384;1842727;20625292
2025/09/29 22:00:00;59745294;64073622;8340628;11172384;1842727;20626807
2025/09/29 22:10:00;59752046;64083467;8342188;11172384;1842727;20628355
2025/09/29 22:20:00;59759452;64093991;8343838;11172384;1842727;20629852
2025/09/29 22:30:00;59766668;64104285;8345449;11172384;1842727;20631261
2025/09/29 22:40:00;59773965;64114664;8347071;11172384;1842727;20632649
2025/09/29 22:50:00;59781263;64125046;8348688;11172384;1842727;20634057
2025/09/29 23:00:00;59788626;64135505;8350325;11172384;1842727;20635494
2025/09/29 23:10:00;59795735;64145716;8351925;11172384;1842727;20636980
2025/09/29 23:20:00;59803180;64156250;8353574;11172384;1842727;20638369
2025/09/29 23:30:00;59810397;64166557;8355187;11172384;1842727;20639769
2025/09/29 23:40:00;59817478;64176725;8356780;11172384;1842727;20641186
2025/09/29 23:50:00;59824850;64187172;8358421;11172384;1842727;20642575
2025/09/30 00:00:00;59832155;64197567;8360057;11172384;1842727;20643983
2025/09/30 00:10:00;59839189;64207700;8361653;11172384;1842727;20645435
2025/09/30 00:20:00;59846293;64217896;8363264;11172384;1842727;20646881
2025/09/30 00:30:00;59853362;64228058;8364866;11172384;1842727;20648345
2025/09/30 00:40:00;59860616;64238411;8366493;11172384;1842727;20649790
2025/09/30 00:50:00;59867690;64248598;8368094;11172384;1842727;20651260
2025/09/30 01:00:00;59874944;64258944;8369725;11172384;1842727;20652725
2025/09/30 01:10:00;59882080;64269180;8371339;11172384;1842727;20654216
2025/09/30 01:20:00;59889163;64279370;8372945;11172384;1842727;20655723
2025/09/30 01:30:00;59896131;64289458;8374539;11172384;1842727;20657247
2025/09/30 01:40:00;59903231;64299656;8376158;11172384;1842727;20658776
2025/09/30 01:50:00;59910184;64309718;8377752;11172384;1842727;20660331
2025/09/30 02:00:00;59917230;64319873;8379364;11172384;1842727;20661872
2025/09/30 02:10:00;59924315;64330073;8380981;11172384;1842727;20663416
2025/09/30 02:20:00;59931394;64340289;8382594;11172384;1842727;20664972
2025/09/30 02:30:00;59938417;64350430;8384198;11172384;1842727;20666535
2025/09/30 02:40:00;59945016;64360136;8385719;11172384;1842727;20668111
2025/09/30 02:50:00;59951445;64369674;8387190;11172384;1842727;20669746
2025/09/30 03:00:00;59957922;64379288;8388673;11172384;1842727;20671377
2025/09/30 03:10:00;59964030;64388525;8390092;11172384;1842727;20673151
2025/09/30 03:20:00;59969829;64397464;8391460;11172384;1842727;20674960
2025/09/30 03:30:00;59975440;64406221;8392802;11172384;1842727;20676776
2025/09/30 03:40:00;59981026;64414944;8394136;11172384;1842727;20678596
2025/09/30 03:50:00;59986497;64423542;8395452;11172384;1842727;20680447
2025/09/30 04:00:00;59992024;64432189;8396770;11172384;1842727;20682093
2025/09/30 04:10:00;59997149;64440422;8398024;11172384;1842727;20683748
2025/09/30 04:20:00;60001824;64448197;8399222;11172384;1842727;20685453
2025/09/30 04:30:00;60005579;64455057;8400271;11172384;1842727;20687257
2025/09/30 04:40:00;60008716;64461307;8401219;11172384;1842727;20689197
2025/09/30 04:50:00;60011771;64467479;8402154;11172384;1842727;20691154
2025/09/30 05:00:00;60014665;64473488;8403054;11172384;1842727;20693144
2025/09/30 05:10:00;60017561;64479506;8403955;11172384;1842727;20695157
2025/09/30 05:20:00;60020543;64485607;8404888;11172384;1842727;20697149
2025/09/30 05:30:00;60023217;64491402;8405765;11172384;1842727;20699192
2025/09/30 05:40:00;60025780;64497088;8406624;11172384;1842727;20701250
2025/09/30 05:50:00;60028229;64502665;8407480;11172384;1842727;20703355
2025/09/30 06:00:00;60000000;64500000;8408362;11172384;1842727;20705500
2025/09/30 06:10:00;60033284;64514098;8409221;11172384;1842727;20707639
2025/09/30 06:20:00;60035662;64519604;8410045;11172384;1842727;20709761
2025/09/30 06:30:00;60038140;64525096;8410910;11172384;1842727;20711809
2025/09/30 06:40:00;60040606;64530694;8411770;11172384;1842727;20713948
2025/09/30 06:50:00;60042995;64536247;8412619;11172384;1842727;20716119
2025/09/30 07:00:00;60045371;64541755;8413458;11172384;1842727;20718264
2025/09/30 07:10:00;60047834;64547321;8414330;11172384;1842727;20720391
2025/09/30 07:20:00;60050292;64552906;8415170;11172384;1842727;20722528
2025/09/30 07:30:00;60052675;64558423;8416007;11172384;1842727;20724683
2025/09/30 07:40:00;60055266;64564154;8416935;11172384;1842727;20726825
2025/09/30 07:50:00;60057784;64569804;8417853;11172384;1842727;20728991
2025/09/30 08:00:00;60060391;64575543;8418786;11172384;1842727;20731137
2025/09/30 08:10:00;60062922;64581209;8419705;11172384;1842727;20733314
2025/09/30 08:20:00;60065383;64586806;8420570;11172384;1842727;20735463
2025/09/30 08:30:00;60067690;64592241;8421389;11172384;1842727;20737625
2025/09/30 08:40:00;60070044;64597725;8422224;11172384;1842727;20739779
2025/09/30 08:50:00;60072400;64603210;8423075;11172384;1842727;20741943
2025/09/30 09:00:00;60074912;64608856;8424000;11172384;1842727;20744114
2025/09/30 09:10:00;60077309;64614383;8424871;11172384;1842727;20746264
2025/09/30 09:20:00;60079842;64620077;8425738;11172384;1842727;20748392
2025/09/30 09:30:00;60082146;64625516;8426562;11172384;1842727;20750521
2025/09/30 09:40:00;60084404;64630873;8427373;11172384;1842727;20752665
2025/09/30 09:50:00;60086679;64636275;8428193;11172384;1842727;20754786
2025/09/30 10:00:00;60089023;64641741;8429025;11172384;1842727;20756864
2025/09/30 10:10:00;60091296;64647135;8429845;11172384;1842727;20758942
2025/09/30 10:20:00;60093569;64652526;8430665;11172384;1842727;20761002
2025/09/30 10:30:00;60095877;64657950;8431492;11172384;1842727;20763044
2025/09/30 10:40:00;60098237;64663422;8432327;11172384;1842727;20765031
2025/09/30 10:50:00;60100491;64668787;8433146;11172384;1842727;20767015
2025/09/30 11:00:00;60102862;64674266;8433998;11172384;1842727;20768975
2025/09/30 11:10:00;60105365;64679874;8434905;11172384;1842727;20770905
2025/09/30 11:20:00;60107819;64685443;8435775;11172384;1842727;20772963
2025/09/30 11:30:00;60110231;64690991;8436633;11172384;1842727;20775003
2025/09/30 11:40:00;60112818;64696713;8437546;11172384;1842727;20777045
2025/09/30 11:50:00;60115331;64702341;8438433;11172384;1842727;20779082
2025/09/30 12:00:00;60117858;64707992;8439315;11172384;1842727;20781103
2025/09/30 12:10:00;60120522;64713793;8440238;11172384;1842727;20783133
2025/09/30 12:20:00;60123100;64719499;8441145;11172384;1842727;20785183
2025/09/30 12:30:00;60125783;64725310;8442071;11172384;1842727;20787227
2025/09/30 12:40:00;60128765;64731422;8443082;11172384;1842727;20789294
2025/09/30 12:50:00;60131833;64737638;8444083;11172384;1842727;20791312
2025/09/30 13:00:00;60134810;64743731;8445075;11172384;1842727;20793314
2025/09/30 13:10:00;60137741;64749783;8446074;11172384;1842727;20795302
2025/09/30 13:20:00;60141157;64756317;8447111;11172384;1842727;20797182
2025/09/30 13:30:00;60144930;64763210;8448217;11172384;1842727;20799056
2025/09/30 13:40:00;60148738;64770129;8449322;11172384;1842727;20800887
2025/09/30 13:50:00;60152608;64777111;8450439;11172384;1842727;20802706
2025/09/30 14:00:00;60200000;64800000;8451570;11172384;1842727;20804600
2025/09/30 14:10:00;60160761;64791779;8452783;11172384;1842727;20806616
2025/09/30 14:20:00;60164728;64798862;8453904;11172384;1842727;20808469
2025/09/30 14:30:00;60168369;64805367;8454940;11172384;1842727;20810169
2025/09/30 14:40:00;60172450;64812578;8456086;11172384;1842727;20811989
2025/09/30 14:50:00;60176470;64819715;8457218;11172384;1842727;20813815
2025/09/30 15:00:00;60180711;64827072;8458390;11172384;1842727;20815616
2025/09/30 15:10:00;60185531;64834999;8459708;11172384;1842727;20817372
2025/09/30 15:20:00;60190930;64843500;8461110;11172384;1842727;20818998
2025/09/30 15:30:00;60196524;64852199;8462536;11172384;1842727;20820592
2025/09/30 15:40:00;60202191;64860966;8463956;11172384;1842727;20822157
2025/09/30 15:50:00;60207671;64869544;8465341;11172384;1842727;20823736
2025/09/30 16:00:00;60212989;64877958;8466699;11172384;1842727;20825330
2025/09/30 16:10:00;60218374;64886441;8468076;11172384;1842727;20826920
2025/09/30 16:20:00;60223877;64895038;8469463;11172384;1842727;20828477
2025/09/30 16:30:00;60229408;64903656;8470861;11172384;1842727;20830035
2025/09/30 16:40:00;60235138;64912478;8472295;11172384;1842727;20831569
2025/09/30 16:50:00;60240577;64921005;8473685;11172384;1842727;20833141
2025/09/30 17:00:00;60245867;64929383;8475052;11172384;1842727;20834743
2025/09/30 17:10:00;60251077;64937681;8476416;11172384;1842727;20836379
2025/09/30 17:20:00;60256296;64945987;8477772;11172384;1842727;20838007
2025/09/30 17:30:00;60261563;64954345;8479129;11172384;1842727;20839620
2025/09/30 17:40:00;60266808;64962675;8480496;11172384;1842727;20841271
2025/09/30 17:50:00;60272042;64971002;8481861;11172384;1842727;20842948
2025/09/30 18:00:00;60277242;64979294;8483212;11172384;1842727;20844658
2025/09/30 18:10:00;60282672;64987820;8484601;11172384;1842727;20846339
2025/09/30 18:20:00;60287801;64996048;8485942;11172384;1842727;20848064
2025/09/30 18:30:00;60293016;65004361;8487304;11172384;1842727;20849792
2025/09/30 18:40:00;60298148;65012592;8488650;11172384;1842727;20851521
2025/09/30 18:50:00;60303368;65020915;8490010;11172384;1842727;20853252
2025/09/30 19:00:00;60308577;65029217;8491369;11172384;1842727;20854979
2025/09/30 19:10:00;60314069;65037801;8492768;11172384;1842727;20856665
2025/09/30 19:20:00;60319854;65046692;8494194;11172384;1842727;20858292
2025/09/30 19:30:00;60325718;65055645;8495623;11172384;1842727;20859878
2025/09/30 19:40:00;60331625;65064607;8497047;11172384;1842727;20861413
2025/09/30 19:50:00;60337487;65073558;8498469;11172384;1842727;20862969
2025/09/30 20:00:00;60343294;65082447;8499878;11172384;1842727;20864547
2025/09/30 20:10:00;60349142;65091383;8501302;11172384;1842727;20866116
2025/09/30 20:20:00;60354995;65100323;8502725;11172384;1842727;20867674
2025/09/30 20:30:00;60361161;65109573;8504202;11172384;1842727;20869179
2025/09/30 20:40:00;60367122;65118632;8505648;11172384;1842727;20870728
2025/09/30 20:50:00;60373395;65128005;8507143;11172384;1842727;20872252
2025/09/30 21:00:00;60379908;65137607;8508669;11172384;1842727;20873747
2025/09/30 21:10:00;60386145;65146913;8510142;11172384;1842727;20875279
2025/09/30 21:20:00;60392680;65156554;8511665;11172384;1842727;20876792
2025/09/30 21:30:00;60399195;65166146;8513183;11172384;1842727;20878310
2025/09/30 21:40:00;60406021;65176060;8514747;11172384;1842727;20879779
2025/09/30 21:50:00;60412657;65185783;8516278;11172384;1842727;20881270
2025/09/30 22:00:00;60419302;65195512;8517812;11172384;1842727;20882739
2025/09/30 22:10:00;60426087;65205384;8519371;11172384;1842727;20884197
2025/09/30 22:20:00;60432836;65215224;8520918;11172384;1842727;20885671
2025/09/30 22:30:00;60439685;65225166;8522480;11172384;1842727;20887126
2025/09/30 22:40:00;60446472;65235044;8524037;11172384;1842727;20888609
2025/09/30 22:50:00;60453431;65245105;8525627;11172384;1842727;20890119
2025/09/30 23:00:00;60460243;65255027;8527194;11172384;1842727;20891701
2025/09/30 23:10:00;60467040;65264929;8528763;11172384;1842727;20893311
2025/09/30 23:20:00;60473993;65274990;8530356;11172384;1842727;20894774
2025/09/30 23:30:00;60480830;65284913;8531924;11172384;1842727;20896231
2025/09/30 23:40:00;60487534;65294700;8533471;11172384;1842727;20897701
2025/09/30 23:50:00;60494573;65304758;8535058;11172384;1842727;20899046
2025/10/01 00:00:00;60501387;65314663;8536625;11172384;1842727;20900497
2025/10/01 00:10:00;60508185;65324553;8538188;11172384;1842727;20901967
2025/10/01 00:20:00;60515180;65334640;8539786;11172384;1842727;20903425
2025/10/01 00:30:00;60522050;65344606;8541361;11172384;1842727;20904907
2025/10/01 00:40:00;60528866;65354518;8542929;11172384;1842727;20906390
2025/10/01 00:50:00;60535732;65364483;8544511;11172384;1842727;20907866
2025/10/01 01:00:00;60542452;65374303;8546070;11172384;1842727;20909371
2025/10/01 01:10:00;60549276;65384226;8547644;11172384;1842727;20910873
2025/10/01 01:20:00;60555994;65394048;8549203;11172384;1842727;20912401
2025/10/01 01:30:00;60562666;65403824;8550756;11172384;1842727;20913949
2025/10/01 01:40:00;60569553;65413814;8552349;11172384;1842727;20915476
