"sep=;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2
Element ID;zigbee:1_zd_WHr_I;zigbee:2_zd_WHr_I;.;zigbee:4_zd_WHr_I;zigbee:5_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:7_zd_WHr_I;zigbee:8_zd_WHr_I;zigbee:9_zd_WHr_I;.;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:16_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:21_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:34_zd_WHr_I;modbus:1_mb_WHr_I;zigbee:32_zd_WHr_I;zigbee:32_zd_WHr_I;modbus:1_mb_WHr_I;modbus:1_mb_WHr_I;zigbee:11_zd_WHr_I;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:31_zd_WHr_I
2025/09/12 15:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18119;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42085;94466;0;446036;65;6912;30447;153302;32738;3096;;;;;5077;2866;;;;
2025/09/12 15:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18371;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42212;94702;0;446312;65;6942;30447;153434;32774;3298;;;;;5091;2869;;;;
2025/09/12 16:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18465;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42339;94903;0;446634;65;6965;30472;153547;32871;3351;;;;;5102;2875;;;;
2025/09/12 16:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18544;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42509;95164;0;446957;65;6987;30478;153686;33047;3351;;;;;5108;2884;;;;
2025/09/12 16:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18606;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42635;95411;0;447255;65;7017;30481;153809;33183;3351;;;;;5132;2891;;;;
2025/09/12 16:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18680;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42762;95599;0;447547;65;7040;30481;153933;33340;3351;;;;;5132;2902;;;;
2025/09/12 16:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18750;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;42932;95872;0;447899;65;7062;30481;154061;33487;3351;;;;;5149;2906;;;;
2025/09/12 16:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18799;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43059;96102;0;448272;65;7092;30481;154191;33597;3351;;;;;5168;2911;;;;
2025/09/12 17:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18843;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43185;96244;0;448585;65;7115;30481;154319;33699;3351;;;;;5169;2922;;;;
2025/09/12 17:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18904;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43355;96580;0;448894;65;7137;30481;154443;33835;3351;;;;;5186;2925;;;;
2025/09/12 17:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18934;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43482;96796;0;449199;65;7167;30481;154563;33912;3351;;;;;5195;2930;;;;
2025/09/12 17:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;18963;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43609;97016;0;449496;65;7190;30481;154682;33987;3351;;;;;5207;2934;;;;
2025/09/12 17:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19002;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43778;97287;0;449788;65;7212;30481;154799;34060;3351;;;;;5216;2940;;;;
2025/09/12 17:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19032;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43905;97500;0;450077;65;7242;30481;154916;34162;3351;;;;;5229;2945;;;;
2025/09/12 18:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19060;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44032;97711;0;450365;65;7264;30481;155032;34234;3351;;;;;5248;2947;;;;
2025/09/12 18:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19099;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44201;97983;0;450661;65;7287;30488;155142;34330;3351;;;;;5248;2956;;;;
2025/09/12 18:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19128;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44328;98213;0;451023;65;7317;30539;155217;34407;3351;;;;;5268;2966;;;;
2025/09/12 18:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19158;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44454;98409;0;451252;65;7340;30581;155242;34486;3351;;;;;5273;2975;;;;
2025/09/12 18:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19245;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44625;98700;0;451631;65;7362;30629;155303;34679;3351;;;;;5284;2983;;;;
2025/09/12 18:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19294;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44754;98927;0;452122;65;7393;30710;155364;34799;3351;;;;;5298;2987;;;;
2025/09/12 19:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19343;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44882;99122;0;452708;65;7416;30818;155400;34910;3351;;;;;5299;3000;;;;
2025/09/12 19:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19410;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45057;99421;0;453132;65;7438;30878;155477;35068;3351;;;;;5315;3004;;;;
2025/09/12 19:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19461;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45208;99631;0;453496;65;7466;30925;155557;35184;3351;;;;;5319;3011;;;;
2025/09/12 19:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19516;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45336;99842;0;453863;65;7489;30925;155686;35307;3351;;;;;5331;3017;;;;
2025/09/12 19:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19581;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45507;100134;0;454218;65;7512;30927;155820;35448;3351;;;;;5336;3026;;;;
2025/09/12 19:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19630;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45634;100355;0;454623;65;7542;30970;155934;35555;3351;;;;;5353;3035;;;;
2025/09/12 20:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19675;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45760;100564;0;455000;65;7564;30987;156071;35658;3351;;;;;5367;3039;;;;
2025/09/12 20:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19785;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;45936;100841;0;455546;65;7587;31077;156143;35876;3351;;;;;5369;3050;;;;
2025/09/12 20:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19835;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46063;101083;0;456024;65;7616;31123;156257;35982;3351;;;;;5389;3054;;;;
2025/09/12 20:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19896;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46190;101277;0;456627;65;7638;31239;156363;36116;3351;;;;;5392;3064;;;;
2025/09/12 20:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;19967;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46358;101562;0;457156;65;7661;31277;156521;36281;3351;;;;;5404;3069;;;;
2025/09/12 20:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46485;101793;0;457689;65;7691;31333;156643;36393;3351;;;;;5417;3073;;;;
2025/09/12 21:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20057;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46612;102014;0;458232;65;7713;31422;156711;36483;3351;;;;;5421;3084;;;;
2025/09/12 21:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20137;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46787;102314;0;458689;65;7735;31441;156847;36643;3351;;;;;5427;3093;;;;
2025/09/12 21:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20198;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46932;102557;0;459181;67;7759;31499;156941;36764;3351;;;;;5469;3093;;;;
2025/09/12 21:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20263;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47088;102771;0;459678;69;7775;31554;157040;36891;3351;;;;;5485;3097;;;;
2025/09/12 21:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20399;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47265;103053;0;460260;69;7802;31654;157098;37175;3351;;;;;5493;3105;;;;
2025/09/12 21:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20467;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47398;103260;0;460681;69;7825;31666;157228;37311;3351;;;;;5510;3113;;;;
2025/09/12 22:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20567;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47525;103481;0;461074;69;7848;31666;157369;37509;3351;;;;;5525;3115;;;;
2025/09/12 22:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20662;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47695;103755;0;461443;69;7870;31666;157505;37719;3351;;;;;5526;3127;;;;
2025/09/12 22:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20706;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47822;103976;0;461881;69;7901;31666;157651;37827;3351;;;;;5546;3131;;;;
2025/09/12 22:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20738;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;47949;104180;0;462291;69;7924;31666;157798;37919;3351;;;;;5549;3139;;;;
2025/09/12 22:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20780;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48125;104509;0;462854;69;7946;31767;157850;38035;3351;;;;;5557;3146;;;;
2025/09/12 22:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20809;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48252;104751;0;463332;69;7977;31813;157956;38117;3351;;;;;5566;3156;;;;
2025/09/12 23:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20839;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48379;104992;0;463746;69;8001;31813;158102;38200;3351;;;;;5568;3173;;;;
2025/09/12 23:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20879;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48548;105331;0;464128;69;8024;31813;158237;38306;3351;;;;;5581;3180;;;;
2025/09/12 23:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20911;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48675;105575;0;464513;69;8054;31813;158375;38386;3351;;;;;5584;3200;;;;
2025/09/12 23:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20940;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48813;105825;0;465033;69;8075;31851;158522;38463;3351;;;;;5592;3209;;;;
2025/09/12 23:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;20978;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48982;106159;0;465587;69;8098;31905;158675;38564;3351;;;;;5595;3228;;;;
2025/09/12 23:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49109;106415;0;466065;69;8128;31920;158862;38640;3351;;;;;5606;3245;;;;
2025/09/13 00:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21037;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49235;106660;0;466567;69;8151;31961;159013;38715;3351;;;;;5614;3254;;;;
2025/09/13 00:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21076;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49404;106985;0;467040;69;8174;31997;159149;38814;3351;;;;;5615;3272;;;;
2025/09/13 00:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21105;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49531;107243;0;467535;69;8204;32018;159337;38887;3351;;;;;5624;3283;;;;
2025/09/13 00:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21133;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49659;107482;0;468045;69;8227;32063;159501;38957;3351;;;;;5626;3302;;;;
2025/09/13 00:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21172;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49831;107818;0;468590;69;8250;32124;159643;39059;3351;;;;;5633;3310;;;;
2025/09/13 00:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21201;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49962;108063;0;469118;69;8280;32175;159802;39132;3351;;;;;5641;3322;;;;
2025/09/13 01:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21230;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50089;108310;0;469600;69;8302;32234;159942;39204;3351;;;;;5643;3339;;;;
2025/09/13 01:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21282;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50258;108647;0;469954;69;8325;32251;160082;39330;3351;;;;;5655;3346;;;;
2025/09/13 01:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21321;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50385;108879;0;470315;69;8356;32251;160256;39425;3351;;;;;5658;3365;;;;
2025/09/13 01:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21358;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50511;109136;0;470654;69;8378;32251;160399;39513;3351;;;;;5667;3368;;;;
2025/09/13 01:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21396;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50681;109481;0;470982;69;8401;32251;160528;39610;3351;;;;;5672;3387;;;;
2025/09/13 01:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21423;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50808;109717;0;471309;69;8431;32251;160657;39682;3351;;;;;5685;3402;;;;
2025/09/13 02:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21459;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50935;109964;0;471635;69;8454;32251;160786;39761;3351;;;;;5699;3407;;;;
2025/09/13 02:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21496;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51062;110301;0;471978;69;8477;32251;160940;39856;3351;;;;;5699;3419;;;;
2025/09/13 02:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21527;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51235;110556;0;472342;69;8507;32251;161133;39880;3351;;;;;5719;3425;;;;
2025/09/13 02:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21558;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51364;110784;0;472828;69;8530;32338;161244;40015;3351;;;;;5725;3433;;;;
2025/09/13 02:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21601;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51542;111114;0;473297;69;8552;32425;161361;40125;3351;;;;;5736;3439;;;;
2025/09/13 02:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21633;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51672;111370;0;473814;69;8583;32548;161441;40208;3351;;;;;5759;3445;;;;
2025/09/13 03:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21664;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51801;111604;0;474297;69;8606;32649;161530;40289;3351;;;;;5760;3454;;;;
2025/09/13 03:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51973;111922;0;474661;69;8628;32650;161717;40378;3355;;;;;5778;3457;;;;
2025/09/13 03:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21773;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52102;112165;0;475054;69;8659;32676;161877;40452;3366;;;;;5785;3468;;;;
2025/09/13 03:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21832;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52231;112420;0;475500;69;8681;32754;161987;40525;3377;;;;;5804;3473;;;;
2025/09/13 03:40:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21902;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52405;112730;0;475853;69;8704;32754;162163;40620;3408;;;;;5810;3480;;;;
2025/09/13 03:50:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;21969;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52532;112977;0;476216;69;8735;32754;162353;40682;3466;;;;;5820;3489;;;;
2025/09/13 04:00:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;22097;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52659;113230;0;476567;69;8757;32754;162524;40736;3557;;;;;5835;3490;;;;
2025/09/13 04:10:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;22208;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52828;113526;0;476891;69;8780;32754;162654;40827;3629;;;;;5835;3505;;;;
2025/09/13 04:20:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;22249;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52955;113779;0;477229;69;8811;32754;162799;40925;3629;;;;;5849;3511;;;;
2025/09/13 04:30:00;NaN;NaN;0;NaN;28147;0;0;NaN;NaN;NaN;22279;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53092;114026;0;477552;69;8834;32754;162931;41011;3629;;;;;5852;3520;;;;
